timestamp,Scrambling Code Index,AIM Demod Lock,AIM Demod Acq Time (sec)
2017-02-01T10:10:19.742277,604,True,0.25
2017-02-01T10:10:27.919745,605,True,0.25
2017-02-01T10:10:36.096213,606,True,0.25
2017-02-01T10:10:44.272680,607,True,0.25
2017-02-01T10:10:52.457149,608,True,0.25
2017-02-01T10:11:00.639617,609,True,0.25
2017-02-01T10:11:08.814084,610,True,0.25
2017-02-01T10:11:16.990552,611,True,0.25
2017-02-01T10:11:25.181020,612,True,0.25
2017-02-01T10:11:33.378489,613,True,0.25
2017-02-01T10:11:41.560957,614,True,0.25
2017-02-01T10:11:49.745425,615,True,0.25
2017-02-01T10:11:57.915893,616,True,0.25
2017-02-01T10:12:06.092360,617,True,0.25
2017-02-01T10:12:14.270828,618,True,0.25
2017-02-01T10:12:22.428295,619,True,0.25
2017-02-01T10:12:30.589761,620,True,0.25
2017-02-01T10:12:38.750228,621,True,0.25
2017-02-01T10:12:46.934696,622,True,0.25
2017-02-01T10:12:55.110164,623,True,0.25
2017-02-01T10:13:03.282631,624,True,0.25
2017-02-01T10:13:11.483100,625,True,0.25
2017-02-01T10:13:19.666568,626,True,0.25
2017-02-01T10:13:27.848036,627,True,0.25
2017-02-01T10:13:36.024504,628,True,0.25
2017-02-01T10:13:44.180971,629,True,0.25
2017-02-01T10:13:52.365439,630,True,0.25
2017-02-01T10:14:00.546907,631,True,0.25
2017-02-01T10:14:08.723374,632,True,0.25
2017-02-01T10:14:16.901842,633,True,0.25
2017-02-01T10:14:25.083310,634,True,0.25
2017-02-01T10:14:33.266778,635,True,0.25
2017-02-01T10:14:41.450246,636,True,0.25
2017-02-01T10:14:49.625714,637,True,0.25
2017-02-01T10:14:57.789181,638,True,0.25
2017-02-01T10:15:05.972649,639,True,0.25
2017-02-01T10:15:14.155117,640,True,0.25
2017-02-01T10:15:22.331585,641,True,0.25
2017-02-01T10:15:30.508052,642,True,0.25
2017-02-01T10:15:38.686520,643,True,0.25
2017-02-01T10:15:46.867988,644,True,0.25
2017-02-01T10:15:55.024454,645,True,0.25
2017-02-01T10:16:03.200922,646,True,0.25
2017-02-01T10:16:11.383390,647,True,0.25
2017-02-01T10:16:19.536856,648,True,0.25
2017-02-01T10:16:27.726325,649,True,0.25
2017-02-01T10:16:35.899792,650,True,0.25
2017-02-01T10:16:44.064259,651,True,0.25
2017-02-01T10:16:52.240727,652,True,0.25
2017-02-01T10:17:00.417195,653,True,0.25
2017-02-01T10:17:08.594662,654,True,0.25
2017-02-01T10:17:16.777130,655,True,0.25
2017-02-01T10:17:24.960598,656,True,0.25
2017-02-01T10:17:33.137066,657,True,0.25
2017-02-01T10:17:41.298533,658,True,0.25
2017-02-01T10:17:49.480001,659,True,0.25
2017-02-01T10:17:57.661469,660,True,0.25
2017-02-01T10:18:05.837937,661,True,0.25
2017-02-01T10:18:14.012404,662,True,0.25
2017-02-01T10:18:22.175871,663,True,0.25
2017-02-01T10:18:30.357339,664,True,0.25
2017-02-01T10:18:38.513805,665,True,0.25
2017-02-01T10:18:46.709274,666,True,0.25
2017-02-01T10:18:54.890742,667,True,0.25
2017-02-01T10:19:03.072210,668,True,0.25
2017-02-01T10:19:11.228677,669,True,0.25
2017-02-01T10:19:19.391144,670,True,0.25
2017-02-01T10:19:27.548610,671,True,0.25
2017-02-01T10:19:35.737078,672,True,0.25
2017-02-01T10:19:43.913546,673,True,0.25
2017-02-01T10:19:52.095014,674,True,0.25
2017-02-01T10:20:00.277482,675,True,0.25
2017-02-01T10:20:08.477951,676,True,0.25
2017-02-01T10:20:16.654419,677,True,0.25
2017-02-01T10:20:24.828886,678,True,0.25
2017-02-01T10:20:32.992353,679,True,0.25
2017-02-01T10:20:41.174821,680,True,0.25
2017-02-01T10:20:49.371290,681,True,0.25
2017-02-01T10:20:57.546758,682,True,0.25
2017-02-01T10:21:05.720225,683,True,0.25
2017-02-01T10:21:13.901693,684,True,0.25
2017-02-01T10:21:22.084161,685,True,0.25
2017-02-01T10:21:30.284630,686,True,0.25
2017-02-01T10:21:38.484099,687,True,0.25
2017-02-01T10:21:46.683568,688,True,0.25
2017-02-01T10:21:54.859036,689,True,0.25
2017-02-01T10:22:03.032503,690,True,0.25
2017-02-01T10:22:11.214971,691,True,0.25
2017-02-01T10:22:19.395439,692,True,0.25
2017-02-01T10:22:27.552906,693,True,0.25
2017-02-01T10:22:35.727373,694,True,0.25
2017-02-01T10:22:43.922842,695,True,0.25
2017-02-01T10:22:52.086309,696,True,0.25
2017-02-01T10:23:00.261777,697,True,0.25
2017-02-01T10:23:08.451245,698,True,0.25
2017-02-01T10:23:16.627713,699,True,0.25
2017-02-01T10:23:24.828182,700,True,0.25
2017-02-01T10:23:33.008650,701,True,0.25
2017-02-01T10:23:41.187117,702,True,0.25
2017-02-01T10:23:49.341584,703,True,0.25
2017-02-01T10:23:57.518051,704,True,0.25
2017-02-01T10:24:05.680518,705,True,0.25
2017-02-01T10:24:13.857986,706,True,0.25
2017-02-01T10:24:22.032454,707,True,0.25
2017-02-01T10:24:30.194920,708,True,0.25
2017-02-01T10:24:38.371388,709,True,0.25
2017-02-01T10:24:46.546856,710,True,0.25
2017-02-01T10:24:54.709323,711,True,0.25
2017-02-01T10:25:02.907792,712,True,0.25
2017-02-01T10:25:11.089260,713,True,0.25
2017-02-01T10:25:19.265727,714,True,0.25
2017-02-01T10:25:27.428194,715,True,0.25
2017-02-01T10:25:35.589661,716,True,0.25
2017-02-01T10:25:43.763128,717,True,0.25
2017-02-01T10:25:51.941596,718,True,0.25
2017-02-01T10:26:00.122064,719,True,0.25
2017-02-01T10:26:08.277531,720,True,0.25
2017-02-01T10:26:16.450998,721,True,0.25
2017-02-01T10:26:24.632466,722,True,0.25
2017-02-01T10:26:32.824935,723,True,0.25
2017-02-01T10:26:41.003402,724,True,0.25
2017-02-01T10:26:49.200871,725,True,0.25
2017-02-01T10:26:57.397340,726,True,0.25
2017-02-01T10:27:05.572808,727,True,0.25
2017-02-01T10:27:13.745275,728,True,0.25
2017-02-01T10:27:21.944744,729,True,0.25
2017-02-01T10:27:30.125212,730,True,0.25
2017-02-01T10:27:38.309680,731,True,0.25
2017-02-01T10:27:46.507149,732,True,0.25
2017-02-01T10:27:54.662615,733,True,0.25
2017-02-01T10:28:02.838083,734,True,0.25
2017-02-01T10:28:11.015551,735,True,0.25
2017-02-01T10:28:19.199019,736,True,0.25
2017-02-01T10:28:27.386487,737,True,0.25
2017-02-01T10:28:35.580956,738,True,0.25
2017-02-01T10:28:43.751423,739,True,0.25
2017-02-01T10:28:51.934891,740,True,0.25
2017-02-01T10:29:00.119359,741,True,0.25
2017-02-01T10:29:08.302827,742,True,0.25
2017-02-01T10:29:16.479295,743,True,0.25
2017-02-01T10:29:24.654763,744,True,0.25
2017-02-01T10:29:32.834230,745,True,0.25
2017-02-01T10:29:41.011698,746,True,0.25
2017-02-01T10:29:49.186166,747,True,0.25
2017-02-01T10:29:57.346633,748,True,0.25
2017-02-01T10:30:05.529101,749,True,0.25
2017-02-01T10:30:13.683567,750,True,0.25
2017-02-01T10:30:21.862035,751,True,0.25
2017-02-01T10:30:30.043503,752,True,0.25
2017-02-01T10:30:38.223971,753,True,0.25
2017-02-01T10:30:46.423440,754,True,0.25
2017-02-01T10:30:54.619908,755,True,0.25
2017-02-01T10:31:02.821377,756,True,0.25
2017-02-01T10:31:11.019846,757,True,0.25
2017-02-01T10:31:19.197314,758,True,0.25
2017-02-01T10:31:27.375782,759,True,0.25
2017-02-01T10:31:35.551249,760,True,0.25
2017-02-01T10:31:43.733717,761,True,0.25
2017-02-01T10:31:51.915185,762,True,0.25
2017-02-01T10:32:00.087653,763,True,0.25
2017-02-01T10:32:08.244119,764,True,0.25
2017-02-01T10:32:16.423587,765,True,0.25
2017-02-01T10:32:24.622056,766,True,0.25
2017-02-01T10:32:32.798524,767,True,0.25
2017-02-01T10:32:40.992993,768,True,0.25
