timestamp,Scrambling Code Index,Power (dBm),SNR (dB),Freq Offset (Hz)Demod Lock,Demod Acq Time (sec),Bert Lock,Bert Total Bit Count,Bert Total Bit Error,Bit Error Rate
2017-02-03T08:07:39.961150,618,-51.376641075891314,7.814670034916126,-5494096.888888889,True,0.25,True,32605368,0
2017-02-03T08:07:47.844601,619,-51.38443649167953,7.534394239778841,-5494156.111111111,True,0.25,True,33267624,0
2017-02-03T08:07:55.747053,620,-51.376641075891314,7.834470307305806,-5494122.333333333,True,0.25,True,32901104,0
2017-02-03T08:08:03.655505,621,-51.35330775564903,7.814617652209136,-5494181.666666667,True,0.25,True,33000568,0
2017-02-03T08:08:11.546956,622,-51.35331540143142,7.690459236335927,-5494113.666666667,True,0.25,True,33501000,0
2017-02-03T08:08:19.447408,623,-51.35332309439141,7.937892500851811,-5494164.555555556,True,0.25,True,33200304,0
2017-02-03T08:08:27.363861,624,-51.35664878058351,7.84254768299804,-5494130.555555556,True,0.25,True,32758024,0
2017-02-03T08:08:35.279314,625,-51.355547589214694,7.89144520207775,-5494266.333333333,True,0.25,True,32175544,0
2017-02-03T08:08:43.191766,626,-51.35497123427535,7.741916165029834,-5494150.0,True,0.25,True,31574432,0
2017-02-03T08:08:51.096218,627,-51.347463281889375,7.827935617015807,-5494197.5,True,0.25,True,31316232,0
2017-02-03T08:08:58.992670,628,-51.36248054958061,7.563194717615272,-5494159.375,True,0.25,True,31619032,0
2017-02-03T08:09:06.877121,629,-51.34443649167953,7.563259385317119,-5494198.555555556,True,0.25,True,32050000,0
2017-02-03T08:09:14.793574,630,-51.34748059431526,7.766408374304078,-5494054.0,True,0.25,True,31565808,0
2017-02-03T08:09:22.683025,631,-51.33997695650667,7.5466768242735665,-5494156.111111111,True,0.25,True,32046888,0
2017-02-03T08:09:30.567476,632,-51.34997695650667,7.965386435746195,-5494164.777777778,True,0.25,True,32322240,0
2017-02-03T08:09:38.451927,633,-51.3488775200474,7.952663925495417,-5494164.444444444,True,0.25,True,33200304,0
2017-02-03T08:09:46.332378,634,-51.348717022318546,7.797789281013068,-5494292.5,True,0.25,True,29994376,0
2017-02-03T08:09:54.231830,635,-51.349999999999994,7.685080679972406,-5494121.0,True,0.25,True,29943288,0
2017-02-03T08:10:02.153283,636,-51.35330007442577,7.684108826153642,-5494164.555555556,True,0.25,True,33755320,0
2017-02-03T08:10:10.065735,637,-51.3544032158394,7.796733645237859,-5494207.0,True,0.25,True,32815832,0
2017-02-03T08:10:17.971187,638,-51.33996165308748,7.67125228007184,-5494147.666666667,True,0.25,True,32516632,0
2017-02-03T08:10:25.854638,639,-51.34332309439141,7.957689997076523,-5494096.555555556,True,0.25,True,33071648,0
2017-02-03T08:10:33.756090,640,-51.34332309439141,7.962857228606723,-5494181.444444444,True,0.25,True,33084888,0
2017-02-03T08:10:41.634541,641,-51.33872570098252,7.810307283772132,-5494216.375,True,0.25,True,30075376,0
2017-02-03T08:10:49.519992,642,-51.33373868651994,7.76131191107786,-5494159.5,True,0.25,True,30764816,0
2017-02-03T08:10:57.404443,643,-51.36248920249802,7.886355861075077,-5494121.25,True,0.25,True,31500496,0
2017-02-03T08:11:05.288894,644,-51.33330775564903,7.804475442490633,-5089294.111111111,True,0.25,True,31874848,0
2017-02-03T08:11:13.205347,645,-51.344991358680446,7.7445211072896845,-5494098.25,True,0.25,True,31514464,0
2017-02-03T08:11:21.117799,646,-51.344991358680446,7.910563137771241,-5493984.25,True,0.25,True,30999592,0
2017-02-03T08:11:29.007250,647,-51.361225728941626,7.664061852833139,-5494082.875,True,0.25,True,31319832,0
2017-02-03T08:11:36.887701,648,-51.35330007442577,7.552263258675371,-5494169.222222222,True,0.25,True,31918232,0
2017-02-03T08:11:44.776152,649,-51.336648780583516,7.853438138618841,-5494105.111111111,True,0.25,True,32630672,0
2017-02-03T08:11:52.692605,650,-51.343315401431425,8.082416200659024,-5494062.777777778,True,0.25,True,32046888,0
2017-02-03T08:12:00.576056,651,-51.33777322402789,7.816805575353632,-5494088.333333333,True,0.25,True,32560264,0
2017-02-03T08:12:08.473508,652,-51.5311579894083,7.871365004467011,-5494121.888888889,True,0.25,True,32549128,0
2017-02-03T08:12:16.361959,653,-51.32664878058351,7.920232246414568,-5494071.0,True,0.25,True,33350120,0
2017-02-03T08:12:24.263411,654,-51.33664107589131,7.913471631847608,-5494190.0,True,0.25,True,32912752,0
2017-02-03T08:12:32.163863,655,-51.33330775564903,7.827789993980235,-5494130.555555556,True,0.25,True,33028264,0
2017-02-03T08:12:40.042313,656,-51.34122572894163,7.888027146161988,-5494130.75,True,0.25,True,29910600,0
2017-02-03T08:12:47.926764,657,-51.33369542954755,8.213259273238956,-5494025.75,True,0.25,True,30813864,0
2017-02-03T08:12:55.827216,658,-51.32248920249802,7.738903529821009,-5494197.375,True,0.25,True,30594272,0
2017-02-03T08:13:03.708667,659,-51.33872570098252,7.85142959065354,-5494111.875,True,0.25,True,31319832,0
2017-02-03T08:13:11.614119,660,-51.32499137193517,7.699239151123148,-5494155.0,True,0.25,True,31276448,0
2017-02-03T08:13:19.510571,661,-51.35248054958062,7.638347275915484,-5494006.375,True,0.25,True,31170232,0
2017-02-03T08:13:27.399022,662,-51.32777322402789,8.112241833262049,-5494181.666666667,True,0.25,True,32088776,0
2017-02-03T08:13:35.282473,663,-51.32331540143142,7.8355660752538325,-5494113.666666667,True,0.25,True,32677368,0
