timestamp,Scrambling Code Index,Power (dBm),SNR (dB),Freq Offset (Hz),Demod Lock,Demod Acq Time (sec),Bert Lock,Bert Total Bit Count,Bert Total Bit Error,Bit Error Rate
2017-02-03T06:26:14.374137,0,-51.363261562679995,7.6081277423378975,-5494147.444444444,True,0.25,True,33299040,0,0.0
2017-02-03T06:26:22.283590,1,-51.34,7.783366605295729,-5494173.0,True,0.25,True,33071648,0,0.0
2017-02-03T06:26:30.173041,2,-51.343315401431425,7.500430379002527,-5494156.333333333,True,0.25,True,33370848,0,0.0
2017-02-03T06:26:38.055492,3,-51.3349740959692,7.8802554974710475,-5494168.875,True,0.25,True,30253184,0,0.0
2017-02-03T06:26:45.938943,4,-51.34748059431526,7.772605715586748,-5494216.5,True,0.25,True,30891976,0,0.0
2017-02-03T06:26:53.824394,5,-51.35497409596921,7.807684608056588,-5494207.0,True,0.25,True,31292008,0,0.0
2017-02-03T06:27:01.692844,6,-51.337745066297956,7.824508614875664,-5494215.444444444,True,0.25,True,32431360,0,0.0
2017-02-03T06:27:09.577295,7,-51.33997695650667,7.74203347610784,-5494181.666666667,True,0.25,True,33671544,0,0.0
2017-02-03T06:27:17.490748,8,-51.33664107589132,7.791467877234293,-5494147.888888889,True,0.25,True,32943528,0,0.0
2017-02-03T06:27:25.380199,9,-51.336648780583516,7.7891998578995985,-5494156.111111111,True,0.25,True,33080560,0,0.0
2017-02-03T06:27:33.258649,10,-51.51234295392782,7.825089350865491,-5494235.5,True,0.25,True,29867216,0,0.0
2017-02-03T06:27:41.144100,11,-51.34748921078223,7.659020499547746,-5494082.875,True,0.25,True,30829648,0,0.0
2017-02-03T06:27:49.055553,12,-51.349999999999994,7.744707559984546,-5494283.0,True,0.25,True,30509000,0,0.0
2017-02-03T06:27:56.943004,13,-51.3374949572931,7.689557642333716,-5494121.0,True,0.25,True,30893472,0,0.0
2017-02-03T06:28:04.812454,14,-51.527167799227236,7.488605511123741,-5089264.888888889,True,0.25,True,32124072,0,0.0
2017-02-03T06:28:12.696905,15,-51.33330775564903,7.824470307305807,-5494164.666666667,True,0.25,True,32687176,0,0.0
2017-02-03T06:28:20.583356,16,-51.33330775564903,8.025802204607412,-5494240.777777778,True,0.25,True,33285576,0,0.0
2017-02-03T06:28:28.461807,17,-51.334991371935175,7.80523529401521,-5494197.5,True,0.25,True,30116464,0,0.0
2017-02-03T06:28:36.345258,18,-51.3349740959692,7.887925595162652,-5494197.5,True,0.25,True,30935360,0,0.0
2017-02-03T06:28:44.231709,19,-51.34122572894163,7.875300231481103,-5494178.25,True,0.25,True,31361720,0,0.0
2017-02-03T06:28:52.116160,20,-51.32330007442577,7.801137826559669,-5494181.666666667,True,0.25,True,32046888,0,0.0
2017-02-03T06:28:59.996611,21,-51.336648780583516,7.784107664983422,-5494181.666666667,True,0.25,True,32474744,0,0.0
2017-02-03T06:29:07.887062,22,-51.31995394835918,7.65905891484246,-5494118.555555556,True,0.25,True,33299544,0,0.0
2017-02-03T06:29:15.765512,23,-51.34623864737706,7.877539642828239,-5494178.125,True,0.25,True,29952296,0,0.0
