timestamp,Scrambling Code Index,Power (dBm),SNR (dB),Freq Offset (Hz),Demod Lock,Demod Acq Time (sec),Bert Lock,Bert Total Bit Count,Bert Total Bit Error,Bit Error Rate
2017-02-14T11:48:22.933227,0,-54.210181642344565,9.831321572292012,-4692725.333333333,True,0.0,True,30366944,0,0.0
2017-02-14T11:48:30.854680,1,-54.34797512067245,9.804300910125027,-4692435.8,True,0.0,True,34192456,0,0.0
2017-02-14T11:48:38.766132,2,-54.36991710739811,9.814365541810599,-4692748.0,True,0.0,True,33584672,0,0.0
2017-02-14T11:48:46.671584,3,-54.331961279289516,9.802227199493059,-4692712.6,True,0.0,True,33041784,0,0.0
2017-02-14T11:48:54.567036,4,-54.3639926385136,9.88803406040027,-5304588.6,True,0.0,True,32953080,0,0.0
2017-02-14T11:49:02.457487,5,-54.34797512067245,9.822359616370669,-4692712.6,True,0.0,True,34176128,0,0.0
2017-02-14T11:49:10.358939,6,-54.35598344428885,9.836039595466735,-4692232.0,True,0.0,True,34226776,0,0.0
2017-02-14T11:49:18.268392,7,-54.35590072310994,9.852084517493255,-4692712.6,True,0.0,True,33372560,0,0.0
2017-02-14T11:49:26.169844,8,-54.343942009360696,9.86410846785589,-4692735.6,True,0.0,True,33295496,0,0.0
2017-02-14T11:49:34.058295,9,-54.32598344428885,9.852103141205264,-4692458.8,True,0.0,True,34099616,0,0.0
2017-02-14T11:49:41.958747,10,-54.35197514357655,9.850229621084708,-4692458.8,True,0.0,True,33894192,0,0.0
2017-02-14T11:49:49.860199,11,-54.34392365647574,9.842089141699471,-4692771.0,True,0.0,True,33810984,0,0.0
2017-02-14T11:49:57.770651,12,-54.34598344428884,9.834057889848221,-4692400.4,True,0.0,True,33716448,0,0.0
2017-02-14T11:50:05.661102,13,-54.34599262494076,9.858098233867947,-4692400.4,True,0.0,True,34143000,0,0.0
2017-02-14T11:50:13.552554,14,-54.336641075891315,9.865810626763384,-4692416.555555556,True,0.0,True,30346032,0,0.0
2017-02-14T11:50:21.466006,15,-54.34193386873912,9.850073597594092,-4692400.4,True,0.0,True,33887248,0,0.0
2017-02-14T11:50:29.363458,16,-54.35385951721823,9.842130473571894,-4692735.6,True,0.0,True,33543104,0,0.0
