timestamp,Scrambling Code Index,Power (dBm),SNR (dB),Freq Offset (Hz),Demod Lock,Demod Acq Time (sec),Bert Lock,Bert Total Bit Count,Bert Total Bit Error,Bit Error Rate
2017-02-14T13:20:14.893745,244,-54.406641075891315,9.831168413804583,-4692347.111111111,True,0.0,True,31915104,0,0.0
2017-02-14T13:20:22.796197,245,-54.416610398411024,9.823583090402513,-4692712.555555556,True,0.0,True,31633728,0,0.0
2017-02-14T13:20:30.696649,246,-54.413315401431426,9.839370684315465,-4692386.666666667,True,0.0,True,31706016,0,0.0
2017-02-14T13:20:38.577100,247,-54.397975120672456,9.898066131260876,-4692232.0,True,0.0,True,32647000,0,0.0
2017-02-14T13:20:46.493553,248,-54.38995394835918,9.82472523764432,-4692386.666666667,True,0.0,True,31910808,0,0.0
2017-02-14T13:20:54.398005,249,-54.389976991852514,9.822580546356289,-4692386.666666667,True,0.0,True,31549448,0,0.0
2017-02-14T13:21:02.295457,250,-54.394359837204725,9.872361978834775,-4692726.555555556,True,0.0,True,31834672,0,0.0
2017-02-14T13:21:10.178908,251,-54.39587310765141,9.86011481103783,-4692771.0,True,0.0,True,32647000,0,0.0
2017-02-14T13:21:18.067359,252,-54.39999999999999,9.882162451090409,-4692458.8,True,0.0,True,33305432,0,0.0
2017-02-14T13:21:25.951810,253,-54.40797050698939,9.878066131260875,-4692255.0,True,0.0,True,33671760,0,0.0
2017-02-14T13:21:33.860262,254,-54.40398339848055,9.872198978917302,-4692458.8,True,0.0,True,33801280,0,0.0
2017-02-14T13:21:41.752714,255,-54.40995855350128,9.83042179449492,-4692458.8,True,0.0,True,34188512,0,0.0
2017-02-14T13:21:49.633164,256,-54.39443649167953,9.829228684847447,-4692255.0,True,0.0,True,30362264,0,0.0
2017-02-14T13:21:57.532616,257,-54.383323117932775,9.809315196758492,-4692507.0,True,0.0,True,30453136,0,0.0
2017-02-14T13:22:05.410067,258,-54.38995394835918,9.867805317044517,-4692637.111111111,True,0.0,True,31192888,0,0.0
2017-02-14T13:22:13.304518,259,-54.38443649167954,9.798049848692933,-4692412.222222222,True,0.0,True,31406816,0,0.0
2017-02-14T13:22:21.203970,260,-54.403307755649024,9.813491588504846,-4692372.666666667,True,0.0,True,31619816,0,0.0
2017-02-14T13:22:29.104422,261,-54.39664107589132,9.826842799962733,-4692372.666666667,True,0.0,True,31706016,0,0.0
2017-02-14T13:22:37.019875,262,-54.39774506629796,9.852270241020952,-4692386.666666667,True,0.0,True,31192888,0,0.0
2017-02-14T13:22:44.917326,263,-54.39664107589132,9.847858906485733,-4692642.777777778,True,0.0,True,30831776,0,0.0
2017-02-14T13:22:52.804777,264,-54.39554758921469,9.868907927061873,-4692412.222222222,True,0.0,True,31770632,0,0.0
2017-02-14T13:23:00.689228,265,-54.39995855350128,9.85607170228578,-4692735.6,True,0.0,True,32743704,0,0.0
2017-02-14T13:23:08.590680,266,-54.3979567085359,9.854067123423816,-4692481.8,True,0.0,True,32508536,0,0.0
2017-02-14T13:23:16.506133,267,-54.383315401431425,9.843440542166178,-4692255.0,True,0.0,True,31919944,0,0.0
2017-02-14T13:23:24.403585,268,-54.41326156267999,9.873379328658675,-4692412.222222222,True,0.0,True,31542032,0,0.0
2017-02-14T13:23:32.292036,269,-54.38598344428884,9.858107480123106,-4692481.8,True,0.0,True,32730776,0,0.0
2017-02-14T13:23:40.176487,270,-54.41,9.816186311639703,-4692481.8,True,0.0,True,33232088,0,0.0
2017-02-14T13:23:48.075939,271,-54.397975120672456,9.878047818669527,-4692400.4,True,0.0,True,33116744,0,0.0
2017-02-14T13:23:55.973391,272,-54.37796135393985,9.876094590392434,-4692794.0,True,0.0,True,33158632,0,0.0
2017-02-14T13:24:03.861842,273,-54.385983444288854,9.80807074910248,-4692255.0,True,0.0,True,33943872,0,0.0
2017-02-14T13:24:11.774294,274,-54.57539382400416,9.832180926332496,-4692481.8,True,0.0,True,33544600,0,0.0
2017-02-14T13:24:19.664746,275,-54.40197514357656,9.842190417535248,-4692481.8,True,0.0,True,33889696,0,0.0
2017-02-14T13:24:27.540196,276,-54.37774506629796,9.854605522960306,-4692815.777777778,True,0.0,True,30338672,0,0.0
2017-02-14T13:24:35.422647,277,-54.39554758921469,9.782672211823025,-4692752.111111111,True,0.0,True,31123656,0,0.0
2017-02-14T13:24:43.325099,278,-54.369953948359175,9.852285489474323,-4692750.777777778,True,0.0,True,31226760,0,0.0
2017-02-14T13:24:51.212550,279,-54.39441859381973,9.85582087035753,-4079600.0,True,0.0,True,31578856,0,0.0
2017-02-14T13:24:59.097001,280,-54.38995855350129,9.850215710492098,-4692758.4,True,0.0,True,32649576,0,0.0
2017-02-14T13:25:06.979452,281,-54.37598344428884,9.856021157908476,-4692255.0,True,0.0,True,33278376,0,0.0
2017-02-14T13:25:14.882904,282,-54.39,9.810202276024135,-4692481.8,True,0.0,True,33035512,0,0.0
2017-02-14T13:25:22.765355,283,-54.54547961981163,9.834104142280909,-4692758.4,True,0.0,True,33671760,0,0.0
2017-02-14T13:25:30.668807,284,-54.41398339848054,9.882061682324935,-4692481.8,True,0.0,True,33998704,0,0.0
2017-02-14T13:25:38.548257,285,-54.5606918974802,9.794735542889397,-4692707.888888889,True,0.0,True,30379696,0,0.0
2017-02-14T13:25:46.440709,286,-54.379976991852516,9.851173541075543,-4692255.0,True,0.0,True,30363664,0,0.0
2017-02-14T13:25:54.349161,287,-54.383307755649014,9.816827379081715,-4692507.0,True,0.0,True,30467328,0,0.0
2017-02-14T13:26:02.229612,288,-54.54947840903749,9.817005485146822,-4692255.0,True,0.0,True,30930864,0,0.0
2017-02-14T13:26:10.133064,289,-54.389976956506665,9.81342785394909,-4692412.222222222,True,0.0,True,31194384,0,0.0
2017-02-14T13:26:18.034516,290,-54.40986191662265,9.853471054847757,-4692801.555555556,True,0.0,True,30851800,0,0.0
2017-02-14T13:26:25.919967,291,-54.59067747894011,9.885701180090354,-4692255.0,True,0.0,True,31809048,0,0.0
2017-02-14T13:26:33.832420,292,-54.38000000000001,9.876745812183069,-4692412.222222222,True,0.0,True,31194384,0,0.0
2017-02-14T13:26:41.716871,293,-54.38995394835918,9.875637560456186,-4692412.222222222,True,0.0,True,31872552,0,0.0
2017-02-14T13:26:49.603322,294,-54.373983398480554,9.840036809495741,-4692255.0,True,0.0,True,32817544,0,0.0
2017-02-14T13:26:57.516774,295,-54.396656414611016,9.864658964438807,-4692637.111111111,True,0.0,True,31871024,0,0.0
2017-02-14T13:27:05.397225,296,-54.38797512067245,9.822121214582738,-4692255.0,True,0.0,True,32944704,0,0.0
2017-02-14T13:27:13.271675,297,-54.38000000000001,9.842047905078742,-4692639.8,True,0.0,True,33668544,0,0.0
2017-02-14T13:27:21.177128,298,-54.41797050698939,9.800147110087861,-4692758.4,True,0.0,True,34073896,0,0.0
2017-02-14T13:27:29.075579,299,-54.38398339848055,9.810394070252267,-4692481.8,True,0.0,True,33653400,0,0.0
2017-02-14T13:27:36.988032,300,-54.385983444288854,9.85220399374793,-4692762.0,True,0.0,True,33457832,0,0.0
2017-02-14T13:27:44.876483,301,-54.37796135393985,9.83413131364661,-4692481.8,True,0.0,True,33885688,0,0.0
2017-02-14T13:27:52.777935,302,-54.54750219611782,9.828185305714834,-4692685.4,True,0.0,True,34220184,0,0.0
2017-02-14T13:28:00.692388,303,-54.38398339848055,9.82617708256864,-4692481.8,True,0.0,True,33415944,0,0.0
2017-02-14T13:28:08.589839,304,-54.385983444288854,9.86413131364661,-4692458.8,True,0.0,True,33202016,0,0.0
2017-02-14T13:28:16.474290,305,-54.36599262494076,9.882061618878415,-4692481.8,True,0.0,True,34012848,0,0.0
2017-02-14T13:28:24.381743,306,-54.413951238704456,9.856136169808199,-4692781.2,True,0.0,True,34141504,0,0.0
2017-02-14T13:28:32.295195,307,-54.38398339848055,9.83003220436011,-4692481.8,True,0.0,True,33564024,0,0.0
2017-02-14T13:28:40.181646,308,-54.541234774306105,9.848075366939174,-4692458.8,True,0.0,True,33852136,0,0.0
2017-02-14T13:28:48.060097,309,-54.36331540143142,9.843471054847758,-4692507.0,True,0.0,True,30364104,0,0.0
2017-02-14T13:28:55.959549,310,-54.376518684238626,9.850084210071005,-4692801.555555556,True,0.0,True,30374360,0,0.0
2017-02-14T13:29:03.857000,311,-54.389976956506665,9.840043463722347,-5304795.777777778,True,0.0,True,30338672,0,0.0
2017-02-14T13:29:11.741451,312,-54.37772721959912,9.862402668812077,-4692750.777777778,True,0.0,True,31114528,0,0.0
