timestamp,Scrambling Code Index,AIM Demod Lock,AIM Demod Acq Time (sec)
2017-02-01T10:52:56.691891,823,True,0.25
2017-02-01T10:53:04.887360,824,True,0.25
2017-02-01T10:53:13.078828,825,True,0.25
2017-02-01T10:53:21.253296,826,True,0.25
2017-02-01T10:53:29.445764,827,True,0.25
2017-02-01T10:53:37.625232,828,True,0.25
2017-02-01T10:53:45.817701,829,True,0.25
2017-02-01T10:53:54.015170,830,True,0.25
2017-02-01T10:54:02.194638,831,True,0.25
2017-02-01T10:54:10.371105,832,True,0.25
2017-02-01T10:54:18.544573,833,True,0.25
2017-02-01T10:54:26.722041,834,True,0.25
2017-02-01T10:54:34.914509,835,True,0.25
2017-02-01T10:54:43.105978,836,True,0.25
2017-02-01T10:54:51.260444,837,True,0.25
2017-02-01T10:54:59.433912,838,True,0.25
2017-02-01T10:55:07.609379,839,True,0.25
2017-02-01T10:55:15.761845,840,True,0.25
2017-02-01T10:55:23.952314,841,True,0.25
2017-02-01T10:55:32.143782,842,True,0.25
2017-02-01T10:55:40.323250,843,True,0.25
2017-02-01T10:55:48.474716,844,True,0.25
2017-02-01T10:55:56.666185,845,True,0.25
2017-02-01T10:56:04.836652,846,True,0.25
2017-02-01T10:56:13.012120,847,True,0.25
2017-02-01T10:56:21.166586,848,True,0.25
2017-02-01T10:56:29.339054,849,True,0.25
2017-02-01T10:56:37.512521,850,True,0.25
2017-02-01T10:56:45.670988,851,True,0.25
2017-02-01T10:56:53.862456,852,True,0.25
2017-02-01T10:57:02.034924,853,True,0.25
2017-02-01T10:57:10.189390,854,True,0.25
2017-02-01T10:57:18.379859,855,True,0.25
2017-02-01T10:57:26.552326,856,True,0.25
2017-02-01T10:57:34.731794,857,True,0.25
2017-02-01T10:57:42.910262,858,True,0.25
2017-02-01T10:57:51.080729,859,True,0.25
2017-02-01T10:57:59.253197,860,True,0.25
2017-02-01T10:58:07.450665,861,True,0.25
2017-02-01T10:58:15.631133,862,True,0.25
2017-02-01T10:58:23.829602,863,True,0.25
2017-02-01T10:58:32.008070,864,True,0.25
2017-02-01T10:58:40.159536,865,True,0.25
2017-02-01T10:58:48.340004,866,True,0.25
2017-02-01T10:58:56.491470,867,True,0.25
2017-02-01T10:59:04.650937,868,True,0.25
2017-02-01T10:59:12.829405,869,True,0.25
2017-02-01T10:59:21.008873,870,True,0.25
2017-02-01T10:59:29.161339,871,True,0.25
2017-02-01T10:59:37.319806,872,True,0.25
2017-02-01T10:59:45.510274,873,True,0.25
2017-02-01T10:59:53.683742,874,True,0.25
2017-02-01T11:00:01.876210,875,True,0.25
2017-02-01T11:00:10.066679,876,True,0.25
2017-02-01T11:00:18.246147,877,True,0.25
2017-02-01T11:00:26.422614,878,True,0.25
2017-02-01T11:00:34.575080,879,True,0.25
2017-02-01T11:00:42.767549,880,True,0.25
2017-02-01T11:00:50.947017,881,True,0.25
2017-02-01T11:00:59.127485,882,True,0.25
2017-02-01T11:01:07.316953,883,True,0.25
2017-02-01T11:01:15.505422,884,True,0.25
2017-02-01T11:01:23.675889,885,True,0.25
2017-02-01T11:01:31.835356,886,True,0.25
2017-02-01T11:01:40.005823,887,True,0.25
2017-02-01T11:01:48.178290,888,True,0.25
2017-02-01T11:01:56.336757,889,True,0.25
2017-02-01T11:02:04.535226,890,True,0.25
2017-02-01T11:02:12.730695,891,True,0.25
2017-02-01T11:02:20.929164,892,True,0.25
2017-02-01T11:02:29.119632,893,True,0.25
2017-02-01T11:02:37.291099,894,True,0.25
2017-02-01T11:02:45.476568,895,True,0.25
2017-02-01T11:02:53.655035,896,True,0.25
2017-02-01T11:03:01.832503,897,True,0.25
2017-02-01T11:03:10.004971,898,True,0.25
2017-02-01T11:03:18.177438,899,True,0.25
2017-02-01T11:03:26.336905,900,True,0.25
2017-02-01T11:03:34.490371,901,True,0.25
2017-02-01T11:03:42.677839,902,True,0.25
2017-02-01T11:03:50.856307,903,True,0.25
2017-02-01T11:03:59.034775,904,True,0.25
2017-02-01T11:04:07.208242,905,True,0.25
2017-02-01T11:04:15.375710,906,True,0.25
2017-02-01T11:04:23.572178,907,True,0.25
2017-02-01T11:04:31.767647,908,True,0.25
2017-02-01T11:04:39.964116,909,True,0.25
2017-02-01T11:04:48.160585,910,True,0.25
2017-02-01T11:04:56.339053,911,True,0.25
2017-02-01T11:05:04.528521,912,True,0.25
2017-02-01T11:05:12.681987,913,True,0.25
2017-02-01T11:05:20.862455,914,True,0.25
2017-02-01T11:05:29.040923,915,True,0.25
2017-02-01T11:05:37.213390,916,True,0.25
2017-02-01T11:05:45.385858,917,True,0.25
2017-02-01T11:05:53.581327,918,True,0.25
2017-02-01T11:06:01.759794,919,True,0.25
2017-02-01T11:06:09.918261,920,True,0.25
2017-02-01T11:06:18.090728,921,True,0.25
2017-02-01T11:06:26.249195,922,True,0.25
2017-02-01T11:06:34.445664,923,True,0.25
2017-02-01T11:06:42.620131,924,True,0.25
2017-02-01T11:06:50.793599,925,True,0.25
2017-02-01T11:06:58.986068,926,True,0.25
2017-02-01T11:07:07.182536,927,True,0.25
2017-02-01T11:07:15.359004,928,True,0.25
2017-02-01T11:07:23.554473,929,True,0.25
2017-02-01T11:07:31.705939,930,True,0.25
2017-02-01T11:07:39.865406,931,True,0.25
2017-02-01T11:07:48.033873,932,True,0.25
2017-02-01T11:07:56.223341,933,True,0.25
2017-02-01T11:08:04.380808,934,True,0.25
2017-02-01T11:08:12.577277,935,True,0.25
2017-02-01T11:08:20.774746,936,True,0.25
2017-02-01T11:08:28.952213,937,True,0.25
2017-02-01T11:08:37.144682,938,True,0.25
2017-02-01T11:08:45.317149,939,True,0.25
2017-02-01T11:08:53.508618,940,True,0.25
2017-02-01T11:09:01.680085,941,True,0.25
2017-02-01T11:09:09.872554,942,True,0.25
2017-02-01T11:09:18.024020,943,True,0.25
2017-02-01T11:09:26.196488,944,True,0.25
2017-02-01T11:09:34.375955,945,True,0.25
2017-02-01T11:09:42.550423,946,True,0.25
2017-02-01T11:09:50.738891,947,True,0.25
2017-02-01T11:09:58.912359,948,True,0.25
2017-02-01T11:10:07.104827,949,True,0.25
2017-02-01T11:10:15.300296,950,True,0.25
2017-02-01T11:10:23.496765,951,True,0.25
2017-02-01T11:10:31.675233,952,True,0.25
2017-02-01T11:10:39.853700,953,True,0.25
2017-02-01T11:10:48.007167,954,True,0.25
2017-02-01T11:10:56.180634,955,True,0.25
2017-02-01T11:11:04.364102,956,True,0.25
2017-02-01T11:11:12.537570,957,True,0.25
2017-02-01T11:11:20.713037,958,True,0.25
2017-02-01T11:11:28.894505,959,True,0.25
2017-02-01T11:11:37.075973,960,True,0.25
2017-02-01T11:11:45.270442,961,True,0.25
2017-02-01T11:11:53.466911,962,True,0.25
2017-02-01T11:12:01.662380,963,True,0.25
2017-02-01T11:12:09.834847,964,True,0.25
2017-02-01T11:12:18.008315,965,True,0.25
2017-02-01T11:12:26.168781,966,True,0.25
2017-02-01T11:12:34.341249,967,True,0.25
2017-02-01T11:12:42.512716,968,True,0.25
2017-02-01T11:12:50.705185,969,True,0.25
2017-02-01T11:12:58.900653,970,True,0.25
2017-02-01T11:13:07.078121,971,True,0.25
2017-02-01T11:13:15.274590,972,True,0.25
2017-02-01T11:13:23.435057,973,True,0.25
