timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-01-31T08:49:32.611245,274000000.0,-33.7,-46.1931533813,0.21782302860000158,-39.7,-38.95558703336421,7.744032877038931,-950354.1224489796,True,0.25
2017-01-31T08:49:46.872060,314000000.0,-33.7,-47.3878479004,0.3035812378000031,-39.7,-40.06291171911373,7.803855453082531,278720.306122449,True,0.25
2017-01-31T08:50:00.971867,354000000.0,-33.7,-46.2094841003,0.25658035280000036,-39.7,-39.34318828048157,7.842872323751323,275051.04,True,0.0
2017-01-31T08:50:15.352689,394000000.0,-33.7,-47.1532249451,0.28063201900000223,-39.7,-40.73318829108095,7.721909834325285,-351340.306122449,True,0.25
2017-01-31T08:50:29.513499,434000000.0,-33.7,-46.2333106995,0.28369903559999443,-39.7,-40.39637614883132,7.789498587481759,868183.1428571428,True,0.25
2017-01-31T08:50:43.634307,474000000.0,-33.7,-46.2949676514,0.26356887810000273,-39.7,-40.137983427338824,7.898079717631341,-340642.76,True,0.0
2017-01-31T08:50:57.905123,514000000.0,-33.7,-46.6158828735,0.27051544190000243,-39.7,-40.14914432413724,7.925477808697425,266781.28571428574,True,0.25
2017-01-31T08:51:11.985929,554000000.0,-33.7,-46.5864028931,0.2989921568999989,-39.7,-39.94773993955482,7.763163561830955,252460.44897959183,True,0.0
2017-01-31T08:51:26.197742,598000000.0,-33.7,-46.3444976807,0.27751541130000135,-39.7,-40.555597162954484,7.768246069976028,248838.08163265305,True,0.25
2017-01-31T08:51:40.398554,642000000.0,-33.7,-46.8270263672,0.3041992186999991,-39.7,-40.862734539099044,7.685784705179736,254761.4081632653,True,0.25
2017-01-31T08:51:54.578365,682000000.0,-33.7,-46.5752487183,0.2603607176999958,-39.7,-41.42897290294562,7.698984197287778,250015.02040816325,True,0.0
2017-01-31T08:52:08.759176,726000000.0,-33.7,-46.7428131104,0.27732849120000225,-39.7,-41.230596537709296,7.755018517384612,236850.51020408163,True,0.25
2017-01-31T08:52:25.076109,974000000.0,-33.7,-45.7149734497,0.21536254880000172,-39.7,-40.492588761946465,7.752693393618802,122828.28571428571,True,0.25
2017-01-31T08:52:39.697946,1003000000.0,-33.7,-45.8309516907,0.2783241272000012,-39.7,-40.495413808240826,7.819446932664762,111635.02083333333,True,0.25
2017-01-31T08:52:54.357784,1032000000.0,-33.7,-45.5867042542,0.22592163080000205,-39.7,-40.40039222853156,7.891594571833424,101329.5625,True,0.25
2017-01-31T08:53:09.008622,1061000000.0,-33.7,-46.0357818604,0.23750686639999685,-39.7,-40.91019257315188,7.869478833385136,100518.8163265306,True,0.25
2017-01-31T08:53:23.608457,1091000000.0,-33.7,-46.0758132935,0.2121849060000045,-39.7,-40.83895317550229,7.839380748390448,94933.08163265306,True,0.25
2017-01-31T08:53:38.369301,1120000000.0,-33.7,-45.5736160278,0.22216033939999846,-39.7,-40.805816124197165,7.824675663998902,102922.91666666667,True,0.25
2017-01-31T08:53:53.100144,1149000000.0,-33.7,-46.0540428162,0.22823715210000017,-39.7,-40.908152143925435,7.817628260718317,102135.0,True,0.25
2017-01-31T08:54:07.921992,1178000000.0,-33.7,-46.413860321,0.22624969489999813,-39.7,-40.99269502706634,7.799277600534392,-313166.8333333333,True,0.25
2017-01-31T08:54:22.731839,1207000000.0,-33.7,-45.8903198242,0.24869537360000038,-39.7,-41.18815214392544,7.899343986940761,90142.44897959183,True,0.25
2017-01-31T08:54:37.578688,1236000000.0,-33.7,-46.0127677917,0.23514175420000072,-39.7,-41.03815214392544,7.747815721788286,89323.10204081633,True,0.25
2017-01-31T08:54:52.373534,1266000000.0,-33.7,-46.5500450134,0.236145019599995,-39.7,-41.07164971643095,7.74326253548769,93310.75,True,0.25
2017-01-31T08:55:07.244385,1295000000.0,-33.7,-46.2756690979,0.24852752689999846,-39.7,-41.22098221977594,7.709298719537174,92511.87755102041,True,0.25
2017-01-31T08:55:22.174239,1324000000.0,-33.7,-46.2955703735,0.2376022338999988,-39.7,-41.22707280452909,7.848635510412581,90987.0,True,0.25
2017-01-31T08:55:37.175097,1353000000.0,-33.7,-46.5355262756,0.2452049255999995,-39.7,-41.40665834670067,7.757971768947698,70989.97916666667,True,0.25
2017-01-31T08:55:52.245959,1382000000.0,-33.7,-46.413898468,0.20355224610000278,-39.7,-41.634155236811154,7.751529479163834,70169.08333333333,True,0.25
2017-01-31T08:56:07.237816,1411000000.0,-33.7,-46.5071029663,0.21318054199999636,-39.7,-41.5160943431093,7.742233142507401,78940.87755102041,True,0.25
2017-01-31T08:56:26.101895,1674000000.0,-33.7,-53.5276031494,0.2592544556000007,-39.7,-49.25753103737637,7.370441121530032,149556.6326530612,True,0.0
2017-01-31T08:56:40.283706,1718000000.0,-33.7,-53.6225128174,0.2659683226999974,-39.7,-48.84264517118632,7.582046474213452,757094.8775510204,True,0.0
2017-01-31T08:56:54.593525,1758000000.0,-33.7,-53.8673934937,0.2836532592000012,-39.7,-49.32770393205476,7.5182559855822255,762893.4081632653,True,0.0
2017-01-31T08:57:08.774336,1802000000.0,-33.7,-53.8155555725,0.26609802249999603,-39.7,-48.95198894420694,7.522058095594717,759318.8,True,0.0
2017-01-31T08:57:23.055153,1846000000.0,-33.7,-53.8324508667,0.26321792600000293,-39.7,-48.792381306733674,7.49831721696899,132874.73469387754,True,0.25
2017-01-31T08:57:37.285967,1886000000.0,-33.7,-54.1515197754,0.2897071838000045,-39.7,-48.670390327593196,7.404030282399509,138811.9387755102,True,0.0
2017-01-31T08:57:51.506780,1926000000.0,-33.7,-53.6652793884,0.2827415466999952,-39.7,-48.70977639860682,7.497546249293103,133976.97959183675,True,0.0
2017-01-31T08:58:05.767596,1966000000.0,-33.7,-54.251991272,0.29843902590000226,-39.7,-48.276716653987144,7.471846170729918,119724.4693877551,True,0.0
2017-01-31T08:58:19.938406,2006000000.0,-33.7,-54.104637146,0.2626991272000012,-39.7,-48.51876159363728,7.508606098195339,116105.04081632652,True,0.25
2017-01-31T08:58:34.269226,2046000000.0,-33.7,-53.9323997498,0.2941551207999993,-39.7,-48.5887615709051,7.438511732845229,733016.4693877551,True,0.0
2017-01-31T08:58:48.530042,2086000000.0,-33.7,-54.22605896,0.29145812979999874,-39.7,-48.37726691765758,7.3277490105254115,728282.28,True,0.0
2017-01-31T08:59:04.867976,2126000000.0,-33.7,-54.3094100952,0.2525024413999972,-39.7,-48.79569454617485,7.371126224386371,715080.2857142857,True,0.0
