timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-01-31T09:40:22.006660,274000000.0,-33.7,-46.1307563782,23.943981170600004,-39.7,-38.93243651394421,7.7958430912003065,-338211.02040816325,True,0.0
2017-01-31T09:40:35.827451,314000000.0,-33.7,-47.3092842102,22.767932891899996,-39.7,-40.04060077406004,7.797027751835679,890868.1836734693,True,0.25
2017-01-31T09:40:49.712245,354000000.0,-33.7,-46.1325263977,23.164455413800006,-39.7,-39.23036201114297,7.789607029235545,275085.0612244898,True,0.25
2017-01-31T09:41:03.449031,394000000.0,-33.7,-47.085308075,22.395290374699997,-39.7,-40.5839834112168,7.702643378497672,-351350.97959183675,True,0.25
2017-01-31T09:41:17.248820,434000000.0,-33.7,-46.1693954468,22.1714782715,-39.7,-40.37358906454179,7.674902146261742,868137.16,True,0.0
2017-01-31T09:41:31.102612,474000000.0,-33.7,-46.2328567505,22.250610351599995,-39.7,-40.12182560704011,7.8126068338163845,-340567.9387755102,True,0.0
2017-01-31T09:41:44.794395,514000000.0,-33.7,-46.5577926636,27.935279846200004,-39.7,-40.25754889057043,7.737598776549776,266783.387755102,True,0.0
2017-01-31T09:41:58.439176,554000000.0,-33.7,-46.5511894226,28.125850677500004,-39.7,-39.9339926385136,7.700076502130038,252427.91836734695,True,0.25
2017-01-31T09:42:12.316970,598000000.0,-33.7,-46.3240203857,27.149360656799992,-39.7,-40.49896820058197,7.789866520452421,248824.0612244898,True,0.0
2017-01-31T09:42:26.154761,642000000.0,-33.7,-46.7965011597,27.532348632799994,-39.7,-40.970388504799544,7.667421759368576,254768.48979591837,True,0.25
2017-01-31T09:42:39.890547,682000000.0,-33.7,-46.5331687927,27.269886016899996,-39.7,-41.39713439217389,7.704774333037668,-362051.9387755102,True,0.0
2017-01-31T09:42:53.691336,726000000.0,-33.7,-46.7139358521,27.493354797299993,-39.7,-41.20019257315188,7.780458127898142,236892.67346938775,True,0.0
2017-01-31T09:43:12.156392,974000000.0,-33.7,-45.695514679,28.31776046750001,-39.7,-40.48652049048927,7.895937353252726,122815.73469387754,True,0.25
2017-01-31T09:43:26.878234,1003000000.0,-33.7,-45.832069397,28.0221786499,-39.7,-40.27737454809284,7.710345908712865,111697.02083333333,True,0.25
2017-01-31T09:43:41.641079,1032000000.0,-33.7,-45.5712165833,27.792324066099994,-39.7,-40.345818061075384,7.8448920561531,101254.89583333333,True,0.25
2017-01-31T09:43:56.357920,1061000000.0,-33.7,-46.0127449036,27.619640350299996,-39.7,-40.84631961902705,7.8100696498999325,100487.57142857143,True,0.25
2017-01-31T09:44:11.168768,1091000000.0,-33.7,-46.0266113281,27.526603698800002,-39.7,-40.777332474897044,7.624588717980741,94901.91836734694,True,0.25
2017-01-31T09:44:25.894610,1120000000.0,-33.7,-45.5501327515,27.746475219700002,-39.7,-40.75570489359447,7.7752207444523815,102916.59183673469,True,0.25
2017-01-31T09:44:40.603451,1149000000.0,-33.7,-46.02866745,27.573421478200004,-39.7,-40.85789410531155,7.730921863490008,102123.58333333333,True,0.25
2017-01-31T09:44:55.282291,1178000000.0,-33.7,-46.4127693176,27.295833587699995,-39.7,-40.94019257315188,7.664164093027392,91764.32653061225,True,0.25
2017-01-31T09:45:09.985132,1207000000.0,-33.7,-45.8937301636,27.364875793400003,-39.7,-41.14060077406005,7.770904681418295,90213.73469387754,True,0.25
2017-01-31T09:45:24.693973,1236000000.0,-33.7,-45.9923210144,26.987880706800006,-39.7,-41.00488192271697,7.804265954181129,89337.9387755102,True,0.25
2017-01-31T09:45:39.417815,1266000000.0,-33.7,-46.5430450439,26.854576110900005,-39.7,-41.049567995026386,7.719226476903016,93353.52083333333,True,0.25
2017-01-31T09:45:54.207661,1295000000.0,-33.7,-46.2861862183,26.6170959472,-39.7,-41.21540757865656,7.76215497604682,92518.29166666667,True,0.25
