timestamp,Frequency (Hz),SFU Power (dBm),SFU SNR (dB),FSW_SNR(dB),AIM Power,AIM SNR,AIM Offset,AIM Demod Lock,AIM Demod Acq Time
2016-12-22T14:02:46.293440,330000000,-20,12,12.130737304699998,-28.500816326530607,11.770816326530612,17705.30612244898,True,0.0
2016-12-22T14:02:55.676977,330000000,-20,13,13.158199310299999,-28.678400000000007,12.96240000000001,17710.0,True,0.0
2016-12-22T14:03:05.020512,330000000,-20,14,14.1303672791,-28.683877551020426,13.979795918367351,17710.0,True,0.0
2016-12-22T14:03:14.351045,330000000,-20,15,15.128639221100002,-28.73480000000001,15.090800000000009,17710.0,True,0.0
2016-12-22T14:03:23.697580,330000000,-20,16,16.2499961854,-28.748775510204084,15.89530612244897,17705.30612244898,True,0.0
2016-12-22T14:03:33.010112,330000000,-20,17,17.2240486145,-28.743265306122456,17.464897959183673,17857.34693877551,True,0.0
2016-12-22T14:03:42.277643,330000000,-20,18,18.207477569599995,-28.73326530612245,17.677551020408163,17710.0,True,0.0
2016-12-22T14:03:51.600176,330000000,-20,19,19.235500335700003,-28.829591836734682,19.273061224489798,17710.0,True,0.0
2016-12-22T14:04:00.900708,330000000,-20,20,20.197364807099994,-28.78693877551019,19.646122448979593,17705.30612244898,True,0.0
2016-12-22T14:04:10.328247,350000000,-20,8,8.130203247100006,-28.670612244897985,8.109999999999992,23733.163265306124,True,0.0
2016-12-22T14:04:19.433768,350000000,-20,9,9.082942962599994,-28.7781632653061,8.934489795918365,23733.163265306124,True,0.0
2016-12-22T14:04:28.611293,350000000,-20,10,10.056800842300007,-28.834693877551008,9.942448979591843,23737.816326530614,True,0.0
2016-12-22T14:04:37.714813,350000000,-20,11,11.1694793701,-28.912244897959212,10.928163265306125,23889.816326530614,True,0.0
2016-12-22T14:04:46.883338,350000000,-20,12,12.188785553000002,-29.086399999999983,12.128399999999992,23780.12,True,0.0
2016-12-22T14:04:56.200871,350000000,-20,13,13.203319549500002,-29.12163265306123,12.891428571428568,23889.816326530614,True,0.0
2016-12-22T14:05:05.532404,350000000,-20,14,14.150539398100001,-29.16346938775512,13.823877551020402,23889.816326530614,True,0.0
2016-12-22T14:05:14.829936,350000000,-20,15,15.168498992899998,-29.169183673469405,14.936530612244889,23982.79591836735,True,0.0
2016-12-22T14:05:24.134468,350000000,-20,16,16.235591888400002,-29.216122448979604,15.717755102040822,24031.61224489796,True,0.0
2016-12-22T14:05:33.438001,350000000,-20,17,17.2247505188,-29.23877551020408,17.120816326530615,23982.79591836735,True,0.0
2016-12-22T14:05:42.772534,350000000,-20,18,18.2599220276,-29.217200000000005,17.487599999999997,24175.88,True,0.0
2016-12-22T14:05:52.070066,350000000,-20,19,19.218814849800005,-29.204000000000015,18.574400000000004,24023.88,True,0.0
2016-12-22T14:06:01.387599,350000000,-20,20,20.2358322144,-29.227600000000002,20.51800000000001,24458.36,True,0.0
2016-12-22T14:06:10.775136,370000000,-20,8,8.145915985100004,-28.607199999999988,8.001200000000003,21450.0,True,0.0
2016-12-22T14:06:19.861656,370000000,-20,9,9.0824966431,-28.72400000000001,8.8884,21445.4,True,0.0
2016-12-22T14:06:28.963176,370000000,-20,10,10.088317871100003,-28.800399999999968,9.975999999999999,21450.0,True,0.0
2016-12-22T14:06:38.190704,370000000,-20,11,11.125263214100002,-28.875599999999974,10.900400000000001,21445.4,True,0.0
2016-12-22T14:06:47.335227,370000000,-20,12,12.108123779300001,-28.971020408163277,11.999795918367353,21445.30612244898,True,0.0
2016-12-22T14:06:56.642760,370000000,-20,13,13.1398620605,-29.00142857142857,12.961224489795917,21450.0,True,0.0
2016-12-22T14:07:05.791283,370000000,-20,14,14.133068084700007,-29.057199999999984,13.988400000000011,21445.4,True,0.0
2016-12-22T14:07:15.025811,370000000,-20,15,15.1085586548,-29.067551020408157,15.051224489795908,21445.30612244898,True,0.0
2016-12-22T14:07:24.394347,370000000,-20,16,16.218910217199998,-29.076799999999977,15.791599999999999,21445.4,True,0.0
2016-12-22T14:07:33.664877,370000000,-20,17,17.179622650200002,-29.13040000000002,16.994,21450.0,True,0.0
2016-12-22T14:07:42.995411,370000000,-20,18,18.2075920105,-29.143200000000007,17.748399999999993,21445.4,True,0.0
2016-12-22T14:07:52.328945,370000000,-20,19,19.184959411600005,-29.10530612244897,18.67795918367346,21450.0,True,0.0
2016-12-22T14:08:01.649478,370000000,-20,20,20.1747550964,-29.191020408163283,19.373673469387754,21445.30612244898,True,0.0
2016-12-22T14:08:10.899007,390000000,-20,8,8.1153526306,-28.856799999999975,7.984399999999999,28620.44,True,0.0
2016-12-22T14:08:20.418551,390000000,-20,9,9.048572540199999,-28.931632653061225,8.925714285714289,28772.34693877551,True,0.0
2016-12-22T14:08:29.559074,390000000,-20,10,10.1878051757,-29.0173469387755,9.975510204081637,28772.34693877551,True,0.0
2016-12-22T14:08:38.678596,390000000,-20,11,11.140296935999999,-29.071599999999993,10.956400000000006,28772.44,True,0.0
2016-12-22T14:08:47.797117,390000000,-20,12,12.146972656199999,-29.122399999999974,11.922800000000011,28772.44,True,0.0
2016-12-22T14:08:56.896638,390000000,-20,13,13.141941070500003,-29.19081632653063,12.978979591836735,28772.34693877551,True,0.0
2016-12-22T14:09:06.018159,390000000,-20,14,14.185619354300002,-29.2114285714286,13.842244897959178,28772.34693877551,True,0.0
2016-12-22T14:09:15.177683,390000000,-20,15,15.1377410889,-29.2496,14.882400000000008,28772.44,True,0.0
2016-12-22T14:09:24.377210,390000000,-20,16,16.254013061499997,-29.264399999999995,16.1396,28777.0,True,0.0
2016-12-22T14:09:33.636739,390000000,-20,17,17.2393531799,-29.26061224489795,16.684081632653072,28777.0,True,0.0
2016-12-22T14:09:42.785262,390000000,-20,18,18.267749786399996,-29.288799999999984,17.958399999999994,28772.44,True,0.0
2016-12-22T14:09:51.980788,390000000,-20,19,19.2658767701,-29.38479999999998,18.716000000000005,28777.0,True,0.0
2016-12-22T14:10:01.153313,390000000,-20,20,20.265083312999998,-29.391428571428573,19.99632653061225,28772.34693877551,True,0.0
2016-12-22T14:10:10.503848,410000000,-20,8,8.078281402500004,-29.239200000000004,7.901199999999996,34752.44,True,0.0
2016-12-22T14:10:19.697374,410000000,-20,9,9.078796386699999,-29.268399999999982,8.969200000000003,34752.44,True,0.0
2016-12-22T14:10:28.822896,410000000,-20,10,10.034378051799997,-29.315510204081612,9.850612244897958,34757.0,True,0.0
2016-12-22T14:10:37.957418,410000000,-20,11,11.0205574035,-29.42734693877552,11.00612244897959,34605.0,True,0.0
2016-12-22T14:10:47.075940,410000000,-20,12,12.115077972400002,-29.44800000000001,11.986800000000002,34752.44,True,0.0
2016-12-22T14:10:56.237464,410000000,-20,13,13.100296020499997,-29.505918367346933,12.875510204081632,34605.0,True,0.0
2016-12-22T14:11:05.423989,410000000,-20,14,14.116104126000003,-29.53448979591835,13.84285714285714,34757.0,True,0.0
2016-12-22T14:11:14.596514,410000000,-20,15,15.056953430200004,-29.634400000000028,14.968,34605.0,True,0.0
2016-12-22T14:11:23.725036,410000000,-20,16,16.2119827271,-29.66632653061226,15.952653061224495,34605.0,True,0.0
2016-12-22T14:11:32.884560,410000000,-20,17,17.227874755899997,-29.687600000000028,16.912799999999997,34757.0,True,0.0
2016-12-22T14:11:42.017082,410000000,-20,18,18.2619476319,-29.662000000000013,17.842000000000006,34757.0,True,0.0
2016-12-22T14:11:51.286612,410000000,-20,19,19.211071014399998,-29.66840000000002,18.5068,34757.0,True,0.0
2016-12-22T14:12:00.429135,410000000,-20,20,20.1982650757,-29.681836734693892,19.416122448979593,34757.0,True,0.0
2016-12-22T14:12:09.645662,430000000,-20,8,8.132980346700002,-29.557346938775485,7.952448979591835,32213.0,True,0.0
2016-12-22T14:12:19.187208,430000000,-20,9,9.084075927699999,-29.61199999999997,8.935599999999997,32213.0,True,0.0
2016-12-22T14:12:28.326731,430000000,-20,10,10.1136283875,-29.68224489795922,9.996938775510204,32208.30612244898,True,0.0
2016-12-22T14:12:37.488255,430000000,-20,11,11.085201263400002,-29.746799999999997,10.858800000000004,32213.0,True,0.0
2016-12-22T14:12:46.616777,430000000,-20,12,12.152324676599996,-29.79959999999999,11.943600000000005,32208.4,True,0.0
2016-12-22T14:12:55.758300,430000000,-20,13,13.094970703199998,-29.817142857142834,12.8665306122449,32208.30612244898,True,0.0
2016-12-22T14:13:04.914824,430000000,-20,14,14.171447753899997,-29.969600000000014,13.829200000000004,32213.0,True,0.0
2016-12-22T14:13:14.089348,430000000,-20,15,15.265586853000002,-29.990400000000008,14.7576,32213.0,True,0.0
2016-12-22T14:13:23.231871,430000000,-20,16,16.2416496277,-30.026530612244883,16.2269387755102,32208.30612244898,True,0.0
2016-12-22T14:13:32.404396,430000000,-20,17,17.243270874000004,-30.005199999999995,16.945600000000002,32208.4,True,0.0
2016-12-22T14:13:41.590921,430000000,-20,18,18.273700714100002,-30.047999999999984,17.7248,32208.4,True,0.0
2016-12-22T14:13:50.821449,430000000,-20,19,19.273284912100003,-30.018399999999996,18.541999999999998,32213.0,True,0.0
2016-12-22T14:14:00.052977,430000000,-20,20,20.2249526978,-30.07530612244896,19.698571428571427,32213.0,True,0.0
2016-12-22T14:14:09.302506,450000000,-20,8,8.1381072999,-29.555199999999967,7.922,38040.0,True,0.0
2016-12-22T14:14:18.437029,450000000,-20,9,9.0927085876,-29.575102040816308,8.907755102040822,38035.34693877551,True,0.0
2016-12-22T14:14:27.597553,450000000,-20,10,10.069622039800002,-29.64360000000002,9.970400000000007,38035.44,True,0.0
2016-12-22T14:14:36.774078,450000000,-20,11,11.129310607900003,-29.701428571428583,10.888367346938773,38040.0,True,0.0
2016-12-22T14:14:46.019606,450000000,-20,12,12.1346244812,-29.79679999999998,12.023599999999998,38040.0,True,0.0
2016-12-22T14:14:55.398143,450000000,-20,13,13.128582000800002,-29.85519999999998,12.9528,38035.44,True,0.0
2016-12-22T14:15:04.622670,450000000,-20,14,14.147666931099998,-29.930000000000017,14.03399999999999,38040.0,True,0.0
2016-12-22T14:15:13.758193,450000000,-20,15,15.124240875199995,-29.972857142857155,14.658163265306127,38040.0,True,0.0
2016-12-22T14:15:23.379743,450000000,-20,16,16.215045929,-29.994693877551015,15.815306122448975,38035.34693877551,True,0.0
2016-12-22T14:15:32.576269,450000000,-20,17,17.2438201904,-29.98448979591837,17.050000000000004,38035.34693877551,True,0.0
2016-12-22T14:15:41.707792,450000000,-20,18,18.223178863500003,-30.053999999999984,17.693600000000004,38040.0,True,0.0
2016-12-22T14:15:50.859315,450000000,-20,19,19.2372550964,-30.029387755102015,18.71326530612245,38040.0,True,0.0
2016-12-22T14:16:00.046841,450000000,-20,20,20.179012298499998,-30.004489795918367,19.85897959183674,38040.0,True,0.0
2016-12-22T14:16:09.299370,470000000,-20,8,8.112316131600004,-29.172800000000002,7.862000000000002,35648.0,True,0.0
2016-12-22T14:16:18.410891,470000000,-20,9,9.075931548999996,-29.266799999999986,8.918800000000001,35643.44,True,0.0
2016-12-22T14:16:27.558414,470000000,-20,10,10.099868774500003,-29.318571428571403,9.954285714285716,35643.34693877551,True,0.0
2016-12-22T14:16:36.682936,470000000,-20,11,11.0962638855,-29.411224489795934,10.979591836734693,35648.0,True,0.0
2016-12-22T14:16:45.880462,470000000,-20,12,12.094299316400004,-29.491428571428578,11.9461224489796,35801.0,True,0.0
2016-12-22T14:16:55.026985,470000000,-20,13,13.086158752499998,-29.48400000000001,12.950000000000005,35801.0,True,0.0
2016-12-22T14:17:04.166508,470000000,-20,14,14.073997497599997,-29.66836734693879,14.02428571428572,35796.30612244898,True,0.0
2016-12-22T14:17:13.351033,470000000,-20,15,15.138130187999998,-29.699183673469417,14.928367346938787,35643.34693877551,True,0.0
2016-12-22T14:17:22.518558,470000000,-20,16,16.193359375,-29.692000000000036,16.510000000000005,35801.0,True,0.0
2016-12-22T14:17:31.699083,470000000,-20,17,17.208095550499998,-29.704897959183697,16.93632653061224,35801.0,True,0.0
2016-12-22T14:17:40.935611,470000000,-20,18,18.2096595764,-29.70280000000002,18.128,35796.4,True,0.0
2016-12-22T14:17:50.138137,470000000,-20,19,19.2257003784,-29.70840000000001,19.0172,35796.4,True,0.0
2016-12-22T14:17:59.266660,470000000,-20,20,20.176029205300004,-29.702448979591853,19.710612244897966,35801.0,True,0.0
2016-12-22T14:18:08.567191,490000000,-20,8,8.105758666999996,-29.20346938775512,7.84469387755102,32208.30612244898,True,0.0
2016-12-22T14:18:17.648711,490000000,-20,9,9.031585693399997,-29.346122448979578,8.90755102040817,32213.0,True,0.0
2016-12-22T14:18:26.752232,490000000,-20,10,10.029277801500001,-29.4487755102041,10.014897959183672,32208.30612244898,True,0.0
2016-12-22T14:18:35.938757,490000000,-20,11,11.166366577200002,-29.473600000000012,11.036800000000003,32056.4,True,0.0
2016-12-22T14:18:45.111282,490000000,-20,12,12.147651672400002,-29.507999999999992,11.888000000000007,32208.4,True,0.0
2016-12-22T14:18:54.309808,490000000,-20,13,13.156524658200006,-29.574799999999993,12.885599999999997,32208.4,True,0.0
2016-12-22T14:19:03.454331,490000000,-20,14,14.081375122099999,-29.60204081632654,13.979387755102048,32213.0,True,0.0
2016-12-22T14:19:13.020878,490000000,-20,15,15.106990814200003,-29.632799999999992,14.73039999999999,32208.4,True,0.0
2016-12-22T14:19:22.187402,490000000,-20,16,16.198001861599998,-29.776938775510185,16.010000000000005,32208.30612244898,True,0.0
2016-12-22T14:19:31.371928,490000000,-20,17,17.204040527400004,-29.80081632653059,17.075510204081624,32208.30612244898,True,0.0
2016-12-22T14:19:40.571454,490000000,-20,18,18.172908782899995,-29.80387755102039,17.899795918367353,32208.30612244898,True,0.0
2016-12-22T14:19:49.759979,490000000,-20,19,19.1935386658,-29.816734693877528,18.851224489795918,32208.30612244898,True,0.0
2016-12-22T14:19:58.939504,490000000,-20,20,20.1506004333,-29.8392,20.1692,32208.4,True,0.0
2016-12-22T14:20:08.231036,510000000,-20,8,8.113853454600005,-29.45840000000002,7.859200000000002,29973.0,True,0.0
2016-12-22T14:20:17.371559,510000000,-20,9,9.112522125300003,-29.542040816326512,9.063265306122448,29821.0,True,0.0
2016-12-22T14:20:26.478080,510000000,-20,10,10.056144714399998,-29.628775510204058,10.019795918367343,29968.34693877551,True,0.0
2016-12-22T14:20:35.619602,510000000,-20,11,11.0815200806,-29.706800000000023,11.170400000000004,29816.44,True,0.0
2016-12-22T14:20:44.791127,510000000,-20,12,12.119037628199997,-29.737755102040822,11.842448979591842,29821.0,True,0.0
2016-12-22T14:20:54.020655,510000000,-20,13,13.0548286438,-29.77919999999998,12.932800000000002,29821.0,True,0.0
2016-12-22T14:21:03.395191,510000000,-20,14,14.088958740199999,-29.965306122449,13.940408163265312,29821.0,True,0.0
2016-12-22T14:21:12.749726,510000000,-20,15,15.053920745900001,-29.996400000000005,15.094,29821.0,True,0.0
2016-12-22T14:21:22.049258,510000000,-20,16,16.180915832500006,-30.032799999999995,15.701999999999998,29821.0,True,0.0
2016-12-22T14:21:31.330789,510000000,-20,17,17.1771774292,-30.007599999999993,16.747999999999994,29821.0,True,0.0
2016-12-22T14:21:40.625321,510000000,-20,18,18.1750564575,-30.074399999999983,17.511200000000002,29821.0,True,0.0
2016-12-22T14:21:49.931853,510000000,-20,19,19.122688293499998,-30.053999999999974,18.594399999999997,29816.44,True,0.0
2016-12-22T14:21:59.245386,510000000,-20,20,20.151615142799997,-30.027599999999993,19.883599999999994,29816.44,True,0.0
2016-12-22T14:22:08.668925,530000000,-20,8,8.0974960327,-29.350816326530598,7.937551020408166,35953.0,True,0.0
2016-12-22T14:22:17.795447,530000000,-20,9,9.065608978200004,-29.509795918367338,8.931428571428574,35953.0,True,0.0
2016-12-22T14:22:26.938969,530000000,-20,10,10.0633583069,-29.56839999999997,9.909599999999994,35953.0,True,0.0
2016-12-22T14:22:36.122495,530000000,-20,11,11.117633819600002,-29.636800000000026,10.944800000000004,35953.0,True,0.0
2016-12-22T14:22:45.285019,530000000,-20,12,12.111042022699998,-29.684489795918378,11.91775510204081,35948.30612244898,True,0.0
2016-12-22T14:22:54.656555,530000000,-20,13,13.1323699951,-29.70200000000002,12.823599999999999,35953.0,True,0.0
2016-12-22T14:23:03.974088,530000000,-20,14,14.121757507300003,-29.89795918367349,13.70040816326531,35948.30612244898,True,0.0
2016-12-22T14:23:13.254619,530000000,-20,15,15.108528137199997,-29.904400000000024,14.560800000000011,35801.0,True,0.0
2016-12-22T14:23:22.541150,530000000,-20,16,16.1771087646,-29.913200000000014,15.941600000000001,35801.0,True,0.0
2016-12-22T14:23:31.874684,530000000,-20,17,17.2166824341,-29.931428571428587,16.88224489795918,35953.0,True,0.0
2016-12-22T14:23:41.262221,530000000,-20,18,18.176696777400004,-29.9592,17.6008,35796.4,True,0.0
2016-12-22T14:23:50.589754,530000000,-20,19,19.2162628174,-29.95326530612246,18.57367346938775,35953.0,True,0.0
2016-12-22T14:23:59.944289,530000000,-20,20,20.172256469700002,-29.997600000000002,19.300000000000004,35948.4,True,0.0
2016-12-22T14:24:09.373828,550000000,-20,8,8.089492797799998,-29.6265306122449,8.013061224489796,42976.0,True,0.0
2016-12-22T14:24:18.475349,550000000,-20,9,9.084590911900001,-29.69224489795921,8.92816326530612,42976.0,True,0.0
2016-12-22T14:24:27.555868,550000000,-20,10,10.092071533199999,-29.830399999999983,9.870000000000001,42966.88,True,0.0
2016-12-22T14:24:36.708392,550000000,-20,11,11.0692214966,-29.87183673469388,10.957346938775506,42971.34693877551,True,0.0
2016-12-22T14:24:45.842914,550000000,-20,12,12.077640533500002,-30.073599999999978,11.928000000000006,42971.44,True,0.0
2016-12-22T14:24:55.208450,550000000,-20,13,13.107715606600003,-30.084399999999977,12.798000000000004,42971.44,True,0.0
2016-12-22T14:25:04.507982,550000000,-20,14,14.099060058599996,-30.16448979591839,13.863265306122441,42976.0,True,0.0
2016-12-22T14:25:13.765511,550000000,-20,15,15.0880775452,-30.125200000000003,14.903999999999996,42976.0,True,0.0
2016-12-22T14:25:23.084044,550000000,-20,16,16.129013061500004,-30.12959183673472,16.04102040816327,42971.34693877551,True,0.0
2016-12-22T14:25:32.448580,550000000,-20,17,17.161884307899996,-30.154000000000014,16.849199999999993,42971.44,True,0.0
2016-12-22T14:25:41.782114,550000000,-20,18,18.1737136841,-30.20061224489797,17.6169387755102,42971.34693877551,True,0.0
2016-12-22T14:25:51.098647,550000000,-20,19,19.218288421700002,-30.244897959183678,18.448775510204083,42976.0,True,0.0
2016-12-22T14:26:00.400179,550000000,-20,20,20.193927764900003,-30.15142857142858,19.498775510204077,42971.34693877551,True,0.0
2016-12-22T14:26:09.763714,570000000,-20,8,8.0631256104,-29.541428571428558,7.943265306122452,48803.0,True,0.0
2016-12-22T14:26:18.885236,570000000,-20,9,9.073097228999998,-29.630408163265333,8.90020408163265,48798.34693877551,True,0.0
2016-12-22T14:26:28.051760,570000000,-20,10,10.088924407900002,-29.685200000000027,9.8644,48798.44,True,0.0
2016-12-22T14:26:37.240286,570000000,-20,11,11.106601714999996,-29.763999999999992,10.816000000000004,48803.0,True,0.0
2016-12-22T14:26:46.484815,570000000,-20,12,12.112648010300006,-29.938979591836762,11.988163265306126,48803.0,True,0.0
2016-12-22T14:26:55.754345,570000000,-20,13,13.1262817382,-30.017599999999984,12.910800000000002,48798.44,True,0.0
2016-12-22T14:27:05.020875,570000000,-20,14,14.1214675903,-30.0277551020408,14.075510204081631,48798.34693877551,True,0.0
2016-12-22T14:27:14.587422,570000000,-20,15,15.118202209400003,-30.043469387755085,14.717142857142855,48803.0,True,0.0
2016-12-22T14:27:23.857952,570000000,-20,16,16.168399810800004,-30.06039999999998,15.8892,48798.44,True,0.0
2016-12-22T14:27:33.356496,570000000,-20,17,17.209442138599996,-30.089999999999996,16.763999999999996,48798.44,True,0.0
2016-12-22T14:27:42.674029,570000000,-20,18,18.1825027466,-30.103599999999975,18.237999999999996,48798.44,True,0.0
2016-12-22T14:27:51.958560,570000000,-20,19,19.167446136400002,-30.094399999999997,19.0888,48798.44,True,0.0
2016-12-22T14:28:01.273092,570000000,-20,20,20.1750602723,-30.084799999999987,19.677600000000005,48803.0,True,0.0
2016-12-22T14:28:10.624627,590000000,-20,8,8.082328796399999,-29.75714285714285,8.0330612244898,46411.0,True,0.0
2016-12-22T14:28:19.750149,590000000,-20,9,9.075550079400003,-29.88240000000001,8.860000000000001,46411.0,True,0.0
2016-12-22T14:28:28.955676,590000000,-20,10,10.076148986800007,-29.954800000000024,9.906,46406.44,True,0.0
2016-12-22T14:28:38.123200,590000000,-20,11,11.136478424099998,-29.988163265306127,10.941428571428572,46561.65306122449,True,0.0
2016-12-22T14:28:47.425732,590000000,-20,12,12.151153564500007,-30.202040816326548,12.051428571428573,46406.34693877551,True,0.0
2016-12-22T14:28:56.623258,590000000,-20,13,13.149475097699998,-30.221224489795937,12.919183673469387,46411.0,True,0.0
2016-12-22T14:29:06.008795,590000000,-20,14,14.0988235473,-30.23938775510205,14.035306122448986,46411.0,True,0.0
2016-12-22T14:29:15.329328,590000000,-20,15,15.1241836548,-30.292244897959165,14.854285714285707,46559.30612244898,True,0.0
2016-12-22T14:29:24.626860,590000000,-20,16,16.2249641418,-30.27040816326529,15.285918367346943,46564.0,True,0.0
2016-12-22T14:29:33.969394,590000000,-20,17,17.2266502381,-30.2716,16.82919999999999,46559.4,True,0.0
2016-12-22T14:29:43.282927,590000000,-20,18,18.2028656006,-30.317599999999985,17.878,46564.0,True,0.0
2016-12-22T14:29:52.581459,590000000,-20,19,19.1673202515,-30.341999999999974,18.93240000000001,46564.0,True,0.0
2016-12-22T14:30:01.865990,590000000,-20,20,20.159099578799996,-30.32319999999998,19.629599999999996,46564.0,True,0.0
2016-12-22T14:30:11.297529,610000000,-20,8,8.081817626899998,-29.86591836734691,7.992653061224488,53739.0,True,0.0
2016-12-22T14:30:20.454053,610000000,-20,9,9.072559356700005,-29.93040000000003,8.874799999999999,53739.0,True,0.0
2016-12-22T14:30:29.629578,610000000,-20,10,10.1081848145,-30.03979591836732,9.940000000000003,53734.34693877551,True,0.0
2016-12-22T14:30:38.785101,610000000,-20,11,11.108360290599997,-30.06799999999998,10.961999999999996,53739.0,True,0.0
2016-12-22T14:30:48.100634,610000000,-20,12,12.096626281699997,-30.31714285714285,11.968979591836742,53734.34693877551,True,0.0
2016-12-22T14:30:57.231157,610000000,-20,13,13.120746612599994,-30.324285714285708,12.888163265306131,53734.34693877551,True,0.0
2016-12-22T14:31:06.557690,610000000,-20,14,14.125385284400004,-30.37760000000003,14.015599999999996,53734.44,True,0.0
2016-12-22T14:31:15.917225,610000000,-20,15,15.076400756799998,-30.399795918367367,14.984081632653062,53739.0,True,0.0
2016-12-22T14:31:25.259760,610000000,-20,16,16.1932716369,-30.42440000000004,15.991599999999991,53734.44,True,0.0
2016-12-22T14:31:34.576293,610000000,-20,17,17.181045532300004,-30.426000000000016,16.906799999999997,53739.0,True,0.0
2016-12-22T14:31:43.917827,610000000,-20,18,18.217178344799997,-30.4457142857143,17.770612244897965,53734.34693877551,True,0.0
2016-12-22T14:31:53.235360,610000000,-20,19,19.176490783700004,-30.46693877551022,19.095714285714287,53739.0,True,0.0
2016-12-22T14:32:02.612896,610000000,-20,20,20.197509765600003,-30.455510204081644,19.70591836734693,53734.34693877551,True,0.0
2016-12-22T14:32:12.007433,630000000,-20,8,8.076484680099995,-30.05367346938772,7.921632653061223,40732.30612244898,True,0.0
2016-12-22T14:32:21.124955,630000000,-20,9,9.1040725708,-30.175102040816334,9.001632653061224,40584.0,True,0.0
2016-12-22T14:32:30.406486,630000000,-20,10,10.0369682312,-30.221020408163277,9.94795918367347,40737.0,True,0.0
2016-12-22T14:32:39.573010,630000000,-20,11,11.1053733826,-30.469600000000014,10.916800000000002,40579.44,True,0.0
2016-12-22T14:32:48.725534,630000000,-20,12,12.075134277399997,-30.504081632653058,11.97265306122449,40574.69387755102,True,0.0
2016-12-22T14:32:58.206076,630000000,-20,13,13.087501525900002,-30.556530612244877,13.020612244897963,40732.30612244898,True,0.0
2016-12-22T14:33:07.524609,630000000,-20,14,14.1055335999,-30.608163265306132,13.995306122448984,40584.0,True,0.0
2016-12-22T14:33:16.842142,630000000,-20,15,15.1182327271,-30.62265306122449,14.745918367346938,40732.30612244898,True,0.0
2016-12-22T14:33:26.164675,630000000,-20,16,16.186374664300004,-30.656800000000022,15.819600000000005,40737.0,True,0.0
2016-12-22T14:33:35.542211,630000000,-20,17,17.228988647500003,-30.621836734693858,16.993673469387755,40732.30612244898,True,0.0
2016-12-22T14:33:44.842743,630000000,-20,18,18.234691619899998,-30.681836734693892,17.707959183673463,40584.0,True,0.0
2016-12-22T14:33:54.144275,630000000,-20,19,19.1844787598,-30.856326530612225,19.34591836734694,40584.0,True,0.0
2016-12-22T14:34:03.497810,630000000,-20,20,20.197254180900003,-30.82999999999998,19.818799999999996,40579.44,True,0.0
2016-12-22T14:34:12.928350,650000000,-20,8,8.036041259800001,-30.45591836734696,8.086938775510207,47907.34693877551,True,0.0
2016-12-22T14:34:22.074873,650000000,-20,9,9.032909393300002,-30.541599999999974,8.883600000000003,47907.44,True,0.0
2016-12-22T14:34:31.216396,650000000,-20,10,10.079559326199998,-30.803061224489785,10.081428571428571,47907.34693877551,True,0.0
2016-12-22T14:34:40.518928,650000000,-20,11,11.083950042700003,-30.883265306122475,10.983877551020411,47912.0,True,0.0
2016-12-22T14:34:49.716454,650000000,-20,12,12.1012840271,-30.94122448979593,11.91448979591837,47912.0,True,0.0
2016-12-22T14:34:58.985984,650000000,-20,13,13.060550689699994,-30.958800000000025,12.953199999999999,47912.0,True,0.0
2016-12-22T14:35:08.546531,650000000,-20,14,14.063549041800002,-30.973469387755113,13.858571428571425,47907.34693877551,True,0.0
2016-12-22T14:35:17.876065,650000000,-20,15,15.055763244599994,-31.02639999999998,14.93160000000001,47912.0,True,0.0
2016-12-22T14:35:27.234600,650000000,-20,16,16.2130279541,-31.067346938775486,16.417346938775506,47907.34693877551,True,0.0
2016-12-22T14:35:36.518131,650000000,-20,17,17.213386535699996,-31.24285714285714,17.05959183673469,47912.0,True,0.0
2016-12-22T14:35:45.822663,650000000,-20,18,18.1942291259,-31.276326530612238,17.633877551020408,47912.0,True,0.0
2016-12-22T14:35:55.093193,650000000,-20,19,19.1944770813,-31.269599999999997,19.521999999999995,47907.44,True,0.0
2016-12-22T14:36:04.406726,650000000,-20,20,20.1822929382,-31.283599999999982,19.404,47907.44,True,0.0
2016-12-22T14:36:13.853266,670000000,-20,8,8.047748565699997,-30.734693877551035,8.026122448979594,44319.34693877551,True,0.0
2016-12-22T14:36:23.012790,670000000,-20,9,9.0578308105,-30.922000000000015,8.931199999999997,44319.44,True,0.0
2016-12-22T14:36:32.158313,670000000,-20,10,10.021461486900002,-31.139795918367376,10.035510204081634,44319.34693877551,True,0.0
2016-12-22T14:36:41.338838,670000000,-20,11,11.084274291999996,-31.20673469387757,10.95673469387755,44324.0,True,0.0
2016-12-22T14:36:50.523364,670000000,-20,12,12.092369079599997,-31.284489795918347,12.058775510204079,44319.34693877551,True,0.0
2016-12-22T14:36:59.890899,670000000,-20,13,13.096755981500003,-31.30279999999997,13.019199999999996,44324.0,True,0.0
2016-12-22T14:37:09.223433,670000000,-20,14,14.075626373300004,-31.36122448979591,13.805714285714288,44324.0,True,0.0
2016-12-22T14:37:18.577968,670000000,-20,15,15.087303161599998,-31.35279999999997,14.821599999999991,44319.44,True,0.0
2016-12-22T14:37:27.899501,670000000,-20,16,16.160682678199997,-31.53239999999999,15.759200000000007,44324.0,True,0.0
2016-12-22T14:37:37.228035,670000000,-20,17,17.1830444335,-31.60204081632651,16.736938775510204,44319.34693877551,True,0.0
