timestamp,Frequency (Hz),SFU Power (dBm),SFU SNR (dB),FSW_SNR(dB),AIM Power,AIM SNR,AIM Offset,AIM Demod Lock,AIM Demod Acq Time
2016-12-22T14:00:09.844492,310000000,-20,8,8.113315582299997,-28.075599999999977,7.972799999999995,29821.0,True,0.0
2016-12-22T14:00:18.996015,310000000,-20,9,9.085578918400003,-28.131428571428568,8.926938775510198,29973.0,True,0.0
2016-12-22T14:00:28.270546,310000000,-20,10,10.104717254699999,-28.202000000000027,9.925600000000001,29821.0,True,0.0
2016-12-22T14:00:37.439070,310000000,-20,11,11.149955749500002,-28.28679999999998,10.923599999999999,29816.44,True,0.0
2016-12-22T14:00:46.955615,310000000,-20,12,12.126903534,-28.450800000000037,11.835200000000007,29816.44,True,0.0
2016-12-22T14:00:56.117139,310000000,-20,13,13.139720916800002,-28.519999999999985,13.022448979591841,29816.34693877551,True,0.0
2016-12-22T14:01:05.347667,310000000,-20,14,14.161216735799997,-28.519183673469374,13.832040816326527,29816.34693877551,True,0.0
2016-12-22T14:01:14.557193,310000000,-20,15,15.107936859099993,-28.551199999999973,14.738799999999992,29816.44,True,0.0
2016-12-22T14:01:23.674715,310000000,-20,16,16.1994056702,-28.541999999999984,16.031600000000005,29821.0,True,0.0
2016-12-22T14:01:32.806237,310000000,-20,17,17.214557647700005,-28.57306122448978,16.741428571428564,29816.34693877551,True,0.0
2016-12-22T14:01:42.018764,310000000,-20,18,18.188533782899995,-28.558163265306117,17.93081632653061,29816.34693877551,True,0.0
2016-12-22T14:01:51.208290,310000000,-20,19,19.160194396999998,-28.623061224489792,19.453469387755106,29816.34693877551,True,0.0
2016-12-22T14:02:00.375814,310000000,-20,20,20.2035865784,-28.623199999999997,19.401999999999997,29816.44,True,0.0
2016-12-22T14:02:09.749350,330000000,-20,8,8.1514587403,-28.245600000000003,7.982800000000002,17710.0,True,0.0
2016-12-22T14:02:18.856871,330000000,-20,9,9.137126922599997,-28.30879999999997,9.0064,17710.0,True,0.0
2016-12-22T14:02:27.991394,330000000,-20,10,10.140655517600003,-28.41163265306124,9.931020408163262,17705.30612244898,True,0.0
2016-12-22T14:02:37.147917,330000000,-20,11,11.147098541299997,-28.418000000000003,10.935599999999999,17710.0,True,0.0
