timestamp,Frequency (Hz),SFU SNR (dB),FSW POWER(dBm),FSW SNR (dB),FSW OFFSET (Hz),CNR (dB)
2016-12-21T16:08:27.005041,270000000,8,-37.3612480164,9.27946186066,-20394.2050781,0.9148941039999983
2016-12-21T16:08:42.882949,270000000,9,-45.8942604065,4.76884317398,74370.15625,0.8937683106000094
