Frequency (Hz),Insertion Loss (dB)
1206265525,-17.7141329731964
1209390487.5,-17.6742936069099
1212515450,-17.6468336911817
1215640412.5,-17.6676279276371
1218765375,-17.735959775055
1221890337.5,-17.6767033689759
1225015300,-17.6613932108287
1228140262.5,-17.7194404792625
1231265225,-17.7433120167214
1234390187.5,-17.7240009113622
1237515150,-17.734072697638
1240640112.5,-17.7656301752554
1243765075,-17.7730072013335
1246890037.5,-17.787914373883
1250015000,-17.7106575566575
1253139962.5,-17.806315504722
1256264925,-17.722790971006
1259389887.5,-17.7452592499404
1262514850,-17.6895518702527
1265639812.5,-17.7159894351877
1268764775,-17.7367100293364
1271889737.5,-17.7275479327463
1275014700,-17.694949667007
1278139662.5,-17.794115642756
1281264625,-17.8359293257676
1284389587.5,-17.7778709675094
1287514550,-17.8727682511575
1290639512.5,-17.8391972277501
1293764475,-17.7688776030378
1296889437.5,-17.8498049356655
1300014400,-17.7243931791034
1303139362.5,-17.7907093465721
1306264325,-17.7911180023673
1309389287.5,-17.8081775507892
1312514250,-17.8523006358001
1315639212.5,-17.7888038373196
1318764175,-17.8379772648751
1321889137.5,-17.7971858616699
1325014100,-17.7749744441215
1328139062.5,-17.8095662024285
1331264025,-17.8266372001225
1334388987.5,-17.8468209218985
1337513950,-17.8129878028527
1340638912.5,-17.8355916031755
1343763875,-17.8348242653604
1346888837.5,-17.849663335
1350013800,-17.8683237713983
1353138762.5,-17.9401788349299
1356263725,-17.8230111710333
1359388687.5,-17.8425687615937
1362513650,-17.78340732461
1365638612.5,-17.8319555146777
1368763575,-17.7829094218584
1371888537.5,-17.8157744424139
1375013500,-17.9350985668979
1378138462.5,-17.8547355072392
1381263425,-17.9154323890421
1384388387.5,-17.9470236635738
1387513350,-17.878328448579
1390638312.5,-17.909870550059
1393763275,-17.8855109286758
1396888237.5,-17.9049153067375
1400013200,-17.8700273741299
1403138162.5,-17.8529247248691
1406263125,-17.9117741672683
1409388087.5,-17.9134655296326
1412513050,-17.9158802288242
1415638012.5,-17.9022069114995
1418762975,-18.0106009071487
1421887937.5,-17.9085302733138
1425012900,-17.9272608506478
1428137862.5,-17.9364634030783
1431262825,-17.9303791709164
1434387787.5,-17.9072332775321
1437512750,-17.9617849559377
1440637712.5,-17.9561710306819
1443762675,-17.941845717199
1446887637.5,-18.0448838871868
1450012600,-17.9803405929656
1453137562.5,-18.0543444932586
1456262525,-18.0112358744728
1459387487.5,-18.0483694269896
1462512450,-17.910191481613
1465637412.5,-18.006885686729
1468762375,-17.9545654966359
1471887337.5,-17.9696499769254
1475012300,-17.9631163125201
1478137262.5,-17.9642722897406
1481262225,-18.0262180484757
1484387187.5,-18.0063888593505
1487512150,-18.0085783620693
1490637112.5,-18.0443856079639
1493762075,-18.0424731659459
1496887037.5,-17.9565598308716
1500012000,-17.9665782932242
1503136962.5,-18.0208729370477
1506261925,-18.1288182008137
1509386887.5,-18.0554080853758
1512511850,-18.0644687592159
1515636812.5,-18.0174748029365
1518761775,-17.9879234859475
1521886737.5,-18.0637181475258
1525011700,-17.9657680356964
1528136662.5,-17.9914975105274
1531261625,-18.0431827905786
1534386587.5,-18.0731519466387
1537511550,-18.0176200385401
1540636512.5,-18.1113358710567
1543761475,-18.0623507236935
1546886437.5,-18.0023812385648
1550011400,-18.112321547786
1553136362.5,-18.007460296726
1556261325,-18.1022106332315
1559386287.5,-18.0222063292916
1562511250,-18.0979677031332
1565636212.5,-18.0642980011578
1568761175,-18.0902484056101
1571886137.5,-18.1112443435703
1575011100,-18.1024650550437
1578136062.5,-18.1276634564582
1581261025,-18.0937268778476
1584385987.5,-18.0529618173532
1587510950,-18.0817006329841
1590635912.5,-18.0209735880598
1593760875,-18.0602895350914
1596885837.5,-18.063493991809
1600010800,-18.1065813552186
1603135762.5,-18.1372012070791
1606260725,-18.0816720229678
1609385687.5,-18.1322275310296
1612510650,-18.1788282970058
1615635612.5,-18.1894005491486
1618760575,-18.1147259776291
1621885537.5,-18.1619204381828
1625010500,-18.1709157853642
1628135462.5,-18.1912232305925
1631260425,-18.1582048053084
1634385387.5,-18.1373155118978
1637510350,-18.1724344829562
1640635312.5,-18.2161824314118
1643760275,-18.1306576195721
1646885237.5,-18.1564293647033
1650010200,-18.1606712574251
1653135162.5,-18.159401175547
1656260125,-18.2109530939336
1659385087.5,-18.1116915283248
1662510050,-18.1175361161943
1665635012.5,-18.1584761006253
1668759975,-18.1800984432962
1671884937.5,-18.1703160630272
1675009900,-18.2150748136473
1678134862.5,-18.2417745574481
1681259825,-18.2117713075364
1684384787.5,-18.2638603813256
1687509750,-18.2439405535746
1690634712.5,-18.2613585386826
1693759675,-18.2036816048815
1696884637.5,-18.1701238937647
1700009600,-18.1448820144027
1703134562.5,-18.1747136405554
1706259525,-18.1991297274999
1709384487.5,-18.2265025206624
1712509450,-18.1872682794787
1715634412.5,-18.1973327019967
1718759375,-18.2260279984571
1721884337.5,-18.2310222781221
1725009300,-18.223315324111
1728134262.5,-18.1710140162052
1731259225,-18.1881049352348
1734384187.5,-18.2675825987555
1737509150,-18.2890890239268
1740634112.5,-18.3055085961221
1743759075,-18.2299212726032
1746884037.5,-18.3410551847245
1750009000,-18.2796086440767
1753133962.5,-18.3194753423748
1756258925,-18.2650353521179
1759383887.5,-18.2843498842579
1762508850,-18.2784886201028
1765633812.5,-18.2359901650937
1768758775,-18.3003139070134
1771883737.5,-18.2780165202696
1775008700,-18.298579199967
1778133662.5,-18.3089004524307
1781258625,-18.296001496969
1784383587.5,-18.362131327036
1787508550,-18.3637870936271
1790633512.5,-18.3708636759955
1793758475,-18.319374863305
1796883437.5,-18.4137581713427
1800008400,-18.3731104611797
1803133362.5,-18.3356228301835
1806258325,-18.3803417994046
1809383287.5,-18.3238195508935
1812508250,-18.381814026886
1815633212.5,-18.3177311558909
1818758175,-18.3067068029843
1821883137.5,-18.3231361014127
1825008100,-18.2942156130376
1828133062.5,-18.3447498811432
1831258025,-18.3263406941969
1834382987.5,-18.3447714366216
1837507950,-18.4532793364776
1840632912.5,-18.3632269070094
1843757875,-18.3792339930599
1846882837.5,-18.4164410047048
1850007800,-18.4236173903926
1853132762.5,-18.3934129717794
1856257725,-18.4304743411194
1859382687.5,-18.4688088847094
1862507650,-18.4533749267277
1865632612.5,-18.4263597876264
1868757575,-18.4554782335054
1871882537.5,-18.4621318196491
1875007500,-18.369996796032
1878132462.5,-18.4371828324262
1881257425,-18.3879846451868
1884382387.5,-18.3805331461722
1887507350,-18.4024286534717
1890632312.5,-18.4370434094268
1893757275,-18.4159306781454
1896882237.5,-18.4446582341312
1900007200,-18.4948530268099
1903132162.5,-18.4877324259877
1906257125,-18.3946050719803
1909382087.5,-18.5027532248642
1912507050,-18.4590191699868
1915632012.5,-18.4990347312604
1918756975,-18.4768314254582
1921881937.5,-18.4704836208147
1925006900,-18.5210201423925
1928131862.5,-18.5254215635136
1931256825,-18.5040877107922
1934381787.5,-18.5106435808635
1937506750,-18.4567025609901
1940631712.5,-18.545999204819
1943756675,-18.484676266124
1946881637.5,-18.6006598958913
1950006600,-18.5087348773999
1953131562.5,-18.5108501289598
1956256525,-18.5183981633494
1959381487.5,-18.5781275495381
1962506450,-18.5879427261811
1965631412.5,-18.5214655159929
1968756375,-18.5091180961303
1971881337.5,-18.5216334410677
1975006300,-18.6482862509478
1978131262.5,-18.5468577672087
1981256225,-18.5626411885407
1984381187.5,-18.5084681511955
1987506150,-18.5678788355515
1990631112.5,-18.5764211675615
1993756075,-18.5729795050785
1996881037.5,-18.5790376799129
2000006000,-18.5828073736365
2003130962.5,-18.6097570153984
2006255925,-18.672717732614
2009380887.5,-18.6029895070716
2012505850,-18.6352052382324
2015630812.5,-18.5950571261307
2018755775,-18.6534355044299
2021880737.5,-18.6445217927855
2025005700,-18.6120547793469
2028130662.5,-18.6798642616036
2031255625,-18.6435971903812
2034380587.5,-18.7565680879073
2037505550,-18.6270013242084
2040630512.5,-18.6276891075686
2043755475,-18.6769370765557
2046880437.5,-18.6107271631757
2050005400,-18.6115792340966
2053130362.5,-18.6234392383043
2056255325,-18.5654305684261
2059380287.5,-18.6643961751963
2062505250,-18.6464152766999
2065630212.5,-18.6713781779751
2068755175,-18.7154718579965
2071880137.5,-18.763434259827
2075005100,-18.7114748090099
2078130062.5,-18.7756803815231
2081255025,-18.7888889922614
2084379987.5,-18.75916481201
2087504950,-18.7313720832346
2090629912.5,-18.7009353162398
2093754875,-18.7121358558413
2096879837.5,-18.6661725207629
2100004800,-18.7792822617233
2103129762.5,-18.7419541541027
2106254725,-18.8005188061097
2109379687.5,-18.6600523398942
2112504650,-18.7395671038365
2115629612.5,-18.767157668502
2118754575,-18.7673522363191
2121879537.5,-18.7257286852204
2125004500,-18.7770708495921
2128129462.5,-18.7873101083233
2131254425,-18.8123743441715
2134379387.5,-18.9532550078056
2137504350,-18.8948049898453
2140629312.5,-18.8466991031599
2143754275,-18.7836402785675
2146879237.5,-18.8675974804809
2150004200,-18.8132604770688
2153129162.5,-18.7791703393156
2156254125,-18.7537791320169
2159379087.5,-18.8290936430479
2162504050,-18.7454007898852
2165629012.5,-18.7847799286559
2168753975,-18.8443291217243
2171878937.5,-18.8890319194981
2175003900,-18.8170336797375
2178128862.5,-18.846776129593
2181253825,-18.8951387783311
2184378787.5,-18.8454284006014
2187503750,-18.9576163159221
2190628712.5,-18.9736232065956
2193753675,-18.9787749209084
2196878637.5,-18.9688487650235
2200003600,-18.9331170882097
2203128562.5,-18.9434581911894
2206253525,-19.082421613944
2209378487.5,-18.9136667852062
2212503450,-18.9894714158499
2215628412.5,-18.9194179735679
2218753375,-18.8801729955189
2221878337.5,-18.9593285142228
2225003300,-18.8972185334029
2228128262.5,-18.9633495708383
2231253225,-18.9905898243993
2234378187.5,-18.9955046964032
2237503150,-18.9714514075787
2240628112.5,-19.0665253829574
2243753075,-19.111878915912
2246878037.5,-19.0397345973205
2250003000,-19.032747844627
2253127962.5,-19.0429226391993
2256252925,-19.0511912002225
2259377887.5,-19.0558280900337
2262502850,-19.021748737343
2265627812.5,-19.0742133711047
2268752775,-19.0231266993645
2271877737.5,-19.0304132910515
2275002700,-18.9421372930811
2278127662.5,-19.0701931259212
2281252625,-19.0713685918838
2284377587.5,-19.0097291882204
2287502550,-19.0664506453279
2290627512.5,-19.1313280726482
2293752475,-19.038697743966
2296877437.5,-19.1792289246743
2300002400,-19.201187095789
2303127362.5,-19.1468693997786
2306252325,-19.2030282832906
2309377287.5,-19.1239678690297
2312502250,-19.2422323568786
2315627212.5,-19.1357794570847
2318752175,-19.1825082013652
2321877137.5,-19.1277335164105
2325002100,-19.1175646052954
2328127062.5,-19.0922863973614
2331252025,-19.1200650431599
2334376987.5,-19.0683983146955
2337501950,-19.1885200713616
2340626912.5,-19.2338081524089
2343751875,-19.221343218491
2346876837.5,-19.2994591909622
2350001800,-19.2641765424363
2353126762.5,-19.4258093336223
2356251725,-19.2811706399924
2359376687.5,-19.2890994885064
2362501650,-19.3103437215439
2365626612.5,-19.3156809959896
2368751575,-19.3141327433625
2371876537.5,-19.275878542572
2375001500,-19.2970894548066
2378126462.5,-19.3434307059196
2381251425,-19.2198515616184
2384376387.5,-19.3226593857288
2387501350,-19.2987534424627
2390626312.5,-19.2434687972402
2393751275,-19.3357551349159
2396876237.5,-19.3271794025341
2400001200,-19.164279822415
2403126162.5,-19.3664410194322
2406251125,-19.4224137745084
2409376087.5,-19.434455998617
2412501050,-19.5180213618978
2415626012.5,-19.5032969329018
2418750975,-19.4898057961373
2421875937.5,-19.4933659274313
2425000900,-19.4258138607676
2428125862.5,-19.525923110387
2431250825,-19.4545212861178
2434375787.5,-19.454972946139
2437500750,-19.4993929168924
2440625712.5,-19.3822246644126
2443750675,-19.4379734168899
2446875637.5,-19.4598605461505
2450000600,-19.4796428217963
2453125562.5,-19.544594063698
2456250525,-19.4588928736096
2459375487.5,-19.5358984123208
2462500450,-19.5188677087619
2465625412.5,-19.6485053615314
2468750375,-19.5883015838542
2471875337.5,-19.6656738382524
2475000300,-19.6277730323014
2478125262.5,-19.7300797684863
2481250225,-19.6820531258443
2484375187.5,-19.5826459742054
2487500150,-19.6270119021127
2490625112.5,-19.5995194091188
2493750075,-19.5859461402844
2496875037.5,-19.594631894106
2500000000,-19.6365974866278
