Frequency (Hz),Insertion Loss (dB)
656272125,-2.29932499783723
659397087.5,-2.32105049519877
662522050,-2.31655728615511
665647012.5,-2.32288411535812
668771975,-2.33727303415832
671896937.5,-2.33185474926542
675021900,-2.34369162108415
678146862.5,-2.35193314956657
681271825,-2.33988509636394
684396787.5,-2.35251789933713
687521750,-2.36809763922435
690646712.5,-2.3427735318737
693771675,-2.35097648185655
696896637.5,-2.36099147373334
700021600,-2.36481983941732
703146562.5,-2.35885410883995
706271525,-2.37343961944207
709396487.5,-2.36143150396179
712521450,-2.37363315243957
715646412.5,-2.3808009228742
718771375,-2.3909335948136
721896337.5,-2.40383306667956
725021300,-2.40919738538598
728146262.5,-2.40315056074065
731271225,-2.4096972224197
734396187.5,-2.42920502467156
737521150,-2.4249963114481
740646112.5,-2.41389615852033
743771075,-2.41815084592983
746896037.5,-2.41403411773654
750021000,-2.41454454059399
753145962.5,-2.41806712213229
756270925,-2.43030019235709
759395887.5,-2.43025516717961
762520850,-2.42250233278373
765645812.5,-2.43983869505122
768770775,-2.45749841921753
771895737.5,-2.46835938856647
775020700,-2.47263367907355
778145662.5,-2.46466549237068
781270625,-2.4721477918156
784395587.5,-2.48416858019395
787520550,-2.46976695043817
790645512.5,-2.47963878573706
793770475,-2.47460929376009
796895437.5,-2.47927183997212
800020400,-2.4856656797145
803145362.5,-2.48586489181344
806270325,-2.48465084139332
809395287.5,-2.48753745166795
812520250,-2.50835968742322
815645212.5,-2.48588895749264
818770175,-2.51226281045298
821895137.5,-2.50916559963808
825020100,-2.52383838734317
828145062.5,-2.52154558773677
831270025,-2.52959853597781
834394987.5,-2.54235308012683
837519950,-2.55199208981568
840644912.5,-2.54491566120859
843769875,-2.55280957235601
846894837.5,-2.54596690958068
850019800,-2.54822047946918
853144762.5,-2.55483428664142
856269725,-2.55137010235937
859394687.5,-2.5723442221331
862519650,-2.56108815701938
865644612.5,-2.56894477822912
868769575,-2.58308562063736
871894537.5,-2.56842190318593
875019500,-2.57154119576399
878144462.5,-2.5930888984249
881269425,-2.59535256068057
884394387.5,-2.57960852987518
887519350,-2.58988147971408
890644312.5,-2.60343789390411
893769275,-2.6199993151549
896894237.5,-2.61674250281203
900019200,-2.62984885633723
903144162.5,-2.6131300991164
906269125,-2.62905701977141
909394087.5,-2.61545378068491
912519050,-2.61766934668088
915644012.5,-2.62634886180874
918768975,-2.62286767660259
921893937.5,-2.6382497339861
925018900,-2.62616690695703
928143862.5,-2.62932989875938
931268825,-2.62443845484025
934393787.5,-2.64485967051867
937518750,-2.65073085232187
940643712.5,-2.67343941646334
943768675,-2.67727902468702
946893637.5,-2.67801775683999
950018600,-2.68536334394039
953143562.5,-2.69548728288132
956268525,-2.69207964909948
959393487.5,-2.70462581549957
962518450,-2.68218035876324
965643412.5,-2.6904936061776
968768375,-2.69572446873395
971893337.5,-2.69261923839107
975018300,-2.68627962643498
978143262.5,-2.69818194491858
981268225,-2.68944658623359
984393187.5,-2.70797412968156
987518150,-2.7166394241446
990643112.5,-2.72069202164853
993768075,-2.72613698447107
996893037.5,-2.74873689260721
1000018000,-2.74773965515746
1003142962.5,-2.75460180991166
1006267925,-2.7504768130099
1009392887.5,-2.74458398649822
1012517850,-2.76168020013678
1015642812.5,-2.76149143472414
1018767775,-2.72716542103628
1021892737.5,-2.74480031894996
1025017700,-2.75343917158356
1028142662.5,-2.75943454397722
1031267625,-2.76196332065125
1034392587.5,-2.74671121605688
1037517550,-2.75233624819958
1040642512.5,-2.75417763389797
1043767475,-2.7828948031395
1046892437.5,-2.78081714238882
1050017400,-2.78457397494079
1053142362.5,-2.78252956677942
1056267325,-2.80453803338465
1059392287.5,-2.81194712967448
1062517250,-2.82095998149692
1065642212.5,-2.83430716574653
1068767175,-2.83147519649684
1071892137.5,-2.83323276503109
1075017100,-2.83089046915941
1078142062.5,-2.82343634944504
1081267025,-2.8360778983056
1084391987.5,-2.82177430837015
1087516950,-2.82412767491783
1090641912.5,-2.8208152821794
1093766875,-2.8283515525334
1096891837.5,-2.83626324912403
1100016800,-2.8237922230851
1103141762.5,-2.85140091158914
1106266725,-2.84440877031396
1109391687.5,-2.85741950855751
1112516650,-2.8657599739605
1115641612.5,-2.86785467281586
1118766575,-2.89391345217527
1121891537.5,-2.89080627116243
1125016500,-2.89117487309938
1128141462.5,-2.89386296956098
1131266425,-2.89892570141184
1134391387.5,-2.8949372170207
1137516350,-2.87766311092748
1140641312.5,-2.88350318676036
1143766275,-2.91139618744995
1146891237.5,-2.90207694292302
1150016200,-2.89524266953349
1153141162.5,-2.90538764303996
1156266125,-2.92277529955639
1159391087.5,-2.93238091149634
1162516050,-2.9276739910101
1165641012.5,-2.93229114126368
1168765975,-2.96175865436199
1171890937.5,-2.94000097405782
1175015900,-2.95121477794926
1178140862.5,-2.94633163618948
1181265825,-2.95603636097987
1184390787.5,-2.9692302868467
1187515750,-2.97119132335658
1190640712.5,-2.95123097168705
1193765675,-2.96489154330664
1196890637.5,-2.95869865161672
1200015600,-2.95892205167932
1203140562.5,-2.9767055709486
1206265525,-2.96975929355918
1209390487.5,-2.97563877228198
1212515450,-2.98859716467258
1215640412.5,-3.00512666895518
1218765375,-2.99590120782814
1221890337.5,-3.00403384920826
1225015300,-2.99233117228425
1228140262.5,-3.00802737240927
1231265225,-3.01767495867962
1234390187.5,-3.01711578119173
1237515150,-3.029701070716
1240640112.5,-3.02867187737414
1243765075,-3.00239060115888
1246890037.5,-3.02788421200678
1250015000,-3.04229087648286
1253139962.5,-3.02658354777421
1256264925,-3.02968133023561
1259389887.5,-3.04478640786912
1262514850,-3.03810036080008
1265639812.5,-3.04070402024657
1268764775,-3.03940004227225
1271889737.5,-3.0507524399527
1275014700,-3.0529468303319
1278139662.5,-3.06863546457024
1281264625,-3.05496969494879
1284389587.5,-3.08087331990145
1287514550,-3.09495665084549
1290639512.5,-3.09069401366937
1293764475,-3.08220707734955
1296889437.5,-3.07391920766361
1300014400,-3.07429321401937
1303139362.5,-3.08502221917888
1306264325,-3.10090647949116
1309389287.5,-3.09054282712507
1312514250,-3.08849432193004
1315639212.5,-3.10423943043541
1318764175,-3.11274605762399
1321889137.5,-3.11431459366652
1325014100,-3.11905756557429
1328139062.5,-3.12394372524226
1331264025,-3.10093982178301
1334388987.5,-3.14546536277977
1337513950,-3.14658927084116
1340638912.5,-3.16469887214414
1343763875,-3.14515810017017
1346888837.5,-3.13987264085951
1350013800,-3.14688854158836
1353138762.5,-3.15133291179085
1356263725,-3.14277534020859
1359388687.5,-3.13244545401353
1362513650,-3.16349611166259
1365638612.5,-3.15938898903586
1368763575,-3.15178885934864
1371888537.5,-3.17564447598049
1375013500,-3.17763499269354
1378138462.5,-3.18727699504863
1381263425,-3.18781610238418
1384388387.5,-3.18757985375985
1387513350,-3.20226531833325
1390638312.5,-3.1964473640402
1393763275,-3.19990266489635
1396888237.5,-3.19608313376416
1400013200,-3.20450139188255
1403138162.5,-3.211404547989
1406263125,-3.20947456361357
1409388087.5,-3.21799842264849
1412513050,-3.22572286768241
1415638012.5,-3.22894055099192
1418762975,-3.21989517711101
1421887937.5,-3.22850257597351
1425012900,-3.22553298356176
1428137862.5,-3.23712735983728
1431262825,-3.22762048127337
1434387787.5,-3.22140903249012
1437512750,-3.25831994759009
1440637712.5,-3.24835367864254
1443762675,-3.26511856819269
1446887637.5,-3.27970706908236
1450012600,-3.28931547905518
1453137562.5,-3.27434060884539
1456262525,-3.27859792801564
1459387487.5,-3.29123725372179
1462512450,-3.28860786386075
1465637412.5,-3.29157067855667
1468762375,-3.28797626026745
1471887337.5,-3.29363112117721
1475012300,-3.2895930367827
1478137262.5,-3.31340696931779
1481262225,-3.29429777605675
1484387187.5,-3.29596335963416
1487512150,-3.29814293669806
1490637112.5,-3.30368758140004
1493762075,-3.31150017206994
1496887037.5,-3.34015606400037
1500012000,-3.31327236427924
1503136962.5,-3.33276283478358
1506261925,-3.34174426674797
1509386887.5,-3.34674586787132
1512511850,-3.33811337378222
1515636812.5,-3.35778318386131
1518761775,-3.36203224630831
1521886737.5,-3.35054466295267
1525011700,-3.3353256080012
1528136662.5,-3.34306293487673
1531261625,-3.35271744056907
1534386587.5,-3.35753076465523
1537511550,-3.35482969548108
1540636512.5,-3.37106317303767
1543761475,-3.37097861679542
1546886437.5,-3.36291676833555
1550011400,-3.38432453432407
1553136362.5,-3.39424559545967
1556261325,-3.40167911752247
1559386287.5,-3.40366118641784
1562511250,-3.41662295444463
1565636212.5,-3.41464576198025
1568761175,-3.41550930118397
1571886137.5,-3.40766396023895
1575011100,-3.41308573592513
1578136062.5,-3.41108902865145
1581261025,-3.41592570968901
1584385987.5,-3.40948852226494
1587510950,-3.4127771316515
1590635912.5,-3.42204575453299
1593760875,-3.42498629615562
1596885837.5,-3.43321191896749
1600010800,-3.43165990017244
1603135762.5,-3.43834642970578
1606260725,-3.45452480286249
1609385687.5,-3.46638311583018
1612510650,-3.44363642760785
1615635612.5,-3.47001113141229
1618760575,-3.4779168782477
1621885537.5,-3.4918288453123
1625010500,-3.48832760188379
1628135462.5,-3.48157075667059
1631260425,-3.4716511729006
1634385387.5,-3.48347142074544
1637510350,-3.47061527177073
1640635312.5,-3.47505062997452
1643760275,-3.46875997193241
1646885237.5,-3.48378255073136
1650010200,-3.50211046186002
1653135162.5,-3.49491429659443
1656260125,-3.50362206680859
1659385087.5,-3.50229258875357
1662510050,-3.51578015639527
1665635012.5,-3.52150971019708
1668759975,-3.51859723935204
1671884937.5,-3.53769244281422
1675009900,-3.52869607952526
1678134862.5,-3.55100505906135
1681259825,-3.55038967338558
1684384787.5,-3.55135941249291
1687509750,-3.55639951904039
1690634712.5,-3.55253235275038
1693759675,-3.55092286429529
1696884637.5,-3.56103407837777
1700009600,-3.55671981535941
1703134562.5,-3.5613996201019
1706259525,-3.55307546322512
1709384487.5,-3.54454696654529
1712509450,-3.56363924984891
1715634412.5,-3.57278023196951
1718759375,-3.56396195258861
1721884337.5,-3.57455015812293
1725009300,-3.59506966408479
1728134262.5,-3.593139144476
1731259225,-3.61071236688826
1734384187.5,-3.59534942344002
1737509150,-3.60569719725619
1740634112.5,-3.60236557850556
1743759075,-3.62940372068426
1746884037.5,-3.63329376587655
1750009000,-3.62713287443552
1753133962.5,-3.60499841334268
1756258925,-3.59592153135853
1759383887.5,-3.61600194432768
1762508850,-3.61144380646752
1765633812.5,-3.62365818892906
1768758775,-3.63764988991406
1771883737.5,-3.64501392314284
1775008700,-3.65837063508835
1778133662.5,-3.66004891313107
1781258625,-3.67344070462931
1784383587.5,-3.66876277981712
1787508550,-3.68428149800423
1790633512.5,-3.67982527722748
1793758475,-3.69539611599227
1796883437.5,-3.67466014163241
1800008400,-3.68118164025449
1803133362.5,-3.68549541405565
1806258325,-3.65658475590332
1809383287.5,-3.68138889372862
1812508250,-3.66484140959838
1815633212.5,-3.69169897334191
1818758175,-3.68809795531138
1821883137.5,-3.69251307182548
1825008100,-3.68923478068022
1828133062.5,-3.69687207324449
1831258025,-3.72017386050845
1834382987.5,-3.73155410766533
1837507950,-3.74570401472015
1840632912.5,-3.74392449488434
1843757875,-3.71369166059164
1846882837.5,-3.74269310819137
1850007800,-3.72231969749269
1853132762.5,-3.75435892280487
1856257725,-3.75533914647789
1859382687.5,-3.75670763957944
1862507650,-3.74679428783476
1865632612.5,-3.7422555521369
1868757575,-3.74593460968505
1871882537.5,-3.74833392806398
1875007500,-3.75034975401795
1878132462.5,-3.76346867929538
1881257425,-3.76854019994289
1884382387.5,-3.79041720815357
1887507350,-3.79571771599253
1890632312.5,-3.83218519883202
1893757275,-3.79169639693641
1896882237.5,-3.80336109769728
1900007200,-3.82030949470125
1903132162.5,-3.81161976150591
1906257125,-3.795649249545
1909382087.5,-3.8225600716621
1912507050,-3.80696709299252
1915632012.5,-3.80301904267006
1918756975,-3.81577830506247
1921881937.5,-3.7990237385183
1925006900,-3.8041189238738
1928131862.5,-3.81334525561711
1931256825,-3.79956057735293
1934381787.5,-3.81428348002579
1937506750,-3.84493676723013
1940631712.5,-3.85445985491437
1943756675,-3.85067707208512
1946881637.5,-3.86750427341784
1950006600,-3.8608905546388
1953131562.5,-3.87288583013911
1956256525,-3.8907017366416
1959381487.5,-3.87823814751471
1962506450,-3.89529549532653
1965631412.5,-3.86078336140778
1968756375,-3.86455194758756
1971881337.5,-3.87319842695641
1975006300,-3.86920180294215
1978131262.5,-3.87644211443549
1981256225,-3.8797204388175
1984381187.5,-3.8893991463005
1987506150,-3.89215776356738
1990631112.5,-3.89974193574437
1993756075,-3.90632933745333
1996881037.5,-3.90846982753868
2000006000,-3.93057957362865
2003130962.5,-3.92751358003639
2006255925,-3.94064572890618
2009380887.5,-3.94249507549414
2012505850,-3.95083924025857
2015630812.5,-3.93928147805267
2018755775,-3.94425434947449
2021880737.5,-3.94541527432871
2025005700,-3.95012088712876
2028130662.5,-3.93024479063788
2031255625,-3.93770454053391
2034380587.5,-3.93194238386043
2037505550,-3.93467406164549
2040630512.5,-3.93984662107326
2043755475,-3.94488287612795
2046880437.5,-3.94339124883959
2050005400,-3.95037572553113
2053130362.5,-3.9727870240709
2056255325,-3.9673262037915
2059380287.5,-3.98694078765357
2062505250,-3.99517450983152
2065630212.5,-4.00184836815871
2068755175,-3.9925196793882
2071880137.5,-4.00788575073266
2075005100,-4.02051497649102
2078130062.5,-4.00713264599673
2081255025,-4.01490495405289
2084379987.5,-4.01497737728554
2087504950,-4.01107220746389
2090629912.5,-4.01178191020667
2093754875,-4.0112652830998
2096879837.5,-4.01146644392354
2100004800,-4.02480226370971
2103129762.5,-4.02578793211803
2106254725,-4.01624368194819
2109379687.5,-4.03132190247309
2112504650,-4.03558437924246
2115629612.5,-4.06526980254611
2118754575,-4.07085112952651
2121879537.5,-4.07782610325876
2125004500,-4.08491974664921
2128129462.5,-4.0889793365978
2131254425,-4.08183446234409
2134379387.5,-4.10880696170801
2137504350,-4.09258417523533
2140629312.5,-4.08363861998489
2143754275,-4.08460700368351
2146879237.5,-4.10121756698366
2150004200,-4.0880061649309
2153129162.5,-4.08975376937839
2156254125,-4.10149453874357
2159379087.5,-4.11255337231914
2162504050,-4.10623671314073
2165629012.5,-4.12477987726351
2168753975,-4.09828282355694
2171878937.5,-4.12214682541907
2175003900,-4.12780479797247
2178128862.5,-4.13094393698255
2181253825,-4.12710143969803
2184378787.5,-4.12770788488675
2187503750,-4.13674878514747
2190628712.5,-4.14749405880393
2193753675,-4.13542201319014
2196878637.5,-4.14335774208219
2200003600,-4.14077353218652
2203128562.5,-4.1302261149662
2206253525,-4.14441504226865
2209378487.5,-4.13322364096164
2212503450,-4.14275088047256
2215628412.5,-4.14887715483305
2218753375,-4.13735107831809
2221878337.5,-4.1637009401343
2225003300,-4.16994451273392
2228128262.5,-4.17504142265635
2231253225,-4.19737122209739
2234378187.5,-4.2002405391046
2237503150,-4.21224318452556
2240628112.5,-4.22418186981723
2243753075,-4.23452521692614
2246878037.5,-4.22667534758987
2250003000,-4.20317207765988
2253127962.5,-4.21536843191368
2256252925,-4.22192195898242
2259377887.5,-4.20475055883951
2262502850,-4.22351645606303
2265627812.5,-4.21683594852643
2268752775,-4.21936300850063
2271877737.5,-4.22739114012694
2275002700,-4.24004737061113
2278127662.5,-4.25863585711426
2281252625,-4.25972370140115
2284377587.5,-4.26447527877588
2287502550,-4.28584573671486
2290627512.5,-4.28105893032052
2293752475,-4.28760360123321
2296877437.5,-4.30176430282503
2300002400,-4.29915470438662
2303127362.5,-4.28389001424976
2306252325,-4.28891627933435
2309377287.5,-4.27466061265737
2312502250,-4.27577219705309
2315627212.5,-4.28402157294214
2318752175,-4.27164550321057
2321877137.5,-4.27713896580556
2325002100,-4.30857180793695
2328127062.5,-4.30578699755568
2331252025,-4.30038963654818
2334376987.5,-4.31099309899947
2337501950,-4.3170683972434
2340626912.5,-4.33136650833119
2343751875,-4.34711827511127
2346876837.5,-4.36431662535892
2350001800,-4.37093421833247
2353126762.5,-4.36885251847374
2356251725,-4.36676020018105
2359376687.5,-4.3665791807744
2362501650,-4.34922950742193
2365626612.5,-4.36770897695375
2368751575,-4.36743988972609
2371876537.5,-4.34539307581358
2375001500,-4.36246370763214
2378126462.5,-4.34198779263675
2381251425,-4.34267557504033
2384376387.5,-4.36024751384643
2387501350,-4.36968012561452
2390626312.5,-4.3562320349477
2393751275,-4.36247279065695
2396876237.5,-4.39988665034514
2400001200,-4.38423379245377
2403126162.5,-4.39401156736439
2406251125,-4.41658648644284
2409376087.5,-4.42577959852822
2412501050,-4.41438532769963
2415626012.5,-4.41402530638138
2418750975,-4.40901382936353
2421875937.5,-4.42748319066193
2425000900,-4.40950998705874
2428125862.5,-4.40541480790447
2431250825,-4.40435759068343
2434375787.5,-4.41053557168653
2437500750,-4.40301887170337
2440625712.5,-4.420240224307
2443750675,-4.43035669406138
2446875637.5,-4.43258412768266
2450000600,-4.45748037917173
2453125562.5,-4.45458011066905
2456250525,-4.46061160095167
2459375487.5,-4.48412795295149
2462500450,-4.48233752244394
2465625412.5,-4.46954926918872
2468750375,-4.49140929862238
2471875337.5,-4.48007466183299
2475000300,-4.51107636958496
2478125262.5,-4.50171529985167
2481250225,-4.4895263311538
2484375187.5,-4.50053621327243
2487500150,-4.49201442871605
2490625112.5,-4.48450626297124
2493750075,-4.5031282418899
2496875037.5,-4.50710081937056
2500000000,-4.51395484610478
