! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Monday, 30 January 2017 16:28:55
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9918A
! SERIAL MY53103946
! FIRMWARE_VERSION A.08.04
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1639843652
! CORRECTION1 ON Q
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
30000,-22.1139759026883
1279985,-18.7246802569286
2529970,-18.7207180349787
3779955,-18.9530949224507
5029940,-19.3437785993
6279925,-19.6201430954743
7529910,-19.8487286291651
8779895,-19.983989473031
10029880,-20.1525281660892
11279865,-20.338651132206
12529850,-20.3451864477535
13779835,-20.5357105247603
15029820,-20.8335093225132
16279805,-21.0584129958085
17529790,-21.5594791161149
18779775,-22.1367576842918
20029760,-23.0273059371933
21279745,-23.8885771267576
22529730,-24.9444087191472
23779715,-25.9890172792574
25029700,-27.0869898841243
26279685,-27.9938737022304
27529670,-28.9527743349764
28779655,-29.3816761466396
30029640,-29.651545004967
31279625,-29.3084725765319
32529610,-28.8629471671319
33779595,-28.1492617507298
35029580,-27.1573683784985
36279565,-26.2583082957436
37529550,-25.3115567080619
38779535,-24.5288981541508
40029520,-23.7811268193774
41279505,-23.2000157104513
42529490,-22.9937605865053
43779475,-22.7276239906097
45029460,-22.5039146998735
46279445,-22.4550217807021
47529430,-22.4658389686254
48779415,-22.3538825580559
50029400,-22.2110544845286
51279385,-22.1672406502796
52529370,-21.9207467004915
53779355,-21.775663470071
55029340,-21.4229133708295
56279325,-21.388282278734
57529310,-21.1980631515696
58779295,-20.8623557929466
60029280,-20.6340126830116
61279265,-20.4455577118806
62529250,-20.283181169679
63779235,-19.9602012167407
65029220,-19.8067969750809
66279205,-19.8159159497156
67529190,-19.8030539922015
68779175,-19.7527165485022
70029160,-19.7808587858727
71279145,-19.9541887373861
72529130,-20.104588358724
73779115,-20.3894158508437
75029100,-20.750556082795
76279085,-21.1042331980971
77529070,-21.4296172067913
78779055,-21.8313524727098
80029040,-22.344942352695
81279025,-22.7770358760087
82529010,-23.294829088703
83778995,-23.6794504601395
85028980,-24.0225241077451
86278965,-24.4325877190775
87528950,-24.7199672980646
88778935,-24.9813208019721
90028920,-25.0369689737528
91278905,-25.1815116126665
92528890,-25.3529011883708
93778875,-25.335875575234
95028860,-25.2261056488423
96278845,-25.1168917410991
97528830,-25.0811472209136
98778815,-25.0299090244323
100028800,-24.9659225728909
101278785,-25.0120474167036
102528770,-25.1761711455514
103778755,-25.2297177976617
105028740,-25.4070963379624
106278725,-25.507148592277
107528710,-25.514521718519
108778695,-25.5063568274306
110028680,-25.2854597207241
111278665,-24.994396305096
112528650,-24.4150713365046
113778635,-23.9435039407871
115028620,-23.4957552865075
116278605,-22.9196848266511
117528590,-22.3578902145432
118778575,-22.0413476047603
120028560,-21.7010834236297
121278545,-21.4855491595663
122528530,-21.3631037164418
123778515,-21.3092556287529
125028500,-21.2560582305681
126278485,-21.26699596471
127528470,-21.2995433072663
128778455,-21.4012811616296
130028440,-21.4046253267999
131278425,-21.6293163401583
132528410,-21.5528185046122
133778395,-21.7063760903468
135028380,-21.9203568669744
136278365,-21.9885426539095
137528350,-22.0328336497811
138778335,-22.0928808724265
140028320,-22.1972710471629
141278305,-22.161756259059
142528290,-22.2728019866478
143778275,-22.2816705889132
145028260,-22.1833177681726
146278245,-22.2406059597029
147528230,-22.280624272421
148778215,-22.4753873970418
150028200,-22.5419056576809
151278185,-22.6533833846286
152528170,-22.9016475185558
153778155,-23.3933271813456
155028140,-23.721719444565
156278125,-24.0700950782624
157528110,-24.4265026761038
158778095,-24.5771834219389
160028080,-24.8613441992825
161278065,-24.9515375113665
162528050,-24.9685458124245
163778035,-24.9293228832625
165028020,-25.0087725523634
166278005,-24.7389676436792
167527990,-24.5044339426198
168777975,-24.337950110544
170027960,-24.1304451317375
171277945,-23.889040627569
172527930,-23.6231675841561
173777915,-23.5637707415967
175027900,-23.3410069063476
176277885,-23.3148404853421
177527870,-23.3439346199912
178777855,-23.5117647931635
180027840,-23.714349471342
181277825,-24.0334804382537
182527810,-24.0988450472645
183777795,-24.3217339575472
185027780,-24.3960768014996
186277765,-24.4835390672202
187527750,-24.4959860308189
188777735,-24.4955541246916
190027720,-24.4338129980616
191277705,-24.3348352579562
192527690,-24.1941874024924
193777675,-23.9210908780307
195027660,-23.5845658177083
196277645,-23.310488085624
197527630,-22.9268739313399
198777615,-22.7915317642866
200027600,-22.6018625098571
201277585,-22.2546249733954
202527570,-22.0717595766031
203777555,-22.0993855175703
205027540,-21.994768082536
206277525,-21.9963841722764
207527510,-22.0813613979489
208777495,-22.1531557369115
210027480,-22.1603929748672
211277465,-22.2269929796395
212527450,-22.339555789717
213777435,-22.4533606210313
215027420,-22.4776912732768
216277405,-22.535481986586
217527390,-22.5679792813057
218777375,-22.6160962157608
220027360,-22.682854883756
221277345,-22.6997625016316
222527330,-22.8074087451057
223777315,-22.782359422628
225027300,-22.7556602236692
226277285,-22.6999196204036
227527270,-22.8776995043988
228777255,-22.7908934400685
230027240,-22.9589284082817
231277225,-22.9144100106283
232527210,-23.2284562544014
233777195,-23.3961117414413
235027180,-23.6984379843662
236277165,-23.9268941466764
237527150,-24.3735339509112
238777135,-24.5632716940168
240027120,-24.7993317212479
241277105,-25.0777830288794
242527090,-25.1083426386388
