timestamp,Desired Frequency (Hz),BTC Power (dBm),AIM Power (dBm),AIM SNR (dB),AIM Demod Lock,AIM Demod Acq Time (sec),Bert Lock,Bert Total Bit Count,Bert Total Bit Error,Bit Error Rate
2017-02-02T13:20:47.513358,1030000000,-77.90000000000023,-86.92748056012961,6.5228166358648405,True,0.0,True,3453792272,0,nan
2017-02-02T13:31:40.894273,1050000000,-77.6,-86.9884117655427,6.7320939714700545,True,0.0,True,3454259056,0,nan
2017-02-02T13:42:10.705154,1070000000,-77.8,-87.42997258648683,6.550110823857425,True,0.0,True,3454403424,0,nan
2017-02-02T13:53:16.536086,1090000000,-77.5,-86.89586668373389,6.611583253236589,True,0.0,True,3454509488,0,nan
2017-02-02T14:03:15.466925,1110000000,-77.60000000000025,-87.35356108366005,6.500099449760631,True,0.0,True,3455204200,0,nan
2017-02-02T14:14:24.307861,1130000000,-77.5,-87.18379532012057,6.603262416651451,True,0.0,True,3455091968,0,nan
2017-02-02T14:26:05.538843,1150000000,-77.2,-86.460255103353,6.667670357097656,True,0.0,True,3456072712,0,nan
2017-02-02T14:36:04.019681,1170000000,-77.60000000000025,-87.3685767178061,6.512530831985056,True,0.25,True,3457671968,0,nan
2017-02-02T14:46:13.840535,1190000000,-77.50000000000026,-87.16670030875464,6.634057429588976,True,0.25,True,3457760488,0,nan
2017-02-02T14:57:18.961466,1210000000,-77.5,-86.90983274889562,6.618327397482267,True,0.0,True,3455211488,0,nan
2017-02-02T15:07:05.412287,1230000000,-77.70000000000024,-87.30668832044151,6.457454551243513,True,0.0,True,3454674584,0,nan
2017-02-02T15:17:39.023174,1250000000,-77.30000000000027,-86.74238116458243,6.635795905724851,True,0.25,True,3457490664,0,nan
