,timestamp,Desired Frequency (Hz),Measured Power (dB),adjusted value (dB),SLG output Power,SLG new Power
56,2017-02-10T15:31:17.627639,1484000000.0,-50.277751922600004,-1.5878613556000047,-32.6,-31.012138644399997
57,2017-02-10T15:31:19.146726,1535000000.0,-50.9905548096,-2.210189060600001,-25.6,-23.3898109394
58,2017-02-10T15:31:20.667813,1586000000.0,-50.5282974243,-1.5338016593000035,-26.5,-24.966198340699997
59,2017-02-10T15:31:22.188900,1637000000.0,-50.7601509094,-1.3413174083999948,-33.0,-31.658682591600005
60,2017-02-10T15:31:23.708987,1688000000.0,-51.5002365112,-1.809573762200003,-26.3,-24.490426237799998
61,2017-02-10T15:31:25.221073,1739000000.0,-52.0579910278,-2.117617260799996,-27.2,-25.082382739200003
62,2017-02-10T15:31:26.727160,1790000000.0,-52.3385620117,-2.185347544700001,-33.2,-31.014652455300002
63,2017-02-10T15:31:28.250247,1842000000.0,-51.9221916199,-1.6071033908999937,-26.3,-24.692896609100007
64,2017-02-10T15:31:29.762333,1893000000.0,-51.63492584229999,-1.252793655299996,-28.0,-26.747206344700004
65,2017-02-10T15:31:31.283420,1944000000.0,-51.359924316400004,-0.5898848064000006,-33.0,-32.4101151936
66,2017-02-10T15:31:32.789506,1995000000.0,-52.601364135699995,-1.8160869046999935,-31.5,-29.683913095300007
67,2017-02-10T15:31:34.315594,2046000000.0,-53.274124145500004,-2.6494675375000014,-26.9,-24.250532462499997
68,2017-02-10T15:31:35.832680,2097000000.0,-52.701484680200004,-1.4787584572000014,-35.5,-34.0212415428
