timestamp,Desired Frequency (Hz),FSW Power (dBm),FSW CNR (dB),AIM Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-02-13T17:39:43.680788,1025000000.0,-65.9297943115,8.99212169647,-60.70722520113314,8.56376570026628,-714118.4591836735,True,0.25
2017-02-13T17:40:02.901887,1076000000.0,-66.2454681396,8.86176109314,-61.29019303766546,8.57057641063442,-712485.3469387755,True,0.25
2017-02-13T17:40:22.142988,1127000000.0,-65.9751586914,9.03117370605,-61.312431337631395,8.42073216542243,-710883.2448979592,True,0.25
2017-02-13T17:40:41.385088,1178000000.0,-66.6691513062,8.86489772797,-61.4618038933847,8.525386320977267,-727653.8787878788,True,0.25
2017-02-13T17:41:00.781198,1229000000.0,-66.3826065063,8.95037555695,-61.62998142266506,8.504698171857486,-726072.0102040817,True,0.25
2017-02-13T17:41:20.276313,1280000000.0,-66.8556594849,8.83246612549,-61.642024366390615,8.505720009846986,-724453.5918367347,True,0.25
2017-02-13T17:41:39.668422,1331000000.0,-66.4917984009,8.82952308655,-61.67079582262638,8.419148386861952,-731628.505050505,True,0.25
2017-02-13T17:41:59.028529,1382000000.0,-65.7857894897,9.02297115326,-61.1492647200744,8.51793524514712,-739600.1530612245,True,0.25
2017-02-13T17:42:18.111621,1433000000.0,-66.0179824829,8.85714530945,-61.159774759933896,8.4922835958135,-738008.775510204,True,0.25
2017-02-13T17:42:37.211713,1484000000.0,-65.6792068481,8.96354961395,-60.861046614274954,8.508712560458383,-745741.3434343435,True,0.25
2017-02-13T17:42:56.552820,1535000000.0,-65.7107315063,8.94567966461,-61.062018958191466,8.58604764456252,-753142.0306122449,True,0.25
2017-02-13T17:43:15.752918,1586000000.0,-65.6210784912,8.9604473114,-60.90594352392779,8.598180113779243,-346652.49494949495,True,0.25
2017-02-13T17:43:35.034021,1637000000.0,-65.3602371216,9.0306186676,-60.90396316272239,8.587695024025027,-759543.0204081633,True,0.25
2017-02-13T17:43:54.266121,1688000000.0,-65.8010559082,9.08846187592,-61.58103308066924,8.694773384980772,-361812.2653061224,True,0.25
2017-02-13T17:44:13.731234,1739000000.0,-65.9619293213,9.10100460052,-61.161367144193704,8.605489947859047,-360219.7653061224,True,0.25
2017-02-13T17:44:32.881329,1790000000.0,-66.073135376,9.08823299408,-61.17400409713351,8.689076617394813,-368161.23232323234,True,0.25
2017-02-13T17:44:52.062426,1842000000.0,-66.0634002686,8.95103645325,-61.11720680314002,8.646916968959937,-380136.78571428574,True,0.25
2017-02-13T17:45:11.263525,1893000000.0,-65.4639587402,9.01373767853,-60.16057046806228,8.631180957313903,-368962.1818181818,True,0.25
2017-02-13T17:45:30.434621,1944000000.0,-65.4811782837,9.13411045074,-60.64529282302519,8.568487281935184,-376980.54545454547,True,0.25
2017-02-13T17:45:49.745726,1995000000.0,-65.3743057251,9.07974147797,-60.19452611032015,8.629128113534946,-393821.387755102,True,0.25
2017-02-13T17:46:09.126834,2046000000.0,-64.9765167236,9.18157482147,-59.89062461011794,8.625990381358777,-796979.3939393939,True,0.25
2017-02-13T17:46:28.467940,2097000000.0,-65.4164352417,9.01451301575,-59.81906402084143,8.711084265050884,-795436.4285714285,True,0.25
