timestamp,Desired Frequency (Hz),FSW Power (dBm),FSW CNR (dB),AIM Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-02-14T07:52:12.661786,974000000.0,-66.4668121338,11.245885849,-61.21938726095321,13.72817251649014,-696553.5204081633,True,0.25
2017-02-14T07:52:31.927888,1025000000.0,-66.3883056641,11.2950286865,-61.04623383377641,13.680740912577686,-714088.8367346938,True,0.25
2017-02-14T07:52:51.163988,1076000000.0,-66.7217483521,10.9791240692,-61.732292488715075,13.708954159816464,-712487.7142857143,True,0.25
2017-02-14T07:53:10.405088,1127000000.0,-66.4458389282,11.4278516769,-61.805698126852356,13.696270808792956,-305201.37373737374,True,0.25
2017-02-14T07:53:29.666190,1178000000.0,-67.1079559326,11.0186672211,-61.781110255606606,13.615278683821376,-727613.0918367347,True,0.25
2017-02-14T07:53:48.963294,1229000000.0,-66.8720550537,11.2181329727,-62.0424669545723,13.69271490454179,-726076.494949495,True,0.25
2017-02-14T07:54:08.308400,1280000000.0,-67.2567901611,10.9843730927,-62.08710278950793,13.515269484454382,-723668.2525252525,True,0.25
2017-02-14T07:54:27.389492,1331000000.0,-66.9536437988,10.8770513535,-62.17984168420947,13.435410273921576,-317145.82828282827,True,0.25
2017-02-14T07:54:46.640593,1382000000.0,-66.1587142944,11.476600647,-61.404798090690605,13.487553357503932,-739597.8367346938,True,0.25
2017-02-14T07:55:05.853692,1433000000.0,-66.355506897,11.0053749084,-61.6138248801068,13.617749629803917,-332310.52040816325,True,0.25
2017-02-14T07:55:25.160796,1484000000.0,-65.9999237061,11.2308101654,-61.21903253556859,13.682994881773672,-330699.7244897959,True,0.25
2017-02-14T07:55:44.524904,1535000000.0,-66.045791626,11.3010025024,-61.53744900063424,13.654207694438456,-348245.49494949495,True,0.25
2017-02-14T07:56:03.716001,1586000000.0,-65.937828064,11.3607683182,-61.23201801739657,13.584487795977932,-346482.806122449,True,0.25
2017-02-14T07:56:23.056107,1637000000.0,-65.7020339966,11.5446834564,-61.235328797552626,13.7488510431907,-353826.4646464646,True,0.25
2017-02-14T07:56:42.587224,1688000000.0,-66.1597900391,11.6424388885,-61.97068558936415,13.822805906598301,-361832.4747474748,True,0.25
2017-02-14T07:57:01.858327,1739000000.0,-66.3200683594,11.6724796295,-61.51652977530199,13.89925130541124,-360191.41414141416,True,0.25
2017-02-14T07:57:21.109428,1790000000.0,-66.412612915,11.6690778732,-61.53764397309302,13.904952474234861,-367353.76767676766,True,0.25
2017-02-14T07:57:40.190519,1842000000.0,-66.3765945435,11.216553688,-61.33572175498923,14.075112470343827,-380106.4591836735,True,0.25
2017-02-14T07:57:59.401618,1893000000.0,-65.9456481934,11.4437046051,-60.74302748939503,14.137955230459305,-368791.0612244898,True,0.25
2017-02-14T07:58:18.681721,1944000000.0,-65.9694595337,11.7163610458,-61.14478265181593,13.859035714097537,-376142.5714285714,True,0.25
2017-02-14T07:58:37.852817,1995000000.0,-65.8990020752,11.4875078201,-60.71472294622387,13.995971761663563,-393681.41414141416,True,0.25
2017-02-14T07:58:57.283929,2046000000.0,-65.5143661499,11.992149353,-60.30532704224805,13.994176478593335,-382528.0612244898,True,0.25
2017-02-14T07:59:16.695039,2097000000.0,-65.9540939331,11.3168087006,-60.36672743414344,13.992681397108635,-389693.51515151514,True,0.25
