timestamp,Frequency (Hz),SFU SNR (dB),FSW POWER(dBm),FSW SNR (dB),FSW OFFSET (Hz),AIM Power,AIM SNR,AIM Offset,AIM Demod Lock,AIM Demod Acq Time
2016-12-16T09:47:02.895758,310000000,19,-29.602478027300002,18.9414577484,51.9774436951,-31.239400000000035,18.234400000000004,29821.0,True,0.0
2016-12-16T09:47:10.341184,310000000,20,-29.668930053700002,19.8758525848,53.3610916138,-31.285326530612263,19.57714285714286,29821.0,True,0.0
2016-12-16T09:47:18.076627,330000000,8,-28.865480957,9.23807811737,-3383.74780273,-30.76517346938774,7.97571428571429,17705.30612244898,True,0.0
2016-12-16T09:47:25.498051,330000000,9,-28.8725305176,9.93605232239,788.680175781,-30.820299999999982,8.991200000000006,17705.4,True,0.0
2016-12-16T09:47:32.859472,330000000,10,-29.006910858199998,10.6676969528,97.1112823486,-30.911704081632685,9.965918367346944,17710.0,True,0.0
2016-12-16T09:47:40.358901,330000000,11,-29.070086059599998,11.4411468506,52.1346702576,-30.98456122448981,11.114081632653065,17862.0,True,0.0
2016-12-16T09:47:48.013339,330000000,12,-29.130510864299996,12.2255458832,56.0056266785,-31.04789999999997,11.828400000000002,17705.4,True,0.0
2016-12-16T09:47:55.501767,330000000,13,-29.0711160278,13.1171588898,62.548625946,-31.061899999999987,12.93320000000001,17710.0,True,0.0
2016-12-16T09:48:02.915191,330000000,14,-29.092005310099996,14.0538358688,64.7379379272,-31.14870000000002,13.835200000000002,17862.0,True,0.0
2016-12-16T09:48:10.415620,330000000,15,-29.160738525399996,14.9855947495,53.8519897461,-31.19790000000002,14.791199999999998,17862.0,True,0.0
2016-12-16T09:48:17.776041,330000000,16,-29.157999572799998,16.0022525787,64.4867095947,-31.213744897959202,15.866326530612232,17862.0,True,0.0
2016-12-16T09:48:25.117461,330000000,17,-29.227587280299996,16.9192905426,54.9365081787,-31.263899999999992,16.526799999999994,17857.44,True,0.0
2016-12-16T09:48:32.660893,330000000,18,-29.1951890564,17.9067459106,50.2742424011,-31.241091836734704,17.94408163265306,17857.34693877551,True,0.0
2016-12-16T09:48:40.016313,330000000,19,-29.2280717468,18.8857593536,54.3642959595,-31.256300000000003,18.808399999999995,17862.0,True,0.0
2016-12-16T09:48:47.363733,330000000,20,-29.2619729614,19.857925415,53.0146026611,-31.276806122448967,19.359387755102052,17862.0,True,0.0
2016-12-16T09:48:54.903165,350000000,8,-29.326885223399998,9.23503017426,84656.5546875,-31.051899999999975,7.904,23684.44,True,0.0
2016-12-16T09:49:02.308588,350000000,9,-29.452648162800003,9.94198036194,-11115.5615234,-31.1999,8.987200000000007,23684.44,True,0.0
2016-12-16T09:49:09.717012,350000000,10,-29.431999206500002,10.719408989,-67.8512496948,-31.237899999999968,9.968400000000006,23836.44,True,0.0
2016-12-16T09:49:17.151437,350000000,11,-29.6591758728,11.4214782715,86.3006896973,-31.348765306122466,11.000204081632658,23841.0,True,0.0
2016-12-16T09:49:24.708869,350000000,12,-29.679252624500002,12.2699794769,66.9425354004,-31.379500000000036,11.954800000000004,23836.44,True,0.0
2016-12-16T09:49:32.036289,350000000,13,-29.742897033699997,13.1369113922,48.896194458,-31.459989795918354,12.89183673469388,23841.0,True,0.0
2016-12-16T09:49:39.419711,350000000,14,-29.742454528800003,14.0692501068,56.3651161194,-31.430300000000003,13.928399999999995,23836.44,True,0.0
2016-12-16T09:49:46.766131,350000000,15,-29.835716247599997,15.0516529083,60.3859863281,-31.508561224489767,14.905918367346944,23836.34693877551,True,0.0
2016-12-16T09:49:54.154554,350000000,16,-29.814720153800003,16.0224990845,62.2763061523,-31.51325510204078,15.890612244897959,23841.0,True,0.0
2016-12-16T09:50:01.507974,350000000,17,-29.8776550293,17.0116958618,62.5543556213,-31.559100000000008,16.572,23841.0,True,0.0
2016-12-16T09:50:08.783390,350000000,18,-29.8979034424,18.0015678406,64.8645019531,-31.570397959183687,18.09918367346939,23836.34693877551,True,0.0
2016-12-16T09:50:16.139811,350000000,19,-29.8665084839,19.0186634064,62.8990936279,-31.54121428571426,18.896326530612253,23841.0,True,0.0
2016-12-16T09:50:23.618239,350000000,20,-29.856201171899997,20.0157642365,58.6363449097,-31.541900000000012,19.494000000000003,23841.0,True,0.0
2016-12-16T09:50:31.210673,370000000,8,-29.2599419861,9.27231884003,-9878.890625,-30.9255,7.981599999999998,21450.0,True,0.0
2016-12-16T09:50:38.653099,370000000,9,-29.3026131897,9.9041852951,-21978.9648438,-30.979173469387725,8.92673469387755,21445.30612244898,True,0.0
2016-12-16T09:50:46.111525,370000000,10,-29.423558166499998,10.6833734512,85.1631393433,-31.090700000000027,9.9676,21450.0,True,0.0
2016-12-16T09:50:53.611954,370000000,11,-29.4525079041,11.4138793945,101.141082764,-31.18909999999999,11.053600000000003,21597.44,True,0.0
2016-12-16T09:51:00.941374,370000000,12,-29.5480546265,12.2551574707,61.7820396423,-31.234699999999975,11.767200000000008,21450.0,True,0.0
2016-12-16T09:51:08.388800,370000000,13,-29.5319375305,13.1549434662,69.0092697144,-31.255091836734664,12.944897959183681,21445.30612244898,True,0.0
2016-12-16T09:51:15.825225,370000000,14,-29.615757873499998,14.0761556625,59.6128234863,-31.30029999999997,13.912800000000002,21597.44,True,0.0
2016-12-16T09:51:23.226648,370000000,15,-29.618435791,15.0380115509,56.7035331726,-31.311499999999967,14.955200000000007,21445.4,True,0.0
2016-12-16T09:51:30.677074,370000000,16,-29.6537293701,16.0113315582,64.7476425171,-31.33794897959187,15.721428571428572,21602.0,True,0.0
2016-12-16T09:51:38.044496,370000000,17,-29.6835870056,16.9934177399,54.1722297668,-31.363100000000024,16.821999999999992,21450.0,True,0.0
2016-12-16T09:51:45.342913,370000000,18,-29.661713531500002,17.9715766907,72.088470459,-31.323500000000024,17.522400000000008,21450.0,True,0.0
2016-12-16T09:51:52.790339,370000000,19,-29.6757973938,18.9673080444,74.8554458618,-31.335704081632663,18.92122448979591,21602.0,True,0.0
2016-12-16T09:52:00.306769,370000000,20,-29.784230163599997,19.9301395416,63.5872077942,-31.4393775510204,19.63979591836735,21450.0,True,0.0
2016-12-16T09:52:07.978208,390000000,8,-29.1822087097,9.25989532471,179005.578125,-31.035489795918394,7.9075510204081665,27821.224489795917,True,0.0
2016-12-16T09:52:15.344629,390000000,9,-29.299297027599998,9.94557857513,34.9113960266,-31.15259999999998,8.972799999999996,27821.0,True,0.0
2016-12-16T09:52:22.847058,390000000,10,-29.3233181763,10.6550836563,48.313873291,-31.271400000000035,9.943599999999998,27864.24,True,0.0
2016-12-16T09:52:30.229481,390000000,11,-29.418063812299998,11.4096717834,65.6771774292,-31.291000000000032,10.945999999999996,28390.04,True,0.0
2016-12-16T09:52:37.494896,390000000,12,-29.508323364299997,12.2396278381,44.3188400269,-31.373244897959182,11.935510204081629,28703.836734693876,True,0.0
2016-12-16T09:52:44.918321,390000000,13,-29.544715576199998,13.1313419342,62.622253418,-31.386999999999993,13.002399999999993,28772.44,True,0.0
2016-12-16T09:52:52.347746,390000000,14,-29.5480229187,14.0197868347,44.9465789795,-31.3782,13.852399999999996,28772.44,True,0.0
2016-12-16T09:52:59.662164,390000000,15,-29.573409728999998,14.9603862762,65.1495819092,-31.42446938775508,14.946938775510207,28777.0,True,0.0
2016-12-16T09:53:07.131591,390000000,16,-29.614841155999997,15.9058990479,67.2798843384,-31.447799999999994,15.836399999999994,28777.0,True,0.0
2016-12-16T09:53:14.450010,390000000,17,-29.6164776611,16.8513126373,65.2267303467,-31.443799999999975,16.970799999999997,28772.44,True,0.0
2016-12-16T09:53:21.762428,390000000,18,-29.6365010071,17.8364982605,75.8554077148,-31.472224489795913,17.744489795918366,28777.0,True,0.0
2016-12-16T09:53:29.264857,390000000,19,-29.6532131958,18.7688579559,69.8582992554,-31.457938775510172,18.584897959183678,28777.0,True,0.0
2016-12-16T09:53:36.684282,390000000,20,-29.669112853999998,19.6993751526,64.4408035278,-31.478142857142842,19.626938775510208,28772.34693877551,True,0.0
2016-12-16T09:53:44.281716,410000000,8,-29.1506602173,9.25866031647,-27311.4765625,-31.271438775510227,7.94571428571429,34757.0,True,0.0
2016-12-16T09:53:51.584134,410000000,9,-29.195006073000002,9.93388748169,8646.02636719,-31.376744897959163,8.921020408163267,34600.30612244898,True,0.0
2016-12-16T09:53:59.037560,410000000,10,-29.330214202900002,10.6482400894,54.0459213257,-31.492500000000028,9.872399999999995,34757.0,True,0.0
2016-12-16T09:54:06.384980,410000000,11,-29.3828188782,11.4124727249,41.4223632812,-31.503071428571467,10.9404081632653,34752.34693877551,True,0.0
2016-12-16T09:54:13.923412,410000000,12,-29.473986328100004,12.2148761749,41.3598327637,-31.598499999999994,11.912799999999999,34752.44,True,0.0
2016-12-16T09:54:21.299834,410000000,13,-29.459009826700004,13.0863246918,42.7844352722,-31.614704081632638,12.893469387755108,34757.0,True,0.0
2016-12-16T09:54:28.652254,410000000,14,-29.5146166687,14.0003032684,72.8095016479,-31.668899999999972,14.18160000000001,34752.44,True,0.0
2016-12-16T09:54:36.103680,410000000,15,-29.5522333984,14.9761400223,66.612991333,-31.693479591836727,14.761224489795914,34757.0,True,0.0
2016-12-16T09:54:43.440100,410000000,16,-29.576845825200003,15.9017925262,81.4682388306,-31.685699999999983,15.7084,34605.0,True,0.0
2016-12-16T09:54:50.754518,410000000,17,-29.597540557900004,16.8930778503,68.3819198608,-31.715700000000027,17.109199999999998,34600.4,True,0.0
2016-12-16T09:54:58.269948,410000000,18,-29.627749145499997,17.8458557129,64.0551452637,-31.743275510204107,17.96326530612245,34752.34693877551,True,0.0
2016-12-16T09:55:05.686372,410000000,19,-29.5779520874,18.7667617798,66.5684356689,-31.706744897959176,18.606938775510205,34752.34693877551,True,0.0
2016-12-16T09:55:13.057794,410000000,20,-29.6306673889,19.6944084167,73.5027618408,-31.732499999999995,19.611999999999995,34757.0,True,0.0
2016-12-16T09:55:20.671229,430000000,8,-29.3174898376,9.27655506134,-11411.2392578,-31.61812244897956,7.9722448979591825,32213.0,True,0.0
2016-12-16T09:55:28.043651,430000000,9,-29.414844726600002,9.90381813049,-35262.5039062,-31.780800000000003,9.058400000000002,32208.4,True,0.0
2016-12-16T09:55:35.561081,430000000,10,-29.429710601799997,10.6528015137,82.3113708496,-31.862799999999975,9.985999999999999,32208.4,True,0.0
2016-12-16T09:55:42.906501,430000000,11,-29.522667144799996,11.420044899,103.056587219,-31.959346938775543,10.867142857142857,32213.0,True,0.0
2016-12-16T09:55:50.343927,430000000,12,-29.572006439200003,12.2487812042,80.3394927979,-31.98200000000003,11.918800000000001,32213.0,True,0.0
2016-12-16T09:55:57.907359,430000000,13,-29.6093408813,13.1368780136,65.3947753906,-31.980775510204094,12.968571428571433,32208.30612244898,True,0.0
2016-12-16T09:56:05.242779,430000000,14,-29.640812133799997,14.038977623,88.9804000854,-32.0192,13.796400000000004,32213.0,True,0.0
2016-12-16T09:56:12.594199,430000000,15,-29.656551574699996,15.0157728195,72.6814575195,-32.059755102040796,14.8369387755102,32208.30612244898,True,0.0
2016-12-16T09:56:20.109629,430000000,16,-29.667041992199998,16.0007133484,71.164894104,-32.04853061224489,15.79795918367347,32208.30612244898,True,0.0
2016-12-16T09:56:27.432048,430000000,17,-29.7029726257,16.9123649597,63.6041870117,-32.09359999999997,16.676,32213.0,True,0.0
2016-12-16T09:56:34.861473,430000000,18,-29.694038604699998,17.8746242523,68.6330184937,-32.06319999999998,17.970400000000005,32208.4,True,0.0
2016-12-16T09:56:42.245895,430000000,19,-29.7135088196,18.7900161743,65.0527572632,-32.10919999999996,18.7144,32213.0,True,0.0
2016-12-16T09:56:49.565314,430000000,20,-29.738044952400003,19.8290729523,73.9081039429,-32.11719999999998,19.9188,32208.4,True,0.0
2016-12-16T09:56:57.243753,450000000,8,-29.0090369568,9.23223114014,88437.9609375,-31.57589999999998,7.960799999999997,38035.44,True,0.0
2016-12-16T09:57:04.596174,450000000,9,-29.113178192099998,9.92019081116,-28348.1679688,-31.732642857142874,8.932857142857149,38040.0,True,0.0
2016-12-16T09:57:11.911592,450000000,10,-29.217357574500003,10.5999956131,95.552772522,-31.837744897959137,9.842040816326525,38040.0,True,0.0
2016-12-16T09:57:19.364018,450000000,11,-29.294757782,11.3742837906,134.07371521,-31.91470000000003,10.879199999999996,38040.0,True,0.0
2016-12-16T09:57:26.865447,450000000,12,-29.3169555054,12.1491794586,52.0053596497,-31.981500000000015,11.927200000000001,38040.0,True,0.0
2016-12-16T09:57:34.297872,450000000,13,-29.357456146200004,13.0559558868,88.3237380981,-32.00447959183673,12.983877551020406,38035.34693877551,True,0.0
2016-12-16T09:57:41.728297,450000000,14,-29.3791350708,13.9312915802,73.366607666,-32.03488775510202,13.92326530612244,38040.0,True,0.0
2016-12-16T09:57:49.168723,450000000,15,-29.427017150900003,14.9139204025,78.9685592651,-32.055091836734675,14.66102040816326,38040.0,True,0.0
2016-12-16T09:57:56.553145,450000000,16,-29.4440802917,15.8712749481,71.4507064819,-32.08429999999997,15.864400000000005,38040.0,True,0.0
2016-12-16T09:58:04.086576,450000000,17,-29.476650177,16.791097641,69.2552490234,-32.172234693877584,16.9265306122449,38035.34693877551,True,0.0
2016-12-16T09:58:11.501000,450000000,18,-29.4727210388,17.7051334381,71.0864562988,-32.14080612244899,18.125918367346937,38040.0,True,0.0
2016-12-16T09:58:18.815419,450000000,19,-29.450271545400003,18.609544754,81.89503479,-32.12815306122451,19.069999999999993,38035.34693877551,True,0.0
2016-12-16T09:58:26.241843,450000000,20,-29.4882926331,19.5610923767,70.6125106812,-32.2235,19.6288,38035.44,True,0.0
2016-12-16T09:58:34.070291,470000000,8,-29.225301727300003,9.21326828003,-13044.3740234,-31.335299999999954,8.036400000000008,35643.44,True,0.0
2016-12-16T09:58:41.555719,470000000,9,-29.2075481262,9.91268634796,-1034.4440918,-31.535299999999964,8.863599999999998,35643.44,True,0.0
2016-12-16T09:58:48.941142,470000000,10,-29.306875213599998,10.6013355255,98.6100616455,-31.59090000000002,9.870400000000004,35643.44,True,0.0
2016-12-16T09:58:56.354566,470000000,11,-29.3884487,11.3520927429,100.484657288,-31.68010000000003,10.874800000000004,35643.44,True,0.0
2016-12-16T09:59:03.972001,470000000,12,-29.406389221199998,12.1727294922,88.2578048706,-31.70343877551022,12.033265306122447,35643.34693877551,True,0.0
2016-12-16T09:59:11.374425,470000000,13,-29.4778232422,13.0161724091,59.2052116394,-31.752499999999984,12.909200000000007,35648.0,True,0.0
2016-12-16T09:59:18.771848,470000000,14,-29.491281494100004,13.9161911011,71.4022216797,-31.781193877550983,13.870204081632657,35643.34693877551,True,0.0
2016-12-16T09:59:26.318280,470000000,15,-29.537874206500003,14.8381671906,71.2493133545,-31.799765306122417,14.616122448979596,35643.34693877551,True,0.0
2016-12-16T09:59:33.657699,470000000,16,-29.534337982200004,15.7670116425,81.2377319336,-31.810899999999982,15.812399999999998,35643.44,True,0.0
2016-12-16T09:59:41.060123,470000000,17,-29.562215789800003,16.7190589905,92.5234451294,-31.837700000000005,16.547599999999992,35643.44,True,0.0
2016-12-16T09:59:48.523550,470000000,18,-29.588857635500002,17.5829544067,86.4708480835,-31.908744897959203,17.44122448979591,35648.0,True,0.0
2016-12-16T09:59:55.849969,470000000,19,-29.6025905457,18.4906749725,92.9170303345,-31.991299999999995,19.134000000000004,35648.0,True,0.0
2016-12-16T10:00:03.206389,470000000,20,-29.637598022500004,19.3046627045,80.6357574463,-31.97017346938776,20.037959183673472,35648.0,True,0.0
2016-12-16T10:00:10.923831,490000000,8,-28.956319519,9.23225688934,-263572.65625,-31.148408163265316,7.869591836734694,32213.0,True,0.0
2016-12-16T10:00:18.490264,490000000,9,-28.968442626999998,9.9273147583,7721.96240234,-31.273510204081617,9.015102040816329,32208.30612244898,True,0.0
2016-12-16T10:00:25.846684,490000000,10,-29.052953430199995,10.6590614319,90.8559036255,-31.471199999999968,9.973061224489792,32058.65306122449,True,0.25
2016-12-16T10:00:33.393116,490000000,11,-29.090467163099998,11.4242630005,99.566444397,-31.498612244897927,10.902857142857144,32208.30612244898,True,0.0
2016-12-16T10:00:40.825541,490000000,12,-29.1556450806,12.2467727661,70.4677658081,-31.52779591836733,11.893061224489793,32208.30612244898,True,0.0
2016-12-16T10:00:48.212964,490000000,13,-29.2294747314,13.1152524948,56.3378639221,-31.592897959183702,12.867142857142852,32213.0,True,0.0
2016-12-16T10:00:55.479379,490000000,14,-29.271642394999997,14.0406808853,56.6142616272,-31.626000000000012,13.878799999999996,32208.4,True,0.0
2016-12-16T10:01:02.851801,490000000,15,-29.262658782999996,15.0023670197,65.1273803711,-31.62320000000001,14.589199999999995,32213.0,True,0.0
2016-12-16T10:01:10.278226,490000000,16,-29.3221756897,15.9636316299,84.2167129517,-31.678799999999995,16.0188,32213.0,True,0.0
2016-12-16T10:01:17.614645,490000000,17,-29.3467499695,16.9371433258,87.1600341797,-31.697591836734674,16.834897959183667,32213.0,True,0.0
2016-12-16T10:01:25.051071,490000000,18,-29.360982605,17.8607158661,86.8147659302,-31.695999999999977,17.501200000000004,32208.4,True,0.0
2016-12-16T10:01:32.451494,490000000,19,-29.3314492188,18.8741550446,90.2570953369,-31.768799999999963,18.666800000000006,32208.4,True,0.0
2016-12-16T10:01:40.001926,490000000,20,-29.359761901899997,19.814239502,84.2987976074,-31.87065306122451,19.526326530612238,32208.30612244898,True,0.0
2016-12-16T10:01:47.780371,510000000,8,-28.9312964783,9.26229572296,-80570.6640625,-31.310600000000036,7.9159999999999995,29821.0,True,0.0
2016-12-16T10:01:55.195795,510000000,9,-28.9999610291,9.9218711853,-4882.21289062,-31.513653061224446,9.004285714285711,29816.34693877551,True,0.0
2016-12-16T10:02:02.601218,510000000,10,-29.1682425842,10.6412229538,70.4260025024,-31.627326530612265,9.805714285714293,29821.0,True,0.0
2016-12-16T10:02:09.954639,510000000,11,-29.262816558799997,11.3585672379,125.560913086,-31.682999999999986,10.838,29821.0,True,0.0
2016-12-16T10:02:17.517072,510000000,12,-29.168524871800003,12.2625160217,82.6674041748,-31.70732653061222,11.960612244897955,29816.34693877551,True,0.0
2016-12-16T10:02:24.884493,510000000,13,-29.213130127,13.1704883575,68.5717315674,-31.745399999999975,12.980800000000004,29821.0,True,0.0
2016-12-16T10:02:32.359921,510000000,14,-29.2817260132,14.0911273956,86.0487060547,-31.803000000000047,13.967199999999998,29816.44,True,0.0
2016-12-16T10:02:39.760344,510000000,15,-29.333777557399998,15.0599050522,69.2138595581,-31.839800000000025,14.890800000000004,29816.44,True,0.0
2016-12-16T10:02:47.187769,510000000,16,-29.3069106445,16.0513954163,84.9565048218,-31.821000000000012,15.827551020408162,29821.0,True,0.0
2016-12-16T10:02:54.620194,510000000,17,-29.3410636292,17.0142631531,80.6145706177,-31.926714285714283,16.817959183673477,29816.34693877551,True,0.0
2016-12-16T10:03:02.016617,510000000,18,-29.4224501953,18.0198059082,87.0709152222,-31.980999999999973,17.748979591836736,29821.0,True,0.0
2016-12-16T10:03:09.419040,510000000,19,-29.391131530800003,19.0071258545,91.8954696655,-31.98793877551018,18.560816326530617,29821.0,True,0.0
2016-12-16T10:03:16.763460,510000000,20,-29.410830627400003,20.0064582825,91.82081604,-32.0094,19.523200000000003,29816.44,True,0.0
2016-12-16T10:03:24.504903,530000000,8,-28.9458543091,9.23056697845,-12670.7890625,-31.221704081632623,7.974897959183673,35943.61224489796,True,0.0
2016-12-16T10:03:32.021333,530000000,9,-29.0434914856,9.93943786621,33944.8164062,-31.420683673469362,8.978571428571428,35796.30612244898,True,0.0
2016-12-16T10:03:39.360753,530000000,10,-29.111858489999996,10.6304941177,86.3027877808,-31.461499999999972,9.896800000000002,35953.0,True,0.0
2016-12-16T10:03:46.864182,530000000,11,-29.125156524699996,11.4546756744,86.7116851807,-31.53990000000004,11.000399999999999,35953.0,True,0.0
2016-12-16T10:03:54.336609,530000000,12,-29.211391571,12.2209033966,95.3444290161,-31.613948979591846,11.93204081632653,35953.0,True,0.0
2016-12-16T10:04:01.709031,530000000,13,-29.2492257385,13.1547470093,108.615989685,-31.63129591836735,12.949183673469383,35953.0,True,0.0
2016-12-16T10:04:09.138456,530000000,14,-29.302429321299996,14.066576004,83.3305206299,-31.66496938775508,13.846938775510207,35948.30612244898,True,0.0
2016-12-16T10:04:16.476876,530000000,15,-29.2822076111,15.1075220108,102.712104797,-31.693499999999972,15.012400000000003,35953.0,True,0.0
2016-12-16T10:04:23.838297,530000000,16,-29.343052032499997,16.0124130249,85.6456451416,-31.79027551020411,16.006122448979596,35943.61224489796,True,0.0
2016-12-16T10:04:31.238720,530000000,17,-29.379303100599998,16.9806118011,101.122039795,-31.807214285714323,16.913061224489795,35953.0,True,0.0
2016-12-16T10:04:38.611142,530000000,18,-29.367553832999995,18.0090770721,87.2958831787,-31.855785714285737,17.678571428571423,35948.30612244898,True,0.0
2016-12-16T10:04:46.064568,530000000,19,-29.360347869899996,18.9950256348,90.119468689,-31.809500000000043,18.7624,35953.0,True,0.0
2016-12-16T10:04:53.566997,530000000,20,-29.391086700399995,19.9528331757,92.3445281982,-31.84550000000003,20.361199999999997,35953.0,True,0.0
2016-12-16T10:05:01.326441,550000000,8,-28.9945427856,9.26886940002,84257.4140625,-31.443428571428534,8.078979591836733,42976.0,True,0.0
2016-12-16T10:05:08.927876,550000000,9,-29.0368096313,9.93350887299,-21681.5390625,-31.561183673469415,9.012857142857143,42971.34693877551,True,0.0
2016-12-16T10:05:16.411304,550000000,10,-29.1747414551,10.6478214264,126.893165588,-31.672408163265274,10.0669387755102,42971.34693877551,True,0.0
2016-12-16T10:05:23.871730,550000000,11,-29.2789017639,11.4268503189,136.855331421,-31.725600000000043,10.790000000000003,42976.0,True,0.0
2016-12-16T10:05:31.184149,550000000,12,-29.3155800781,12.2292747498,111.209358215,-31.77280000000004,11.973199999999999,42971.44,True,0.0
2016-12-16T10:05:38.568571,550000000,13,-29.345876403800002,13.1243972778,91.1187667847,-31.865199999999987,12.834399999999995,42976.0,True,0.0
2016-12-16T10:05:45.929992,550000000,14,-29.407468505899995,14.0739402771,77.1273498535,-31.91342857142854,13.791428571428574,42976.0,True,0.0
2016-12-16T10:05:53.344416,550000000,15,-29.4233872375,15.0239048004,82.8081741333,-31.93118367346937,14.6938775510204,42976.0,True,0.0
