timestamp,Frequency (Hz),SFU SNR (dB),FSW POWER(dBm),FSW SNR (dB),FSW OFFSET (Hz)
2016-12-16T10:21:16.509218,970000000,9,-46.8030090332,9.88462638855,-4298.03076172
2016-12-16T10:21:24.062650,970000000,10,-46.8146400452,10.6649017334,150.707000732
2016-12-16T10:21:31.510076,970000000,11,-46.8723640442,11.414434433,141.601867676
2016-12-16T10:21:39.635541,970000000,12,-47.056022644,12.2143821716,196.738693237
2016-12-16T10:21:47.096968,970000000,13,-47.0022583008,13.1448802948,177.145492554
2016-12-16T10:21:54.512392,970000000,14,-47.0347709656,14.0563983917,148.60484314
2016-12-16T10:22:01.879813,970000000,15,-47.0631408691,14.9971017838,174.50163269
2016-12-16T10:22:09.279236,970000000,16,-47.0732498169,15.9869680405,179.40020752
2016-12-16T10:22:16.652658,970000000,17,-47.1222991943,17.0029220581,168.540603638
2016-12-16T10:22:24.014079,970000000,18,-47.1389045715,17.9482727051,161.656661987
2016-12-16T10:22:31.442504,970000000,19,-47.2017364502,18.913192749,163.242126465
2016-12-16T10:22:38.914932,970000000,20,-47.1382904053,19.8716945648,175.495925903
2016-12-16T10:22:46.484364,990000000,8,-46.6480674744,9.24741077423,115517.085938
2016-12-16T10:22:53.798783,990000000,9,-46.7110061646,9.97014808655,183.575119019
2016-12-16T10:23:01.271210,990000000,10,-46.7882499695,10.644993782,196.905715942
2016-12-16T10:23:08.767639,990000000,11,-46.8117027283,11.4261856079,146.351043701
2016-12-16T10:23:16.141061,990000000,12,-46.8696098328,12.2549686432,167.204910278
2016-12-16T10:23:23.486481,990000000,13,-46.9630355835,13.1890621185,136.270736694
2016-12-16T10:23:30.887904,990000000,14,-46.9696960449,14.0734157562,173.485473633
2016-12-16T10:23:38.269326,990000000,15,-46.9887657166,15.0393972397,164.913009644
2016-12-16T10:23:45.669750,990000000,16,-47.0362319946,16.0252037048,171.905395508
2016-12-16T10:23:53.000169,990000000,17,-47.0319328308,17.0467586517,185.792648315
2016-12-16T10:24:00.414593,990000000,18,-47.0359535217,18.0042762756,170.734069824
2016-12-16T10:24:07.883020,990000000,19,-47.0769882202,19.0085678101,177.530334473
2016-12-16T10:24:15.272443,990000000,20,-47.094543457,20.0035057068,159.189697266
2016-12-16T10:24:22.969883,1010000000,8,-46.7144927979,9.26272773743,30249.5097656
2016-12-16T10:24:30.986342,1010000000,9,-46.7720718384,9.92934131622,-3342.40942383
2016-12-16T10:24:38.402766,1010000000,10,-46.7903747559,10.676618576,215.23210144
2016-12-16T10:24:45.788188,1010000000,11,-46.8515586853,11.4197816849,163.175552368
2016-12-16T10:24:53.345621,1010000000,12,-46.9084091187,12.2418937683,206.046096802
2016-12-16T10:25:00.802047,1010000000,13,-46.9858703613,13.1566581726,179.304733276
2016-12-16T10:25:08.175469,1010000000,14,-46.9847831726,14.0939598083,171.899780273
2016-12-16T10:25:15.555891,1010000000,15,-47.0092430115,15.0217103958,177.550384521
2016-12-16T10:25:22.889310,1010000000,16,-47.0601959229,16.0304336548,179.742095947
2016-12-16T10:25:30.277733,1010000000,17,-47.0630989075,17.0031433105,173.7237854
2016-12-16T10:25:37.649155,1010000000,18,-47.1105918884,17.9959640503,167.668640137
2016-12-16T10:25:45.046578,1010000000,19,-47.1504402161,19.0095863342,167.607467651
2016-12-16T10:25:52.476003,1010000000,20,-47.0999679565,19.976896286,180.602890015
2016-12-16T10:26:00.092438,1030000000,8,-46.8246536255,9.22662353516,2476.31396484
2016-12-16T10:26:07.577866,1030000000,9,-46.9005393982,9.93035793304,-3971.95336914
2016-12-16T10:26:15.091296,1030000000,10,-46.912612915,10.6282157898,129.840621948
2016-12-16T10:26:22.461718,1030000000,11,-46.9706916809,11.3913822174,175.786407471
2016-12-16T10:26:29.765135,1030000000,12,-47.0378494263,12.2160072327,175.880569458
2016-12-16T10:26:37.180560,1030000000,13,-47.1044578552,13.1005268097,167.475814819
2016-12-16T10:26:44.526980,1030000000,14,-47.1853141785,14.010682106,197.525527954
2016-12-16T10:26:51.926403,1030000000,15,-47.1730918884,14.9150857925,177.287368774
2016-12-16T10:26:59.283824,1030000000,16,-47.1938209534,15.9149169922,189.181427002
2016-12-16T10:27:06.712249,1030000000,17,-47.1992530823,16.8348579407,183.616744995
2016-12-16T10:27:14.067669,1030000000,18,-47.2258758545,17.8105335236,176.554168701
2016-12-16T10:27:21.383088,1030000000,19,-47.2449150085,18.7238502502,181.297042847
2016-12-16T10:27:28.764510,1030000000,20,-47.2651824951,19.7047805786,175.792007446
2016-12-16T10:27:36.458950,1050000000,8,-46.8170661926,9.2101688385,14564.71875
2016-12-16T10:27:43.865374,1050000000,9,-46.9451828003,9.84434890747,-14833.0029297
2016-12-16T10:27:51.270797,1050000000,10,-46.9193267822,10.5994167328,153.795257568
2016-12-16T10:27:58.619218,1050000000,11,-47.0005912781,11.3448419571,186.853652954
2016-12-16T10:28:05.967638,1050000000,12,-47.0471572876,12.1383142471,218.05090332
2016-12-16T10:28:13.383062,1050000000,13,-47.0790786743,13.0053052902,199.126983643
2016-12-16T10:28:20.758484,1050000000,14,-47.1815795898,13.8771486282,176.265396118
2016-12-16T10:28:28.048901,1050000000,15,-47.134262085,14.8084869385,175.032669067
2016-12-16T10:28:35.533329,1050000000,16,-47.1947555542,15.7105493546,176.533538818
2016-12-16T10:28:42.861748,1050000000,17,-47.2481269836,16.6252288818,177.557693481
2016-12-16T10:28:50.120163,1050000000,18,-47.2337913513,17.5261993408,173.631378174
2016-12-16T10:28:57.371578,1050000000,19,-47.251789093,18.4022102356,180.167739868
2016-12-16T10:29:04.850006,1050000000,20,-47.2797889709,19.2382793427,177.414352417
2016-12-16T10:29:12.464441,1070000000,8,-46.73487854,9.19094753265,-212418.53125
2016-12-16T10:29:19.834863,1070000000,9,-46.8516960144,9.91313457489,23689.1132812
2016-12-16T10:29:27.277289,1070000000,10,-46.9331359863,10.5844736099,168.752029419
2016-12-16T10:29:34.638710,1070000000,11,-47.04088974,11.3181056976,189.009796143
2016-12-16T10:29:42.123138,1070000000,12,-47.0561676025,12.1346225739,169.552276611
2016-12-16T10:29:49.589565,1070000000,13,-47.0658531189,13.0132827759,202.369613647
2016-12-16T10:29:56.922984,1070000000,14,-47.1221351624,13.8935661316,174.236801147
2016-12-16T10:30:04.326408,1070000000,15,-47.1579856873,14.8308563232,200.24041748
2016-12-16T10:30:11.863839,1070000000,16,-47.1697616577,15.7493963242,187.126861572
2016-12-16T10:30:19.340266,1070000000,17,-47.1890449524,16.6703014374,180.646850586
2016-12-16T10:30:26.727689,1070000000,18,-47.2394294739,17.5833454132,181.927246094
2016-12-16T10:30:34.065109,1070000000,19,-47.2310791016,18.4680099487,174.741241455
2016-12-16T10:30:41.409529,1070000000,20,-47.2282943726,19.3052196503,185.689987183
2016-12-16T10:30:49.041965,1090000000,8,-46.7292976379,9.22243595123,53602.4765625
2016-12-16T10:30:56.479391,1090000000,9,-46.8579101562,9.8780040741,4903.14013672
2016-12-16T10:31:03.830811,1090000000,10,-46.9002952576,10.5827093124,188.53302002
2016-12-16T10:31:11.331240,1090000000,11,-46.9387512207,11.3736448288,177.431503296
2016-12-16T10:31:18.669660,1090000000,12,-46.9837989807,12.2006149292,185.061141968
2016-12-16T10:31:26.068083,1090000000,13,-47.0566940308,13.0617256165,163.868240356
2016-12-16T10:31:33.479507,1090000000,14,-47.0778312683,13.9457082748,209.645126343
2016-12-16T10:31:40.912932,1090000000,15,-47.1115264893,14.9117088318,190.871185303
2016-12-16T10:31:48.272353,1090000000,16,-47.1479530334,15.8647155762,181.688339233
2016-12-16T10:31:55.569770,1090000000,17,-47.1747360229,16.8142929077,186.316589355
2016-12-16T10:32:02.899190,1090000000,18,-47.1855049133,17.7688102722,183.554367065
2016-12-16T10:32:10.286612,1090000000,19,-47.1968727112,18.6940422058,177.5521698
2016-12-16T10:32:17.650033,1090000000,20,-47.21925354,19.5676784515,199.529006958
2016-12-16T10:32:25.284470,1110000000,8,-46.8325233459,9.24111270905,41112.4648438
2016-12-16T10:32:32.718895,1110000000,9,-46.9176559448,9.97542381287,-13805.0087891
2016-12-16T10:32:40.274327,1110000000,10,-46.9366989136,10.6484832764,172.87322998
2016-12-16T10:32:47.620748,1110000000,11,-46.9841384888,11.4305067062,166.533721924
2016-12-16T10:32:55.152178,1110000000,12,-47.0724754333,12.234331131,179.469680786
2016-12-16T10:33:02.589604,1110000000,13,-47.0861282349,13.1196308136,186.986068726
2016-12-16T10:33:09.988027,1110000000,14,-47.1396179199,14.0577812195,197.872238159
2016-12-16T10:33:17.504457,1110000000,15,-47.1928787231,15.0637378693,212.454238892
2016-12-16T10:33:24.936882,1110000000,16,-47.2305908203,16.0027427673,187.905212402
2016-12-16T10:33:32.239300,1110000000,17,-47.2704162598,16.9987983704,207.692245483
2016-12-16T10:33:39.623722,1110000000,18,-47.2507820129,17.9764060974,198.19833374
2016-12-16T10:33:46.989143,1110000000,19,-47.2612419128,18.9384098053,188.920410156
2016-12-16T10:33:54.389566,1110000000,20,-47.2685623169,19.9412155151,190.346740723
2016-12-16T10:34:02.007002,1130000000,8,-46.8199043274,9.24152755737,10146.8037109
2016-12-16T10:34:09.523432,1130000000,9,-46.9298591614,9.93384456635,13034.2070312
2016-12-16T10:34:16.882853,1130000000,10,-47.0476646423,10.6375274658,225.583740234
2016-12-16T10:34:24.383282,1130000000,11,-47.0635986328,11.4565677643,181.300888062
2016-12-16T10:34:31.793706,1130000000,12,-47.0524940491,12.2843742371,210.048614502
2016-12-16T10:34:39.283134,1130000000,13,-47.1248130798,13.137008667,195.389221191
2016-12-16T10:34:46.643555,1130000000,14,-47.1621551514,14.0838098526,194.243789673
2016-12-16T10:34:54.097982,1130000000,15,-47.2241744995,15.0079154968,191.298141479
2016-12-16T10:35:01.411400,1130000000,16,-47.2693443298,16.0010433197,202.013534546
2016-12-16T10:35:08.841825,1130000000,17,-47.2804832458,16.9940567017,196.063842773
2016-12-16T10:35:16.098240,1130000000,18,-47.2207069397,17.9958381653,193.273239136
2016-12-16T10:35:23.458661,1130000000,19,-47.2717704773,18.9744472504,191.136566162
2016-12-16T10:35:30.843083,1130000000,20,-47.2832450867,19.9685897827,204.108825684
2016-12-16T10:35:38.584526,1150000000,8,-46.9127540588,9.26995182037,-48520.9804688
2016-12-16T10:35:46.061954,1150000000,9,-47.0000190735,9.92314147949,-11645.5498047
2016-12-16T10:35:53.345370,1150000000,10,-47.1088256836,10.6363601685,149.983566284
2016-12-16T10:36:00.749794,1150000000,11,-47.1915359497,11.4292411804,166.107315063
2016-12-16T10:36:08.300226,1150000000,12,-47.251739502,12.2467536926,188.537597656
2016-12-16T10:36:15.689648,1150000000,13,-47.2910118103,13.1243286133,196.04989624
2016-12-16T10:36:23.032068,1150000000,14,-47.3469085693,14.0477275848,210.649993896
2016-12-16T10:36:30.447492,1150000000,15,-47.3868865967,14.9926137924,193.734085083
2016-12-16T10:36:37.835915,1150000000,16,-47.4095840454,15.961391449,213.394119263
2016-12-16T10:36:45.292342,1150000000,17,-47.4118041992,16.9513454437,198.853240967
2016-12-16T10:36:52.752768,1150000000,18,-47.4302330017,17.9244270325,191.034622192
2016-12-16T10:37:00.090188,1150000000,19,-47.4293479919,18.9069519043,196.369628906
2016-12-16T10:37:07.519613,1150000000,20,-47.4496269226,19.8489360809,213.373703003
2016-12-16T10:37:15.137049,1170000000,8,-46.9185256958,9.20564842224,-90151.2265625
2016-12-16T10:37:22.623477,1170000000,9,-46.9831733704,9.90225601196,41845.2695312
2016-12-16T10:37:29.966897,1170000000,10,-47.0939826965,10.5946292877,129.654266357
2016-12-16T10:37:37.352319,1170000000,11,-47.1423377991,11.3962059021,206.484176636
2016-12-16T10:37:44.655737,1170000000,12,-47.2463684082,12.2292156219,146.323059082
2016-12-16T10:37:52.094162,1170000000,13,-47.2894210815,13.0622711182,202.428573608
2016-12-16T10:37:59.453583,1170000000,14,-47.3157157898,13.9481449127,199.358581543
2016-12-16T10:38:06.898009,1170000000,15,-47.3250999451,14.8782844543,201.551940918
2016-12-16T10:38:14.397438,1170000000,16,-47.3648757935,15.840795517,201.862670898
2016-12-16T10:38:21.823863,1170000000,17,-47.4123268127,16.7760105133,200.108932495
2016-12-16T10:38:29.257288,1170000000,18,-47.4072799683,17.7126064301,219.705032349
2016-12-16T10:38:36.610709,1170000000,19,-47.4195976257,18.6412315369,199.900817871
2016-12-16T10:38:44.001131,1170000000,20,-47.4317817688,19.5423870087,206.753173828
2016-12-16T10:38:51.698572,1190000000,8,-46.9926300049,9.2459602356,-89101.9609375
2016-12-16T10:38:59.010990,1190000000,9,-47.1500282288,9.94594669342,-82503.140625
2016-12-16T10:39:06.510419,1190000000,10,-47.1807479858,10.6189613342,233.083297729
2016-12-16T10:39:14.097853,1190000000,11,-47.2239723206,11.407081604,183.58203125
2016-12-16T10:39:21.374269,1190000000,12,-47.2894897461,12.2023220062,196.02015686
2016-12-16T10:39:28.661686,1190000000,13,-47.3278465271,13.081864357,226.527832031
2016-12-16T10:39:36.147114,1190000000,14,-47.3711662292,13.9711952209,230.314239502
2016-12-16T10:39:43.461532,1190000000,15,-47.4246292114,14.9599466324,224.817520142
2016-12-16T10:39:50.845955,1190000000,16,-47.4486961365,15.8932037354,206.022277832
2016-12-16T10:39:58.187375,1190000000,17,-47.4624900818,16.8838672638,194.202865601
2016-12-16T10:40:05.531795,1190000000,18,-47.4705467224,17.8391094208,202.080581665
2016-12-16T10:40:12.916217,1190000000,19,-47.4772071838,18.7939739227,208.11907959
2016-12-16T10:40:20.399645,1190000000,20,-47.4931793213,19.7081069946,208.832885742
2016-12-16T10:40:28.119087,1210000000,8,-47.111000061,9.25128364563,-199410.90625
2016-12-16T10:40:35.636516,1210000000,9,-47.2238349915,9.93768024445,181.167602539
2016-12-16T10:40:43.134945,1210000000,10,-47.2543029785,10.6799240112,220.023590088
2016-12-16T10:40:50.465365,1210000000,11,-47.3587646484,11.4526185989,190.802246094
2016-12-16T10:40:57.791784,1210000000,12,-47.4155006409,12.2563076019,235.016769409
2016-12-16T10:41:05.270211,1210000000,13,-47.4845581055,13.1631069183,209.997940063
2016-12-16T10:41:12.654634,1210000000,14,-47.5262031555,14.053940773,203.877639771
2016-12-16T10:41:20.154063,1210000000,15,-47.5556945801,15.0172748566,201.641952515
2016-12-16T10:41:27.523484,1210000000,16,-47.5682754517,15.9827327728,213.78717041
2016-12-16T10:41:34.969910,1210000000,17,-47.5952224731,16.9701347351,216.013183594
2016-12-16T10:41:42.453338,1210000000,18,-47.6071510315,17.9298419952,232.256958008
2016-12-16T10:41:49.853761,1210000000,19,-47.6146850586,18.9473571777,205.71244812
2016-12-16T10:41:57.255185,1210000000,20,-47.6155319214,19.9220104218,213.046096802
2016-12-16T10:42:04.998628,1230000000,8,-46.9480628967,9.23398303986,91744.3984375
2016-12-16T10:42:12.423052,1230000000,9,-47.0496177673,9.91221618652,195.14642334
2016-12-16T10:42:19.823476,1230000000,10,-47.1229705811,10.6383123398,276.040344238
2016-12-16T10:42:27.243900,1230000000,11,-47.1936683655,11.4333686829,156.675292969
2016-12-16T10:42:34.627322,1230000000,12,-47.2526779175,12.235294342,237.935974121
2016-12-16T10:42:41.957742,1230000000,13,-47.3250656128,13.1343822479,214.566085815
2016-12-16T10:42:49.341164,1230000000,14,-47.3605308533,14.0924472809,240.861618042
2016-12-16T10:42:56.762588,1230000000,15,-47.3869895935,15.0161180496,225.065139771
2016-12-16T10:43:04.177013,1230000000,16,-47.4268608093,16.0120201111,206.487258911
2016-12-16T10:43:11.508432,1230000000,17,-47.4440498352,17.0057106018,208.850982666
2016-12-16T10:43:18.875853,1230000000,18,-47.4623794556,17.9775295258,213.787246704
2016-12-16T10:43:26.316279,1230000000,19,-47.4875602722,18.9769477844,196.182159424
2016-12-16T10:43:33.662699,1230000000,20,-47.5134239197,19.94257164,223.396453857
2016-12-16T10:43:41.264134,1250000000,8,-47.1278495789,9.2522726059,26502.5097656
2016-12-16T10:43:48.647556,1250000000,9,-47.2411766052,9.91167449951,-12094.2841797
2016-12-16T10:43:56.149985,1250000000,10,-47.3479614258,10.6438026428,254.860870361
2016-12-16T10:44:03.507406,1250000000,11,-47.4135246277,11.4225625992,252.024459839
2016-12-16T10:44:10.915830,1250000000,12,-47.4883918762,12.2680959702,252.586639404
2016-12-16T10:44:18.351255,1250000000,13,-47.534324646,13.1076898575,189.505599976
2016-12-16T10:44:25.719676,1250000000,14,-47.5875549316,14.0658683777,217.261047363
2016-12-16T10:44:33.049096,1250000000,15,-47.6014976501,15.0057239532,217.621963501
2016-12-16T10:44:40.582527,1250000000,16,-47.6436920166,15.9918727875,211.248687744
2016-12-16T10:44:47.917946,1250000000,17,-47.6715545654,16.980255127,205.936691284
2016-12-16T10:44:55.449377,1250000000,18,-47.6717453003,17.9677314758,232.846664429
2016-12-16T10:45:02.823799,1250000000,19,-47.7088241577,18.9716434479,215.048339844
2016-12-16T10:45:10.174219,1250000000,20,-47.7123374939,19.925863266,219.221969604
2016-12-16T10:45:17.829657,1270000000,8,-47.2463226318,9.15551567078,-74510.671875
2016-12-16T10:45:25.331086,1270000000,9,-47.297088623,9.9017868042,5555.88232422
2016-12-16T10:45:32.769512,1270000000,10,-47.3257904053,10.6249723434,247.016647339
2016-12-16T10:45:40.083930,1270000000,11,-47.3717536926,11.4038295746,165.324890137
2016-12-16T10:45:47.560358,1270000000,12,-47.4477043152,12.2120132446,248.691101074
2016-12-16T10:45:54.890777,1270000000,13,-47.5110816956,13.094534874,220.488632202
2016-12-16T10:46:02.256198,1270000000,14,-47.5346374512,14.0070171356,232.098190308
2016-12-16T10:46:09.640620,1270000000,15,-47.5657310486,14.9669208527,231.989578247
2016-12-16T10:46:16.986041,1270000000,16,-47.6055335999,15.9113826752,213.630889893
2016-12-16T10:46:24.327460,1270000000,17,-47.6378173828,16.8433933258,211.86126709
2016-12-16T10:46:31.639879,1270000000,18,-47.6619644165,17.8084411621,222.413757324
2016-12-16T10:46:38.979299,1270000000,19,-47.6499938965,18.7597446442,221.089447021
2016-12-16T10:46:46.243714,1270000000,20,-47.6659240723,19.6530857086,221.010437012
2016-12-16T10:46:53.887151,1290000000,8,-47.0917243958,9.26430416107,10628.9609375
2016-12-16T10:47:01.330577,1290000000,9,-47.1614227295,9.93059825897,-30754.0917969
2016-12-16T10:47:08.893009,1290000000,10,-47.1814537048,10.6570444107,211.514526367
2016-12-16T10:47:16.393438,1290000000,11,-47.2924575806,11.4213657379,261.598815918
2016-12-16T10:47:24.505902,1290000000,12,-47.4747772217,12.1756267548,170.026977539
2016-12-16T10:47:31.977330,1290000000,13,-47.392124176,13.1180438995,215.828872681
2016-12-16T10:47:39.363752,1290000000,14,-47.4226722717,14.0278234482,228.479721069
2016-12-16T10:47:46.794177,1290000000,15,-47.458732605,14.9965801239,218.634841919
2016-12-16T10:47:54.146598,1290000000,16,-47.4958877563,15.9499721527,208.105529785
2016-12-16T10:48:01.647027,1290000000,17,-47.4968795776,16.9284706116,227.759597778
2016-12-16T10:48:08.961445,1290000000,18,-47.5298461914,17.8812446594,215.524505615
2016-12-16T10:48:16.364869,1290000000,19,-47.5224647522,18.8018436432,229.243057251
2016-12-16T10:48:23.749291,1290000000,20,-47.5191268921,19.7823791504,231.607650757
2016-12-16T10:48:31.478733,1310000000,8,-47.2078819275,9.25964546204,-108516.804688
2016-12-16T10:48:38.910158,1310000000,9,-47.3444709778,9.89128875732,14820.1044922
2016-12-16T10:48:46.366585,1310000000,10,-47.3629837036,10.6600227356,247.134063721
2016-12-16T10:48:53.783009,1310000000,11,-47.4549980164,11.3890151978,235.880996704
2016-12-16T10:49:01.298439,1310000000,12,-47.4923782349,12.210483551,216.52973938
2016-12-16T10:49:08.738864,1310000000,13,-47.5577964783,13.1099462509,219.067138672
2016-12-16T10:49:16.050282,1310000000,14,-47.5656280518,14.0109939575,231.408599854
2016-12-16T10:49:23.497708,1310000000,15,-47.6259918213,14.9655637741,218.25692749
2016-12-16T10:49:30.827128,1310000000,16,-47.648639679,15.9413003922,217.449981689
2016-12-16T10:49:38.271553,1310000000,17,-47.6581687927,16.8793849945,239.360473633
2016-12-16T10:49:45.686978,1310000000,18,-47.7086601257,17.8439235687,220.780517578
2016-12-16T10:49:52.989395,1310000000,19,-47.6999435425,18.7936897278,218.850479126
2016-12-16T10:50:00.256811,1310000000,20,-47.7142562866,19.7282485962,231.126556396
2016-12-16T10:50:07.954251,1330000000,8,-47.3034667969,9.25412559509,-7816.31835938
2016-12-16T10:50:15.470681,1330000000,9,-47.3367652893,9.95143032074,-4463.72167969
2016-12-16T10:50:23.157121,1330000000,10,-47.4232254028,10.6223201752,213.392349243
2016-12-16T10:50:30.642549,1330000000,11,-47.5330505371,11.4164533615,211.72517395
2016-12-16T10:50:37.971968,1330000000,12,-47.5842628479,12.2260322571,245.9637146
2016-12-16T10:50:45.275386,1330000000,13,-47.6278266907,13.1383275986,202.417510986
2016-12-16T10:50:52.658808,1330000000,14,-47.6669311523,14.045211792,214.99887085
2016-12-16T10:50:59.941225,1330000000,15,-47.673828125,14.9761161804,231.187973022
2016-12-16T10:51:07.261643,1330000000,16,-47.7610359192,15.9469184875,231.91078186
2016-12-16T10:51:14.693068,1330000000,17,-47.7835845947,16.9583911896,238.132064819
2016-12-16T10:51:22.092492,1330000000,18,-47.7520713806,17.9101314545,211.211837769
2016-12-16T10:51:29.534917,1330000000,19,-47.7958869934,18.8734455109,231.315917969
2016-12-16T10:51:36.859336,1330000000,20,-47.8026046753,19.7966175079,235.643066406
2016-12-16T10:51:44.536775,1350000000,8,-47.3572921753,9.19832134247,108425.109375
2016-12-16T10:51:51.961200,1350000000,9,-47.4281082153,9.86446285248,22965.84375
2016-12-16T10:51:59.349623,1350000000,10,-47.3986816406,10.6030712128,219.845397949
2016-12-16T10:52:06.735045,1350000000,11,-47.4991798401,11.4108886719,213.79335022
2016-12-16T10:52:14.111467,1350000000,12,-47.558467865,12.2393274307,213.609359741
2016-12-16T10:52:21.439886,1350000000,13,-47.597568512,13.1302537918,237.548065186
2016-12-16T10:52:28.799307,1350000000,14,-47.6279182434,14.047451973,226.714630127
2016-12-16T10:52:36.064723,1350000000,15,-47.6461715698,15.0395822525,245.084274292
2016-12-16T10:52:43.449145,1350000000,16,-47.697265625,16.0119171143,244.092605591
2016-12-16T10:52:50.897571,1350000000,17,-47.7117652893,16.995475769,230.177322388
2016-12-16T10:52:58.179988,1350000000,18,-47.7538223267,18.0065898895,251.75680542
2016-12-16T10:53:05.553409,1350000000,19,-47.7560119629,18.9330062866,233.926361084
2016-12-16T10:53:12.946832,1350000000,20,-47.7560997009,19.9253978729,239.196853638
2016-12-16T10:53:20.572268,1370000000,8,-47.2655143738,9.25202941895,-61281.9414062
2016-12-16T10:53:27.904688,1370000000,9,-47.3665885925,9.87193202972,-1192.42260742
2016-12-16T10:53:35.372115,1370000000,10,-47.4782676697,10.6394176483,223.508010864
2016-12-16T10:53:42.845542,1370000000,11,-47.5025749207,11.4224891663,265.178344727
2016-12-16T10:53:50.275967,1370000000,12,-47.5722045898,12.2616500854,226.112747192
2016-12-16T10:53:57.559384,1370000000,13,-47.6067962646,13.1334533691,273.655426025
2016-12-16T10:54:05.052812,1370000000,14,-47.6759376526,14.0445146561,239.061218262
2016-12-16T10:54:12.322228,1370000000,15,-47.6267356873,15.012462616,235.997055054
2016-12-16T10:54:19.843658,1370000000,16,-47.7142677307,15.9907255173,244.605285645
2016-12-16T10:54:27.173078,1370000000,17,-47.7214508057,16.9518642426,244.786880493
2016-12-16T10:54:34.535499,1370000000,18,-47.7365074158,17.9266490936,227.557815552
2016-12-16T10:54:41.902920,1370000000,19,-47.7553405762,18.877910614,234.883789062
2016-12-16T10:54:49.205338,1370000000,20,-47.7705841064,19.8752441406,235.207763672
2016-12-16T10:54:56.973782,1390000000,8,-47.351978302,9.23321342468,20115.71875
2016-12-16T10:55:04.550216,1390000000,9,-47.3514976501,9.96294784546,19995.5800781
2016-12-16T10:55:12.005642,1390000000,10,-47.46251297,10.6719503403,252.857894897
2016-12-16T10:55:19.378064,1390000000,11,-47.536277771,11.4384975433,217.674957275
2016-12-16T10:55:26.647479,1390000000,12,-47.5927047729,12.2383956909,257.287536621
2016-12-16T10:55:33.956897,1390000000,13,-47.6507453918,13.1576118469,243.949035645
2016-12-16T10:55:41.294317,1390000000,14,-47.7118339539,14.077205658,233.986587524
2016-12-16T10:55:48.763744,1390000000,15,-47.6965713501,15.031293869,235.833007812
2016-12-16T10:55:56.249173,1390000000,16,-47.76171875,16.0452575684,227.972167969
2016-12-16T10:56:03.648596,1390000000,17,-47.759552002,17.0182228088,246.869827271
2016-12-16T10:56:10.954014,1390000000,18,-47.7771186829,18.035949707,236.60710144
2016-12-16T10:56:18.398439,1390000000,19,-47.7897148132,19.000951767,245.698318481
2016-12-16T10:56:25.680856,1390000000,20,-47.8135223389,19.9804992676,255.642578125
2016-12-16T10:56:33.298292,1410000000,8,-47.40467453,9.22012138367,80514.5703125
2016-12-16T10:56:40.679714,1410000000,9,-47.5023803711,9.925116539,-13816.2900391
2016-12-16T10:56:48.252147,1410000000,10,-47.5005264282,10.6409091949,250.694320679
2016-12-16T10:56:55.597567,1410000000,11,-47.5714569092,11.4303703308,219.652923584
2016-12-16T10:57:02.960988,1410000000,12,-47.6381797791,12.2499027252,216.089096069
2016-12-16T10:57:10.583424,1410000000,13,-47.6774215698,13.1255435944,245.173538208
2016-12-16T10:57:17.965846,1410000000,14,-47.7170066833,14.0387048721,222.704406738
2016-12-16T10:57:25.283265,1410000000,15,-47.7467079163,15.0049095154,250.131729126
2016-12-16T10:57:32.617684,1410000000,16,-47.7779312134,15.9632930756,233.416809082
2016-12-16T10:57:39.968105,1410000000,17,-47.8155136108,16.9719638824,260.481201172
2016-12-16T10:57:47.318525,1410000000,18,-47.8290672302,17.9034729004,252.257003784
2016-12-16T10:57:54.702948,1410000000,19,-47.8196144104,18.8865585327,245.301269531
2016-12-16T10:58:02.070369,1410000000,20,-47.8381690979,19.8553638458,244.214523315
2016-12-16T10:58:09.757809,1430000000,8,-47.4209136963,9.20413208008,-5266.92724609
2016-12-16T10:58:17.235236,1430000000,9,-47.298412323,9.91792106628,-21001.453125
2016-12-16T10:58:24.587657,1430000000,10,-47.3747138977,10.647102356,242.880813599
2016-12-16T10:58:31.871074,1430000000,11,-47.4591178894,11.4168453217,254.136688232
2016-12-16T10:58:39.289498,1430000000,12,-47.5073242188,12.2527866364,266.602142334
2016-12-16T10:58:46.656919,1430000000,13,-47.574306488,13.1357145309,236.346969604
2016-12-16T10:58:53.965337,1430000000,14,-47.6531295776,14.069018364,230.612228394
2016-12-16T10:59:01.424764,1430000000,15,-47.6379508972,15.0120153427,238.916809082
2016-12-16T10:59:08.921024,1430000000,16,-47.690032959,15.9928598404,245.608978271
2016-12-16T10:59:16.284633,1430000000,17,-47.7375984192,16.9635353088,243.688644409
2016-12-16T10:59:23.674643,1430000000,18,-47.7351570129,17.9740371704,242.973937988
2016-12-16T10:59:30.974654,1430000000,19,-47.7300415039,18.9298477173,251.858169556
2016-12-16T10:59:38.285665,1430000000,20,-47.7585678101,19.9090251923,247.745941162
2016-12-16T10:59:45.988676,1450000000,8,-47.3790397644,9.2982378006,28004.3515625
2016-12-16T10:59:53.275687,1450000000,9,-47.4872436523,9.90134429932,-12256.4804688
2016-12-16T11:00:00.788698,1450000000,10,-47.4898147583,10.6379299164,147.533981323
2016-12-16T11:00:08.271709,1450000000,11,-47.5456848145,11.440908432,245.023529053
2016-12-16T11:00:15.611719,1450000000,12,-47.5675544739,12.2703075409,290.447692871
2016-12-16T11:00:22.976730,1450000000,13,-47.627407074,13.1325616837,246.298797607
