timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec),Estimated Power Delta
2017-01-24T11:18:48.202711,1674000000,-44.1,-44.88024139,28.15892792,-39.7,-43.5892,23.692,148211.4,TRUE,0,-5.708958606
2017-01-24T11:19:00.041388,1718000000,-44.1,-44.57991409,29.99723625,-39.7,-42.97428571,24.69020408,-467527.6939,TRUE,0,-5.394371621
2017-01-24T11:19:12.024073,1758000000,-44.1,-44.75301361,30.24475288,-39.7,-43.55673469,23.77836735,149412,TRUE,0,-5.803721083
2017-01-24T11:19:23.959756,1802000000,-44.1,-44.5821228,32.12524796,-39.7,-43.2188,25.3496,145819.44,TRUE,0,-5.636677197
2017-01-24T11:19:35.872437,1846000000,-44.1,-44.96103668,28.98809052,-39.7,-42.9144898,23.73489796,132669,TRUE,0,-4.953453114
2017-01-24T11:19:47.936127,1886000000,-44.1,-44.87920761,30.80058289,-39.7,-42.68632653,23.69489796,137453,TRUE,0,-4.80711892
2017-01-24T11:19:59.859809,1926000000,-44.1,-44.77040863,27.72100449,-39.7,-42.5656,25.098,132664.44,TRUE,0,-4.79519137
2017-01-24T11:20:12.031506,1966000000,-44.1,-44.88013458,29.33613586,-39.7,-42.3588,24.1844,119514,TRUE,0,-4.478665417
2017-01-24T11:20:24.258205,2006000000,-44.1,-44.8887825,26.753479,-39.7,-42.5728,22.9188,114730,TRUE,0,-4.684017499
2017-01-24T11:20:36.451902,2046000000,-44.1,-45.17687988,28.76221085,-39.7,-42.8784,23.6824,119514,TRUE,0,-4.701520117
2017-01-24T11:20:48.439588,2086000000,-44.1,-45.15372467,28.57967377,-39.7,-43.172,22.3004,728079,TRUE,0,-5.01827533
2017-01-24T11:21:00.376271,2126000000,-44.1,-45.02747726,25.65088081,-39.7,-43.03040816,22.91979592,101570.3469,TRUE,0,-5.002930899
