timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec),Estimated Power Delta
2017-01-27T15:59:45.277757,974000000,-45.5,-45.50806427,26.43898773,-39.7,-42.05683779,22.33210986,122727.4286,TRUE,0.25,-3.548773523
2017-01-27T15:59:59.524572,1003000000,-45.5,-45.88516617,26.21493149,-39.7,-42.5070143,23.59844173,112362.4167,TRUE,0.25,-3.62184813
2017-01-27T16:00:13.715383,1032000000,-45.5,-45.48638153,26.05953217,-39.7,-42.24055333,22.36314733,101998.4286,TRUE,0.25,-3.754171799
2017-01-27T16:00:28.076205,1061000000,-45.5,-45.58085632,25.85272217,-39.7,-42.53626552,24.34825267,101202,TRUE,0.25,-3.955409199
2017-01-27T16:00:42.267016,1091000000,-45.5,-46.24928284,25.73116302,-39.7,-43.32261128,21.36963769,95621,TRUE,0.25,-4.073328445
2017-01-27T16:00:56.467829,1120000000,-45.5,-45.05361557,25.85374069,-39.7,-42.55217753,22.13876826,103594,TRUE,0.25,-4.498561964
2017-01-27T16:01:10.688642,1149000000,-45.5,-45.51665497,25.73352814,-39.7,-42.85583855,20.91076245,102795.4286,TRUE,0.25,-4.339183579
2017-01-27T16:01:24.798449,1178000000,-45.5,-46.21141434,25.56014633,-39.7,-43.17346998,24.4898818,92430.41667,TRUE,0.25,-3.962055645
2017-01-27T16:01:39.019262,1207000000,-45.5,-45.1509285,25.47456741,-39.7,-42.86700373,21.51738202,91633.41667,TRUE,0.25,-4.71607523
2017-01-27T16:01:53.170072,1236000000,-45.5,-45.49970245,25.27230835,-39.7,-43.08731743,21.18332871,90038.44898,TRUE,0.25,-4.587614976
2017-01-27T16:02:07.380885,1266000000,-45.5,-46.01443863,25.10557938,-39.7,-43.12931556,21.12823641,94025.42857,TRUE,0.25,-4.114876932
2017-01-27T16:02:21.787709,1295000000,-45.5,-45.77568817,24.72892761,-39.7,-43.41120214,20.39086093,93230,TRUE,0.25,-4.635513968
2017-01-27T16:02:36.012522,1324000000,-45.5,-45.71214294,24.66753387,-39.7,-43.61849372,21.23692512,92430.41667,TRUE,0.25,-4.906350776
2017-01-27T16:02:50.213334,1353000000,-45.5,-46.02594757,24.53476715,-39.7,-44.04577258,20.57874247,71703,TRUE,0.25,-5.019825007
2017-01-27T16:03:04.483151,1382000000,-45.5,-45.96457672,24.65234375,-39.7,-44.60018507,20.84533915,70906,TRUE,0.25,-5.635608352
2017-01-27T16:03:18.643961,1411000000,-45.5,-46.45921707,24.52332687,-39.7,-44.8893513,20.20576537,79676,TRUE,0.25,-5.430134225
