timestamp,Frequency (Hz),SFU Power (dBm),FSW Power (dBm),AIM Power (dBm),AIM SNR (dB),AIM Offset (Hz),Demod Lock,Demod Acq Time,Power Error
2016-12-19T16:50:08.474522,530000000,-65,-64.19931042479999,-65.23750000000001,18.40938775510204,36996.0,True,0.25,0.46116516230824794
2016-12-19T16:50:15.757939,530000000,-40,-39.6596452026,-42.064300000000046,29.1716,37149.0,True,0.0,0.6684931637328
2016-12-19T16:50:23.204365,530000000,-20,-19.5131989746,-21.454765306122447,28.197755102040823,37149.0,True,0.0,0.591823273238893
2016-12-19T16:50:30.604788,550000000,-65,-64.3239571533,-66.91955102040814,18.239183673469388,42971.34693877551,True,0.0,0.8058445517415525
2016-12-19T16:50:37.889204,550000000,-40,-39.778291412399994,-42.26873469387755,27.3395918367347,42976.0,True,0.0,0.8235561277955681
2016-12-19T16:50:45.349631,550000000,-20,-19.598233886699997,-21.645599999999988,26.591200000000004,42976.0,True,0.0,0.9308084386083753
2016-12-19T16:50:52.750054,570000000,-65,-64.24784002690001,-65.1435,18.039999999999996,50148.67346938775,True,0.25,0.47044468502434605
2016-12-19T16:51:00.049472,570000000,-40,-39.7102347412,-42.03470000000001,26.717599999999997,49994.44,True,0.0,0.5998672972460558
2016-12-19T16:51:07.492898,570000000,-20,-19.5476332703,-21.47807142857144,27.587142857142858,49994.34693877551,True,0.0,0.7150045639774932
2016-12-19T16:51:14.893321,590000000,-65,-63.9897489014,-66.91727551020408,17.489795918367356,46564.0,True,0.0,0.304461433413897
2016-12-19T16:51:22.148736,590000000,-40,-39.574397033699995,-42.246900000000004,27.53599999999999,46406.44,True,0.0,0.5156328671037234
2016-12-19T16:51:29.577161,590000000,-20,-19.471045440699996,-21.869699999999995,28.673200000000005,46559.4,True,0.0,0.6517127546611583
2016-12-19T16:51:36.951583,610000000,-65,-64.0525894165,-65.59339999999995,17.56163265306122,53739.0,True,0.25,0.3672441214755598
2016-12-19T16:51:44.223999,610000000,-40,-39.6194572449,-42.46008163265307,28.590204081632656,53734.34693877551,True,0.0,0.7250806515396252
2016-12-19T16:51:51.681425,610000000,-20,-19.527469635000003,-21.970000000000013,28.377999999999997,53739.0,True,0.0,0.6220075745267425
2016-12-19T16:51:59.094849,630000000,-65,-64.1455701294,-67.29548979591837,16.92428571428572,40732.30612244898,True,0.0,0.4078144012704605
2016-12-19T16:52:06.350264,630000000,-40,-39.6751759949,-42.74979999999999,29.181600000000014,40584.0,True,0.0,0.5400911726527375
2016-12-19T16:52:13.796690,630000000,-20,-19.5092557373,-22.117530612244906,29.44979591836735,40737.0,True,0.0,0.6619201547527718
2016-12-19T16:52:21.211114,650000000,-65,-64.2755471802,-67.71549999999999,17.894897959183673,47755.30612244898,True,0.0,0.6072124993378856
2016-12-19T16:52:28.479530,650000000,-40,-39.756580505399995,-43.17230000000002,27.181600000000007,47907.44,True,0.0,0.7161437011322057
2016-12-19T16:52:35.929956,650000000,-20,-19.6066590881,-22.522642857142856,28.086122448979587,47912.0,True,0.0,0.5154414522705942
2016-12-19T16:52:43.314378,670000000,-65,-64.2609001465,-68.0584897959184,16.756326530612245,44324.0,True,0.0,0.34083098468280204
2016-12-19T16:52:50.580794,670000000,-40,-39.7046066589,-43.40159999999999,27.952799999999993,44319.44,True,0.0,0.5447779618741465
2016-12-19T16:52:58.033220,670000000,-20,-19.605691558799997,-22.830122448979598,27.441224489795918,44324.0,True,0.0,0.5836434378113677
2016-12-19T16:53:05.400642,690000000,-65,-64.14709655760001,-67.75399999999999,16.766530612244896,41932.0,True,0.0,0.33485976766212
2016-12-19T16:53:12.654056,690000000,-40,-39.5972956848,-43.101999999999975,26.823599999999992,41927.44,True,0.0,0.6241039762431182
2016-12-19T16:53:20.082481,690000000,-20,-19.462022705100004,-22.59680000000001,27.66560000000001,41932.0,True,0.0,0.607178947198774
2016-12-19T16:53:27.466904,710000000,-65,-64.1203376465,-65.83749999999999,17.128163265306114,58825.65306122449,True,0.25,0.3647696083926922
2016-12-19T16:53:34.730319,710000000,-40,-39.6200019531,-42.89245918367345,28.316326530612255,58828.0,True,0.0,0.5743923028353173
2016-12-19T16:53:42.185746,710000000,-20,-19.4490119629,-22.474100000000014,27.146799999999995,58828.0,True,0.0,0.45738373557084316
2016-12-19T16:53:49.584169,730000000,-65,-64.1107433472,-67.3537,17.582244897959182,55087.0,True,0.25,0.2513631359146678
2016-12-19T16:53:56.860585,730000000,-40,-39.6262653503,-42.65730000000002,27.83360000000001,55082.44,True,0.0,1.1440219015718625
2016-12-19T16:54:04.304011,730000000,-20,-19.430208984399997,-22.388091836734674,29.56244897959183,55087.0,True,0.0,0.5243780684519362
2016-12-19T16:54:11.733436,970000000,-65,-63.978956420900005,-67.09402040816332,17.10122448979591,68090.0,True,0.0,0.36493557073920735
2016-12-19T16:54:19.036853,970000000,-40,-39.522932251,-42.64218367346942,27.490408163265315,68085.3469387755,True,0.0,0.7482482915419626
2016-12-19T16:54:26.519281,970000000,-20,-19.385027130100003,-22.214224489795917,29.67591836734694,68090.0,True,0.0,0.49224297104264836
2016-12-19T16:54:33.962707,990000000,-65,-64.0294106445,-65.82869999999997,17.496734693877556,64499.67346938775,True,0.25,0.37830746950030547
2016-12-19T16:54:41.271125,990000000,-40,-39.5550072632,-42.623099999999994,27.752799999999997,64502.0,True,0.0,0.5206494222977767
2016-12-19T16:54:48.765554,990000000,-20,-19.359759612999998,-22.15149999999999,27.461199999999995,64502.0,True,0.0,0.6106899660721935
2016-12-19T16:54:56.172977,1010000000,-65,-64.11176373289999,-65.59040000000005,17.451428571428565,71675.6530612245,True,0.25,0.4382164264861429
2016-12-19T16:55:03.463394,1010000000,-40,-39.6460960083,-42.5548,28.901999999999994,71673.4,True,0.0,0.5883573963244015
2016-12-19T16:55:10.936822,1010000000,-20,-19.479950683600002,-22.12669387755102,29.286326530612257,71673.30612244898,True,0.0,0.4866844362507489
2016-12-19T16:55:18.322244,1030000000,-65,-64.0644314575,-67.17340816326532,17.52938775510205,77500.3469387755,True,0.0,0.40501064240069073
2016-12-19T16:55:25.608661,1030000000,-40,-39.581002502400004,-42.599734693877565,28.116938775510192,77505.0,True,0.0,0.5248362643644909
2016-12-19T16:55:33.064087,1030000000,-20,-19.4116452026,-22.155800000000003,28.172800000000006,77657.0,True,0.0,0.6430805128878934
2016-12-19T16:55:40.423508,1050000000,-65,-64.05978179930001,-67.4037346938776,17.220612244897946,84675.3469387755,True,0.0,0.607180258185687
2016-12-19T16:55:47.675923,1050000000,-40,-39.5278756714,-42.799400000000034,28.8224,84680.0,True,0.0,0.5990158241737273
2016-12-19T16:55:55.107348,1050000000,-20,-19.4182946777,-22.30373469387755,27.925918367346952,84680.0,True,0.0,0.5698500363864926
2016-12-19T16:56:02.524773,1070000000,-65,-64.0392612305,-67.84712244897965,17.219591836734697,81093.0,True,0.0,0.42993398781090847
2016-12-19T16:56:09.797188,1070000000,-40,-39.569511779799996,-43.15859999999998,29.05120000000001,81093.0,True,0.0,0.3482687134225827
2016-12-19T16:56:17.227613,1070000000,-20,-19.4243587341,-22.544877551020427,29.345714285714287,81088.30612244898,True,0.0,0.526253364491414
2016-12-19T16:56:24.613036,1090000000,-65,-63.986320800799994,-67.53236734693884,17.25857142857143,88415.3469387755,True,0.0,0.37417139819294043
2016-12-19T16:56:31.868451,1090000000,-40,-39.5486453247,-43.033199999999994,28.052000000000017,88268.0,True,0.0,0.48247765295103834
2016-12-19T16:56:39.312877,1090000000,-20,-19.3710787964,-22.572571428571415,28.61959183673468,88415.3469387755,True,0.0,0.4253707270959756
2016-12-19T16:56:46.714300,1110000000,-65,-64.0366547241,-67.59073469387755,17.090204081632645,75310.12244897959,True,0.0,0.4266467644413777
2016-12-19T16:56:53.983716,1110000000,-40,-39.5631134644,-43.0304,28.135600000000007,75266.0,True,0.0,0.4464355578104579
2016-12-19T16:57:01.429142,1110000000,-20,-19.3709290161,-22.381346938775494,27.65142857142858,75266.0,True,0.0,0.5395061931919813
2016-12-19T16:57:08.797563,1130000000,-65,-63.9251851196,-66.19119999999998,17.22081632653062,82593.0,True,0.25,0.3384477647928921
2016-12-19T16:57:16.080980,1130000000,-40,-39.4257001038,-42.99219999999997,26.541199999999993,82441.0,True,0.0,0.6259181849634886
2016-12-19T16:57:23.530406,1130000000,-20,-19.245264923100002,-22.393612244897966,28.389183673469383,82593.0,True,0.0,0.5009851792213326
2016-12-19T16:57:30.916828,1150000000,-65,-63.9714387817,-67.38930612244897,16.7734693877551,80196.3469387755,True,0.0,0.6249509182742766
2016-12-19T16:57:38.176243,1150000000,-40,-39.500338928199994,-42.869199999999985,27.442000000000004,80196.44,True,0.0,0.6085932440890189
2016-12-19T16:57:45.630670,1150000000,-20,-19.312388793900002,-22.356244897959183,28.039387755102023,80201.0,True,0.0,0.8335258480680953
2016-12-19T16:57:53.001091,1170000000,-65,-64.0893995972,-67.60416326530611,17.081020408163266,86181.0,True,0.0,0.38083550842972635
2016-12-19T16:58:00.274507,1170000000,-40,-39.6503622742,-43.046,27.46039999999999,86181.0,True,0.0,0.49127445900468847
2016-12-19T16:58:07.700932,1170000000,-20,-19.5144179077,-22.493999999999993,27.945200000000014,86176.44,True,0.0,0.4835722276959967
2016-12-19T16:58:15.074354,1190000000,-65,-64.03717895509999,-66.08780000000003,17.0495918367347,93353.67346938775,True,0.25,0.3499483311968296
2016-12-19T16:58:22.377772,1190000000,-40,-39.5716409302,-43.01499999999996,27.083999999999996,93351.44,True,0.0,0.6704258759188063
2016-12-19T16:58:29.821197,1190000000,-20,-19.4357881165,-22.43557142857142,26.85734693877551,93356.0,True,0.0,0.4922236457417879
2016-12-19T16:58:37.219621,1210000000,-65,-64.07767346189999,-67.6061428571429,17.110000000000007,89769.0,True,0.0,0.3953503354260041
2016-12-19T16:58:44.475036,1210000000,-40,-39.6598267822,-43.075000000000045,28.033199999999997,89769.0,True,0.0,0.4321023003240315
2016-12-19T16:58:51.935462,1210000000,-20,-19.472048309300003,-22.500836734693884,26.995714285714275,89764.30612244898,True,0.0,0.4766641760716612
2016-12-19T16:58:59.273882,1230000000,-65,-64.0156229248,-65.92980000000004,17.130612244897964,96789.6530612245,True,0.25,0.4277651104263457
2016-12-19T16:59:06.506296,1230000000,-40,-39.5950449219,-42.934,28.703199999999992,96944.0,True,0.0,0.5506046988787123
2016-12-19T16:59:13.939721,1230000000,-20,-19.4072969666,-22.344367346938792,29.933469387755107,96939.3469387755,True,0.0,0.6727254734504982
2016-12-19T16:59:21.480152,1250000000,-65,-64.0984541016,-65.87130000000002,16.560204081632655,93201.67346938775,True,0.25,0.37496581007231905
2016-12-19T16:59:28.738567,1250000000,-40,-39.6774641113,-42.864010204081644,27.676530612244875,93204.0,True,0.0,0.50761498021049
2016-12-19T16:59:36.182993,1250000000,-20,-19.5007978516,-22.420500000000004,26.93080000000001,93199.44,True,0.0,0.5455341729975215
2016-12-19T16:59:43.554415,1270000000,-65,-64.0827805786,-67.5340918367347,16.73693877551021,90655.3469387755,True,0.0,0.4680443097957808
2016-12-19T16:59:50.809830,1270000000,-40,-39.6419083862,-42.99730000000004,29.004799999999992,90655.44,True,0.0,0.5593835445034621
2016-12-19T16:59:58.292258,1270000000,-20,-19.433980682399998,-22.351699999999997,28.460399999999986,90812.0,True,0.0,0.5702598907581609
2016-12-19T17:00:05.681680,1290000000,-65,-64.0002636108,-66.03229999999999,16.764081632653063,87225.0,True,0.25,0.3301659671508666
2016-12-19T17:00:12.985098,1290000000,-40,-39.5515941772,-43.069500000000005,27.17120000000001,87215.8,True,0.0,0.5660282160484624
2016-12-19T17:00:20.427524,1290000000,-20,-19.355305114700002,-22.455255102040823,29.94326530612246,87225.0,True,0.0,0.46896769285971374
2016-12-19T17:00:27.826947,1310000000,-65,-64.1088374023,-67.64114285714285,16.55040816326531,94400.0,True,0.0,0.267697408501328
2016-12-19T17:00:35.127365,1310000000,-40,-39.6710093384,-43.10685714285717,28.613469387755107,94395.3469387755,True,0.0,0.5026778530054916
2016-12-19T17:00:42.584791,1310000000,-20,-19.4563410645,-22.615600000000008,27.876000000000005,94395.44,True,0.0,0.5394602955258142
2016-12-19T17:00:49.983214,1330000000,-65,-64.11761938480001,-66.17709999999998,16.830204081632644,92008.0,True,0.25,0.35917957366444997
2016-12-19T17:00:57.263631,1330000000,-40,-39.6737221375,-43.092275510204054,28.24081632653062,91856.0,True,0.0,0.582715628417642
2016-12-19T17:01:04.700056,1330000000,-20,-19.474942077599998,-22.58310000000001,27.676399999999994,92003.44,True,0.0,0.6124511055566857
2016-12-19T17:01:12.084478,1350000000,-65,-64.1611040649,-66.16480000000004,16.14734693877551,107550.3469387755,True,0.25,0.5578974754648856
2016-12-19T17:01:19.345894,1350000000,-40,-39.729387146,-43.14175510204085,27.649795918367367,107555.0,True,0.0,0.7752917992469905
2016-12-19T17:01:26.790319,1350000000,-20,-19.503949981699996,-22.681599999999996,28.328000000000003,107550.44,True,0.0,0.8615774911072595
2016-12-19T17:01:34.190743,1370000000,-65,-64.0667081299,-66.4696,16.205306122448984,105008.6530612245,True,0.25,0.28311210120240615
2016-12-19T17:01:41.450158,1370000000,-40,-39.6493878784,-43.51553061224492,28.339387755102035,105163.0,True,0.0,0.6307981083756508
2016-12-19T17:01:48.894584,1370000000,-20,-19.4488187256,-23.010200000000005,27.84279999999999,105158.44,True,0.0,0.5195938750193959
2016-12-19T17:01:56.292007,1390000000,-65,-64.1506358032,-66.44880000000002,16.311224489795908,111140.6530612245,True,0.25,0.2324680176037633
2016-12-19T17:02:03.564423,1390000000,-40,-39.725953186,-43.39851020408164,28.285306122448965,111143.0,True,0.0,0.5391736291301199
2016-12-19T17:02:11.001848,1390000000,-20,-19.4982043152,-22.890599999999985,29.151600000000013,111143.0,True,0.0,0.3277892092807049
2016-12-19T17:02:18.396271,1410000000,-65,-64.0854016113,-66.21459999999996,16.9965306122449,108751.0,True,0.25,0.2868074728592029
2016-12-19T17:02:25.691688,1410000000,-40,-39.714361267099996,-43.2834,27.956400000000013,108751.0,True,0.0,0.5527315222587541
2016-12-19T17:02:33.119113,1410000000,-20,-19.4996052551,-22.84642857142856,26.920816326530616,108746.30612244898,True,0.0,0.4934732912615755
2016-12-19T17:02:40.520537,1430000000,-65,-63.98345373539999,-67.7964,16.647755102040815,105008.6530612245,True,0.25,0.3950527332999932
2016-12-19T17:02:47.792953,1430000000,-40,-39.58516882320001,-43.27120000000004,29.104400000000002,105163.0,True,0.0,0.3918039621967683
2016-12-19T17:02:55.238378,1430000000,-20,-19.3948879089,-22.861428571428547,27.813061224489815,105158.3469387755,True,0.0,0.5045287881539455
2016-12-19T17:03:02.605800,1450000000,-65,-64.02682238770001,-66.27759999999995,16.142040816326542,102768.67346938775,True,0.25,0.24231571745863761
2016-12-19T17:03:09.855214,1450000000,-40,-39.6612790222,-43.35718367346941,27.816122448979588,102771.0,True,0.0,0.4728056616727505
2016-12-19T17:03:17.295640,1450000000,-20,-19.414708435099996,-22.859599999999993,28.359999999999985,102766.44,True,0.0,0.5278596736792414
2016-12-19T17:03:24.657061,1470000000,-65,-63.9535407715,-67.64416326530612,16.3130612244898,108751.0,True,0.0,0.4226822757154855
2016-12-19T17:03:31.926477,1470000000,-40,-39.573104827899996,-43.12360000000003,27.97600000000001,108751.0,True,0.0,0.4809084980035596
2016-12-19T17:03:39.356902,1470000000,-20,-19.377696960399998,-22.71151020408164,27.28469387755103,108746.30612244898,True,0.0,0.5000567908443585
2016-12-19T17:03:46.727323,1490000000,-65,-64.02205065919999,-66.04280000000001,16.26285714285714,116079.0,True,0.25,0.3051943887574707
2016-12-19T17:03:54.010740,1490000000,-40,-39.645440856899995,-43.085599999999985,28.1576,116079.0,True,0.0,0.42848347854907776
2016-12-19T17:04:01.444165,1490000000,-20,-19.432019989,-22.6901224489796,27.42591836734694,116074.30612244898,True,0.0,0.5531173779611878
2016-12-19T17:04:08.842588,1510000000,-65,-64.0853773193,-67.69629591836734,16.356734693877545,112334.30612244898,True,0.0,0.36527907588334485
2016-12-19T17:04:16.111004,1510000000,-40,-39.7075811462,-43.152100000000026,29.003200000000007,112481.88,True,0.0,0.5039942141435511
2016-12-19T17:04:23.545429,1510000000,-20,-19.514111144999998,-22.74568367346938,26.991632653061224,112491.0,True,0.0,0.5314341144086603
2016-12-19T17:04:30.931852,1530000000,-65,-64.1255588379,-66.29799999999994,15.94469387755102,119663.67346938775,True,0.25,0.34862779257634285
2016-12-19T17:04:38.179266,1530000000,-40,-39.775682434100005,-43.234428571428566,28.806734693877566,119661.3469387755,True,0.0,0.6405015259881437
2016-12-19T17:04:45.615692,1530000000,-20,-19.564981445300003,-22.862200000000016,27.267999999999997,119666.0,True,0.0,0.549808951132422
2016-12-19T17:04:52.980113,1550000000,-65,-64.124296875,-67.35130612244899,15.87653061224491,117275.0,True,0.0,0.48118929461731297
2016-12-19T17:05:00.229527,1550000000,-40,-39.7392337036,-42.9236,27.26760000000002,117275.0,True,0.0,0.7552952516176964
2016-12-19T17:05:07.663953,1550000000,-20,-19.534403533899997,-22.574979591836737,26.42795918367347,117270.30612244898,True,0.0,0.6960049434939979
2016-12-19T17:05:15.049375,1570000000,-65,-64.224100708,-67.65348979591839,15.77428571428571,113530.30612244898,True,0.0,0.32213151125065576
2016-12-19T17:05:22.315791,1570000000,-40,-39.8327165833,-43.07339999999999,27.385199999999994,113535.0,True,0.0,0.6582638047638854
2016-12-19T17:05:29.983229,1570000000,-20,-19.6533800354,-22.714306122448967,27.646530612244895,113535.0,True,0.0,0.5753681948190857
2016-12-19T17:05:37.362651,1590000000,-65,-64.2320422363,-67.6007244897959,15.970204081632659,111138.30612244898,True,0.0,0.3210722804026851
2016-12-19T17:05:44.618066,1590000000,-40,-39.8161296082,-43.000299999999996,28.0504,111143.0,True,0.0,0.7224213299986749
2016-12-19T17:05:52.051492,1590000000,-20,-19.6119136047,-22.71439795918368,28.496530612244893,111143.0,True,0.0,0.5940230528124155
2016-12-19T17:05:59.421913,1610000000,-65,-64.2512943726,-65.9658,15.833877551020402,117122.0,True,0.25,0.401988972754782
2016-12-19T17:06:06.707330,1610000000,-40,-39.8072330933,-42.9864,29.081199999999978,117122.0,True,0.0,0.5450545709263522
2016-12-19T17:06:14.151756,1610000000,-20,-19.6544353943,-22.76322448979593,28.551632653061237,117117.3469387755,True,0.0,0.5663271778678896
2016-12-19T17:06:21.534178,1630000000,-65,-64.16806994630001,-65.81290000000001,15.555306122448979,114730.0,True,0.25,0.36758573828647284
2016-12-19T17:06:28.809594,1630000000,-40,-39.721536743200005,-42.7509,27.332399999999996,114725.44,True,0.0,0.5182163099700559
2016-12-19T17:06:36.238019,1630000000,-20,-19.5679532166,-22.54089999999999,28.551600000000008,114730.0,True,0.0,0.563550249931536
2016-12-19T17:06:43.654443,1650000000,-65,-64.1499038086,-67.21663265306125,15.796326530612243,130272.3469387755,True,0.0,1.3135740288839521
2016-12-19T17:06:50.908858,1650000000,-40,-39.8035254822,-42.699799999999996,27.821200000000005,130272.44,True,0.0,1.3922145668904191
2016-12-19T17:06:58.341283,1650000000,-20,-19.6141600952,-22.475400000000015,27.540400000000005,130277.0,True,0.0,1.1877037322832498
2016-12-19T17:07:05.709705,1670000000,-65,-64.18659692380001,-66.15339999999998,15.248163265306122,127882.67346938775,True,0.25,0.3376739641846116
2016-12-19T17:07:12.956119,1670000000,-40,-39.8319216309,-43.19210204081635,27.91510204081634,127733.0,True,0.0,0.5334700351097302
2016-12-19T17:07:20.388544,1670000000,-20,-19.566803985600004,-22.963530612244906,29.383877551020426,127885.0,True,0.0,0.5468904238149557
2016-12-19T17:07:27.771966,1690000000,-65,-64.20901300050001,-67.70929591836732,15.570408163265318,133860.3469387755,True,0.0,0.3820916154920167
2016-12-19T17:07:35.027381,1690000000,-40,-39.7772693787,-43.147500000000015,29.477999999999984,133860.44,True,0.0,0.4827352415379513
2016-12-19T17:07:42.471807,1690000000,-20,-19.5607509766,-22.84745918367348,27.100000000000005,133865.0,True,0.0,0.639144873678616
2016-12-19T17:07:49.857230,1710000000,-65,-64.2526104736,-67.36090816326532,15.34795918367348,131468.3469387755,True,0.0,0.26223130576892106
2016-12-19T17:07:57.129646,1710000000,-40,-39.8439076233,-42.768499999999996,27.775200000000005,131468.44,True,0.0,0.39595223062149776
2016-12-19T17:08:04.574071,1710000000,-20,-19.637124328600002,-22.544377551020418,26.562244897959168,131468.3469387755,True,0.0,0.4424387038897557
2016-12-19T17:08:11.975495,1730000000,-65,-64.135723877,-67.0529081632653,15.423673469387758,128118.87755102041,True,0.0,0.35242506127793627
2016-12-19T17:08:19.257911,1730000000,-40,-39.705815124500006,-42.54515306122447,28.81489795918369,128240.91836734694,True,0.0,0.4848037991871196
2016-12-19T17:08:26.693337,1730000000,-20,-19.545765686,-22.384132653061233,28.320816326530633,128269.97959183673,True,0.0,0.5878388121979441
2016-12-19T17:08:34.475782,1750000000,-65,-64.21017895509999,-67.2041632653061,15.473061224489795,125336.3469387755,True,0.0,0.9298600675861541
2016-12-19T17:08:41.731197,1750000000,-40,-39.786694152799996,-42.570399999999985,26.9984,125341.0,True,0.0,1.1103063664588446
2016-12-19T17:08:49.163622,1750000000,-20,-19.6333509521,-22.40253061224488,27.756938775510218,125336.3469387755,True,0.0,0.9078519919408311
2016-12-19T17:08:56.546044,1770000000,-65,-64.1529050293,-67.30259183673468,15.281836734693872,123102.0,True,0.0,0.34315928207422064
2016-12-19T17:09:03.819460,1770000000,-40,-39.7124257507,-42.797000000000004,28.497200000000003,123097.4,True,0.0,0.5175595732629588
2016-12-19T17:09:11.277887,1770000000,-20,-19.505909484900002,-22.575448979591847,28.571224489795924,123097.30612244898,True,0.0,0.5497940554962676
2016-12-19T17:09:18.678310,1790000000,-65,-64.1910435791,-67.15142857142853,15.558571428571426,129076.3469387755,True,0.0,0.3317346057011828
2016-12-19T17:09:25.931725,1790000000,-40,-39.803413116499996,-42.61959999999999,26.063199999999984,129076.44,True,0.0,0.6760476612551758
2016-12-19T17:09:33.365150,1790000000,-20,-19.616630279500004,-22.390204081632668,25.681020408163267,129081.0,True,0.0,0.5072251204485555
2016-12-19T17:09:40.728571,1810000000,-65,-64.0745245972,-65.52919999999997,15.636734693877568,136254.6530612245,True,0.25,0.3682510981757151
